Day,Session,Activity,Event or behavior?,Visitors?,Music?,Time Start,Time End,Start,End,StartSec,EndSec
2,1.4,L,BEHAVIOR,NO,NO,6:03,6:21,4:06:03,4:06:21,14763,14781
2,1.4,M,EVENT,NO,NO,6:22,6:25,4:06:22,4:06:25,14782,14785
2,1.4,L,BEHAVIOR,NO,NO,6:25,6:45,4:06:25,4:06:45,14785,14805
2,1.5,L,BEHAVIOR,NO,NO,0:40,1:33,5:00:40,5:01:33,18040,18093
2,1.5,M,EVENT,NO,NO,1:34,1:36,5:01:34,5:01:36,18094,18096
2,1.5,P,BEHAVIOR,NO,NO,1:52,1:54,5:01:52,5:01:54,18112,18114
2,1.5,L,BEHAVIOR,NO,NO,2:53,4:42,5:02:53,5:04:42,18173,18282
2,1.5,FP,BEHAVIOR,NO,NO,4:43,4:44,5:04:43,5:04:44,18283,18284
2,1.5,L,BEHAVIOR,NO,NO,4:45,5:32,5:04:45,5:05:32,18285,18332
2,1.5,M,EVENT,NO,NO,5:34,5:38,5:05:34,5:05:38,18334,18338
2,1.5,M,EVENT,NO,NO,6:00,6:04,5:06:00,5:06:04,18360,18364
2,1.5,M,EVENT,NO,NO,6:23,6:33,5:06:23,5:06:33,18383,18393
2,1.5,L,BEHAVIOR,NO,NO,6:33,6:50,5:06:33,5:06:50,18393,18410
2,1.5,M,EVENT,NO,NO,6:51,7:01,5:06:51,5:07:01,18411,18421
2,1.5,M,EVENT,NO,NO,7:28,7:36,5:07:28,5:07:36,18448,18456
2,1.5,M,EVENT,NO,NO,7:41,7:47,5:07:41,5:07:47,18461,18467
2,1.5,NB,BEHAVIOR,NO,NO,7:55,8:40,5:07:55,5:08:40,18475,18520
2,1.5,M,EVENT,NO,NO,8:42,8:58,5:08:42,5:08:58,18522,18538
2,1.5,M,EVENT,NO,NO,9:27,9:36,5:09:27,5:09:36,18567,18576
2,1.5,L,BEHAVIOR,NO,NO,9:37,10:14,5:09:37,5:10:14,18577,18614
2,1.5,M,EVENT,NO,NO,10:15,10:19,5:10:15,5:10:19,18615,18619
2,1.5,NB,BEHAVIOR,NO,YES,10:20,10:26,5:10:20,5:10:26,18620,18626
2,1.5,L,BEHAVIOR,NO,YES,10:26,11:09,5:10:26,5:11:09,18626,18669
2,1.5,P,BEHAVIOR,NO,NO,11:44,11:45,5:11:44,5:11:45,18704,18705
2,1.5,NB,BEHAVIOR,NO,YES,11:46,12:24,5:11:46,5:12:24,18706,18744
2,1.5,B,EVENT,NO,YES,12:26,12:30,5:12:26,5:12:30,18746,18750
2,1.5,B,EVENT,NO,YES,12:32,12:34,5:12:32,5:12:34,18752,18754
2,1.5,N,EVENT,NO,YES,12:36,12:41,5:12:36,5:12:41,18756,18761
2,1.5,NB,BEHAVIOR,NO,YES,13:01,13:50,5:13:01,5:13:50,18781,18830
2,1.5,B,EVENT,NO,YES,13:52,13:54,5:13:52,5:13:54,18832,18834
2,1.6,M,EVENT,NO,NO,1:10,1:16,6:01:10,6:01:16,21670,21676
2,1.7,FP,BEHAVIOR,NO,NO,0:03,0:04,7:00:03,7:00:04,25203,25204
2,1.7,M,EVENT,NO,NO,0:11,0:15,7:00:11,7:00:15,25211,25215
2,1.7,NB,BEHAVIOR,NO,YES,0:15,0:41,7:00:15,7:00:41,25215,25241
2,1.7,NB,BEHAVIOR,NO,YES,0:53,1:01,7:00:53,7:01:01,25253,25261
2,1.7,NB,BEHAVIOR,NO,YES,1:04,1:09,7:01:04,7:01:09,25264,25269
2,1.7,P,BEHAVIOR,NO,YES,1:10,1:12,7:01:10,7:01:12,25270,25272
2,1.7,M,EVENT,NO,NO,1:19,1:25,7:01:19,7:01:25,25279,25285
2,1.7,N,EVENT,NO,NO,1:38,1:39,7:01:38,7:01:39,25298,25299
2,1.7,M,EVENT,NO,NO,1:51,1:55,7:01:51,7:01:55,25311,25315
2,1.7,L,BEHAVIOR,NO,NO,1:55,2:10,7:01:55,7:02:10,25315,25330
2,1.7,M,EVENT,NO,NO,2:10,2:14,7:02:10,7:02:14,25330,25334
2,1.7,NB,BEHAVIOR,NO,YES,2:29,2:43,7:02:29,7:02:43,25349,25363
2,1.7,NB,BEHAVIOR,NO,YES,2:48,3:04,7:02:48,7:03:04,25368,25384
2,1.7,L,BEHAVIOR,NO,YES,3:04,4:44,7:03:04,7:04:44,25384,25484
2,1.7,L,BEHAVIOR,NO,NO,4:44,4:46,7:04:44,7:04:46,25484,25486
2,1.7,FP,BEHAVIOR,NO,NO,4:48,4:49,7:04:48,7:04:49,25488,25489
2,1.7,L,BEHAVIOR,NO,NO,4:49,4:57,7:04:49,7:04:57,25489,25497
2,1.7,L,BEHAVIOR,NO,NO,5:03,5:37,7:05:03,7:05:37,25503,25537
2,1.8,M,EVENT,NO,NO,0:34,0:37,8:00:34,8:00:37,28834,28837
2,1.8,L,BEHAVIOR,NO,NO,0:37,0:47,8:00:37,8:00:47,28837,28847
2,1.8,M,EVENT,NO,NO,0:47,0:52,8:00:47,8:00:52,28847,28852
2,1.8,L,BEHAVIOR,NO,NO,0:52,1:04,8:00:52,8:01:04,28852,28864
2,1.8,M,EVENT,NO,NO,1:05,1:08,8:01:05,8:01:08,28865,28868
2,1.8,L,BEHAVIOR,NO,NO,1:08,1:52,8:01:08,8:01:52,28868,28912
2,1.8,L,BEHAVIOR,NO,NO,1:54,2:04,8:01:54,8:02:04,28914,28924
2,1.8,M,EVENT,NO,NO,2:05,2:08,8:02:05,8:02:08,28925,28928
2,1.8,L,BEHAVIOR,NO,NO,2:13,2:17,8:02:13,8:02:17,28933,28937
2,1.8,L,BEHAVIOR,NO,NO,2:20,2:23,8:02:20,8:02:23,28940,28943
2,1.8,M,EVENT,NO,NO,2:24,2:26,8:02:24,8:02:26,28944,28946
2,1.8,L,BEHAVIOR,NO,NO,2:26,2:29,8:02:26,8:02:29,28946,28949
2,1.8,M,EVENT,NO,NO,2:30,2:31,8:02:30,8:02:31,28950,28951
2,1.8,L,BEHAVIOR,NO,NO,2:32,2:43,8:02:32,8:02:43,28952,28963
2,1.8,M,EVENT,NO,NO,2:43,2:46,8:02:43,8:02:46,28963,28966
2,1.8,L,BEHAVIOR,NO,NO,2:46,2:55,8:02:46,8:02:55,28966,28975
2,1.8,M,EVENT,NO,NO,2:56,3:03,8:02:56,8:03:03,28976,28983
2,1.8,M,EVENT,NO,NO,3:08,3:16,8:03:08,8:03:16,28988,28996
2,1.8,L,BEHAVIOR,NO,NO,3:16,3:30,8:03:16,8:03:30,28996,29010
2,1.8,L,BEHAVIOR,NO,NO,3:33,4:06,8:03:33,8:04:06,29013,29046
2,1.8,M,EVENT,NO,NO,4:06,4:11,8:04:06,8:04:11,29046,29051
2,1.8,M,EVENT,NO,NO,4:18,4:22,8:04:18,8:04:22,29058,29062
2,1.8,L,BEHAVIOR,NO,NO,5:13,5:46,8:05:13,8:05:46,29113,29146
2,1.9,L,BEHAVIOR,NO,NO,0:15,0:17,9:00:15,9:00:17,32415,32417
2,1.9,S,BEHAVIOR,NO,NO,1:04,1:06,9:01:04,9:01:06,32464,32466
2,1.9,M,EVENT,NO,NO,2:15,2:19,9:02:15,9:02:19,32535,32539
2,1.9,B,EVENT,NO,NO,2:35,2:38,9:02:35,9:02:38,32555,32558
2,1.9,B,EVENT,NO,NO,2:39,2:41,9:02:39,9:02:41,32559,32561
2,1.9,B,EVENT,NO,NO,2:43,2:44,9:02:43,9:02:44,32563,32564
2,1.9,M,EVENT,NO,NO,2:50,2:52,9:02:50,9:02:52,32570,32572
2,1.9,M,EVENT,NO,NO,3:05,3:08,9:03:05,9:03:08,32585,32588
2,1.9,L,BEHAVIOR,NO,NO,3:09,3:12,9:03:09,9:03:12,32589,32592
2,1.9,M,EVENT,NO,NO,3:12,3:17,9:03:12,9:03:17,32592,32597
2,1.9,M,EVENT,NO,NO,3:22,3:24,9:03:22,9:03:24,32602,32604
2,1.9,M,EVENT,NO,NO,3:26,3:30,9:03:26,9:03:30,32606,32610
2,1.9,NB,BEHAVIOR,NO,NO,3:54,3:57,9:03:54,9:03:57,32634,32637
2,1.9,NB,BEHAVIOR,NO,YES,4:00,4:03,9:04:00,9:04:03,32640,32643
2,1.9,L,BEHAVIOR,NO,YES,4:04,4:21,9:04:04,9:04:21,32644,32661
2,1.9,NB,BEHAVIOR,NO,NO,4:24,4:29,9:04:24,9:04:29,32664,32669
2,1.9,NB,BEHAVIOR,NO,NO,4:45,4:55,9:04:45,9:04:55,32685,32695
2,1.9,M,EVENT,NO,NO,4:59,5:09,9:04:59,9:05:09,32699,32709
2,1.9,NB,BEHAVIOR,NO,NO,5:20,5:23,9:05:20,9:05:23,32720,32723
2,1.9,NB,BEHAVIOR,NO,YES,5:51,6:12,9:05:51,9:06:12,32751,32772
2,1.9,L,BEHAVIOR,NO,YES,6:16,6:33,9:06:16,9:06:33,32776,32793
2,1.9,NB,BEHAVIOR,NO,YES,6:37,6:54,9:06:37,9:06:54,32797,32814
2,1.9,NB,BEHAVIOR,NO,YES,7:31,8:12,9:07:31,9:08:12,32851,32892
2,1.9,L,BEHAVIOR,NO,YES,8:14,8:46,9:08:14,9:08:46,32894,32926
2,1.9,L,BEHAVIOR,NO,NO,8:53,9:02,9:08:53,9:09:02,32933,32942
2,1.1,M,EVENT,NO,NO,0:03,0:09,1:00:03,1:00:09,3603,3609
2,1.1,M,EVENT,NO,NO,0:18,0:26,1:00:18,1:00:26,3618,3626
2,1.1,NB,BEHAVIOR,NO,NO,0:46,0:47,1:00:46,1:00:47,3646,3647
2,1.1,M,EVENT,NO,NO,0:53,1:00,1:00:53,1:01:00,3653,3660
2,1.1,NB,BEHAVIOR,NO,NO,1:01,1:10,1:01:01,1:01:10,3661,3670
2,1.1,NB,BEHAVIOR,NO,NO,1:19,1:26,1:01:19,1:01:26,3679,3686
2,1.1,FP,BEHAVIOR,NO,NO,1:41,1:42,1:01:41,1:01:42,3701,3702
2,1.1,NB,BEHAVIOR,NO,YES,2:00,2:03,1:02:00,1:02:03,3720,3723
2,1.1,M,EVENT,NO,NO,2:21,2:32,1:02:21,1:02:32,3741,3752
2,1.1,L,BEHAVIOR,NO,NO,2:33,2:41,1:02:33,1:02:41,3753,3761
2,1.1,L,BEHAVIOR,NO,NO,2:44,3:02,1:02:44,1:03:02,3764,3782
2,1.1,M,EVENT,NO,NO,3:03,3:09,1:03:03,1:03:09,3783,3789
2,1.1,L,BEHAVIOR,NO,NO,3:23,3:30,1:03:23,1:03:30,3803,3810
2,1.1,M,EVENT,NO,NO,3:31,3:36,1:03:31,1:03:36,3811,3816
2,1.1,L,BEHAVIOR,NO,NO,3:38,4:01,1:03:38,1:04:01,3818,3841
2,1.1,L,BEHAVIOR,NO,NO,4:03,4:14,1:04:03,1:04:14,3843,3854
2,1.11,L,BEHAVIOR,NO,NO,0:01,0:16,11:00:01,11:00:16,39601,39616
2,1.11,M,EVENT,NO,NO,0:17,0:18,11:00:17,11:00:18,39617,39618
2,1.11,L,BEHAVIOR,NO,NO,0:18,0:47,11:00:18,11:00:47,39618,39647
2,1.11,M,EVENT,NO,NO,1:22,1:27,11:01:22,11:01:27,39682,39687
2,1.11,L,BEHAVIOR,NO,NO,1:28,1:30,11:01:28,11:01:30,39688,39690
2,1.11,L,BEHAVIOR,NO,NO,1:32,1:40,11:01:32,11:01:40,39692,39700
2,1.11,M,EVENT,NO,NO,1:41,1:41,11:01:41,11:01:41,39701,39701
2,1.11,L,BEHAVIOR,NO,NO,1:41,1:53,11:01:41,11:01:53,39701,39713
2,1.11,M,EVENT,NO,NO,1:53,1:56,11:01:53,11:01:56,39713,39716
2,1.11,M,EVENT,NO,NO,2:00,2:03,11:02:00,11:02:03,39720,39723
2,1.11,L,BEHAVIOR,NO,NO,2:03,2:17,11:02:03,11:02:17,39723,39737
2,1.11,M,EVENT,NO,NO,2:18,2:25,11:02:18,11:02:25,39738,39745
2,1.11,NB,BEHAVIOR,NO,NO,2:26,2:28,11:02:26,11:02:28,39746,39748
2,1.11,NB,BEHAVIOR,NO,NO,2:29,2:31,11:02:29,11:02:31,39749,39751
2,1.11,N,EVENT,NO,YES,2:53,2:56,11:02:53,11:02:56,39773,39776
2,1.11,H,EVENT,NO,YES,2:58,3:02,11:02:58,11:03:02,39778,39782
2,1.11,B,EVENT,NO,YES,3:24,3:27,11:03:24,11:03:27,39804,39807
2,1.11,B,EVENT,NO,YES,3:28,3:33,11:03:28,11:03:33,39808,39813
2,1.11,NB,BEHAVIOR,NO,YES,3:48,4:03,11:03:48,11:04:03,39828,39843
2,1.11,B,EVENT,NO,YES,4:05,4:06,11:04:05,11:04:06,39845,39846
2,1.11,NB,BEHAVIOR,NO,YES,4:39,6:06,11:04:39,11:06:06,39879,39966
2,1.11,NB,BEHAVIOR,NO,YES,6:08,6:10,11:06:08,11:06:10,39968,39970
2,1.11,M,EVENT,NO,NO,6:39,6:41,11:06:39,11:06:41,39999,40001
2,1.12,M,EVENT,YES,NO,0:00,0:01,12:00:00,12:00:01,43200,43201
2,1.12,L,BEHAVIOR,YES,NO,0:01,0:26,12:00:01,12:00:26,43201,43226
2,1.12,L,BEHAVIOR,YES,NO,0:27,0:42,12:00:27,12:00:42,43227,43242
2,1.12,M,EVENT,YES,NO,0:42,0:44,12:00:42,12:00:44,43242,43244
2,1.12,L,BEHAVIOR,YES,NO,0:44,0:45,12:00:44,12:00:45,43244,43245
3,1.1,M,EVENT,NO,NO,0:10,0:24,1:00:10,1:00:24,3610,3624
3,1.1,B,BEHAVIOR,NO,YES,0:40,0:44,1:00:40,1:00:44,3640,3644
3,1.1,B,BEHAVIOR,NO,YES,0:46,0:49,1:00:46,1:00:49,3646,3649
3,1.1,B ,BEHAVIOR,NO,YES,0:50,0:58,1:00:50,1:00:58,3650,3658
3,1.1,M,EVENT,NO,NO,1:06,1:10,1:01:06,1:01:10,3666,3670
3,1.1,M,EVENT,NO,NO,1:14,1:20,1:01:14,1:01:20,3674,3680
3,1.1,Nb,BEHAVIOR,NO,NO,1:20,1:40,1:01:20,1:01:40,3680,3700
3,1.1,L,BEHAVIOR,NO,NO,1:40,2:22,1:01:40,1:02:22,3700,3742
3,1.1,M,EVENT,NO,YES,2:22,2:24,1:02:22,1:02:24,3742,3744
3,1.1,M,EVENT,NO,NO,2:38,2:47,1:02:38,1:02:47,3758,3767
3,1.1,B,EVENT,NO,NO,2:48,2:49,1:02:48,1:02:49,3768,3769
3,1.1,M,EVENT,NO,NO,3:56,3:59,1:03:56,1:03:59,3836,3839
3,1.1,M,EVENT,NO,NO,4:05,4:06,1:04:05,1:04:06,3845,3846
3,1.1,B,EVENT,NO,NO,4:06,4:07,1:04:06,1:04:07,3846,3847
3,1.1,B,EVENT,NO,NO,4:07,4:08,1:04:07,1:04:08,3847,3848
3,1.1,M,EVENT,NO,NO,4:09,4:10,1:04:09,1:04:10,3849,3850
3,1.1,V,EVENT,NO,NO,4:23,4:23,1:04:23,1:04:23,3863,3863
3,1.2,M,EVENT,NO,NO,0:32,0:41,2:00:32,2:00:41,7232,7241
3,1.2,L,BEHAVIOR,NO,NO,0:36,0:37,2:00:36,2:00:37,7236,7237
3,1.2,M,EVENT,NO,NO,0:37,0:42,2:00:37,2:00:42,7237,7242
3,1.2,L,BEHAVIOR,NO,YES (Handler singing),0:42,0:43,2:00:42,2:00:43,7242,7243
3,1.2,M,EVENT,NO,YES (Handler singing),0:43,0:46,2:00:43,2:00:46,7243,7246
3,1.2,B,EVENT,NO,YES (Handler singing),0:54,0:59,2:00:54,2:00:59,7254,7259
3,1.2,B,EVENT,NO,YES (Handler singing),1:00,1:02,2:01:00,2:01:02,7260,7262
3,1.2,M,EVENT,NO,YES (Handler singing),1:09,1:11,2:01:09,2:01:11,7269,7271
3,1.2,B,EVENT,NO,YES (Handler singing),1:11,1:13,2:01:11,2:01:13,7271,7273
3,1.2,B,EVENT,NO,NO,1:15,1:18,2:01:15,2:01:18,7275,7278
3,1.2,B,EVENT,NO,NO,1:20,1:22,2:01:20,2:01:22,7280,7282
3,1.2,N ,EVENT,NO,NO,1:25,1:25,2:01:25,2:01:25,7285,7285
3,1.2,B,EVENT,NO,NO,1:29,1:32,2:01:29,2:01:32,7289,7292
3,1.3,M,EVENT,NO,NO,0:00:00,0:00:04,3:00:00,3:00:04,10800,10804
3,1.3,M,EVENT,NO,NO,0:00:08,0:00:17,3:00:08,3:00:17,10808,10817
3,1.3,V,EVENT,NO,NO,0:00:17,0:00:18,3:00:17,3:00:18,10817,10818
3,1.3,B,EVENT,NO,NO,0:00:24,0:00:26,3:00:24,3:00:26,10824,10826
3,1.3,B,EVENT,NO,NO,0:00:29,0:00:29,3:00:29,3:00:29,10829,10829
3,1.3,B,EVENT,NO,NO,0:00:30,0:00:33,3:00:30,3:00:33,10830,10833
3,1.3,B,EVENT,NO,NO,0:00:34,0:00:35,3:00:34,3:00:35,10834,10835
3,1.3,B,EVENT,NO,NO,0:01:02,0:01:05,3:01:02,3:01:05,10862,10865
3,1.3,B,EVENT,NO,NO,0:01:07,0:01:11,3:01:07,3:01:11,10867,10871
3,1.3,M,EVENT,NO,NO,0:01:15,0:01:16,3:01:15,3:01:16,10875,10876
3,1.3,H,EVENT,NO,NO,0:01:17,0:01:19,3:01:17,3:01:19,10877,10879
3,1.3,H,EVENT,NO,NO,0:01:50,0:01:51,3:01:50,3:01:51,10910,10911
3,1.3,M,EVENT,NO,NO,0:01:53,0:01:56,3:01:53,3:01:56,10913,10916
3,1.3,FP,BEHAVIOR,NO,NO,0:01:56,0:01:57,3:01:56,3:01:57,10916,10917
3,1.3,M,EVENT,NO,NO,0:01:58,0:02:02,3:01:58,3:02:02,10918,10922
3,1.3,L,BEHAVIOR,NO,NO,0:02:06,0:02:15,3:02:06,3:02:15,10926,10935
3,1.3,M,EVENT,NO,NO,0:02:35,0:02:40,3:02:35,3:02:40,10955,10960
3,1.3,M,EVENT,NO,NO,0:02:52,0:02:54,3:02:52,3:02:54,10972,10974
3,1.3,H,EVENT,NO,NO,0:03:00,0:03:02,3:03:00,3:03:02,10980,10982
3,1.3,Nb,BEHAVIOR,NO,NO,0:03:32,0:03:37,3:03:32,3:03:37,11012,11017
3,1.3,M,EVENT,NO,NO,0:03:50,0:03:53,3:03:50,3:03:53,11030,11033
3,1.3,L,BEHAVIOR,NO,NO,0:03:53,0:03:53,3:03:53,3:03:53,11033,11033
3,1.3,M,EVENT,NO,NO,0:03:54,0:03:56,3:03:54,3:03:56,11034,11036
3,1.3,L,BEHAVIOR,NO,NO,0:03:56,0:04:11,3:03:56,3:04:11,11036,11051
3,1.3,B,EVENT,NO,NO,0:04:11,0:04:12,3:04:11,3:04:12,11051,11052
3,1.3,L,BEHAVIOR,NO,NO,0:04:14,0:04:14,3:04:14,3:04:14,11054,11054
3,1.3,B,EVENT,NO,NO,0:04:15,0:04:15,3:04:15,3:04:15,11055,11055
3,1.3,H,EVENT,NO,NO,0:04:16,0:04:17,3:04:16,3:04:17,11056,11057
3,1.3,L,BEHAVIOR,NO,NO,0:04:17,0:05:05,3:04:17,3:05:05,11057,11105
3,1.3,M,EVENT,NO,NO,0:05:06,0:05:08,3:05:06,3:05:08,11106,11108
3,1.4,M,EVENT,NO,NO,0:01:04,0:01:05,4:01:04,4:01:05,14464,14465
3,1.4,FP,BEHAVIOR,NO,NO,0:01:06,0:01:06,4:01:06,4:01:06,14466,14466
3,1.4,M,EVENT,NO,YES,0:01:44,0:01:45,4:01:44,4:01:45,14504,14505
3,1.5,M,EVENT,NO,NO,0:00:20,0:00:23,5:00:20,5:00:23,18020,18023
3,1.5,L,BEHAVIOR,NO,NO/Yes (starts while standing),0:00:23,0:01:25,5:00:23,5:01:25,18023,18085
3,1.5,M,EVENT,NO,NO,0:01:25,0:01:27,5:01:25,5:01:27,18085,18087
3,1.5,M,EVENT,NO,NO,0:02:02,0:02:04,5:02:02,5:02:04,18122,18124
3,1.5,V,EVENT,NO,YES,0:02:06,0:02:07,5:02:06,5:02:07,18126,18127
3,1.5,M,EVENT,NO,YES,0:02:12,0:02:14,5:02:12,5:02:14,18132,18134
3,1.5,M,EVENT,NO,NO,0:02:16,0:02:16,5:02:16,5:02:16,18136,18136
3,1.5,M,EVENT,NO,NO,0:02:16,0:02:17,5:02:16,5:02:17,18136,18137
3,1.5,M,EVENT,NO,NO,0:02:17,0:02:19,5:02:17,5:02:19,18137,18139
3,1.5,M,EVENT,NO,NO,0:02:22,0:02:23,5:02:22,5:02:23,18142,18143
3,1.5,M,EVENT,NO,NO,0:02:25,0:02:25,5:02:25,5:02:25,18145,18145
3,1.5,V,EVENT,NO,NO,0:02:27,0:02:27,5:02:27,5:02:27,18147,18147
3,1.5,V,EVENT,NO,YES/NO (stops just as he cries),0:02:41,0:02:42,5:02:41,5:02:42,18161,18162
3,1.5,M,EVENT,NO,NO,0:03:01,0:03:03,5:03:01,5:03:03,18181,18183
3,1.5,V,EVENT,NO,NO,0:03:04,0:03:05,5:03:04,5:03:05,18184,18185
3,1.5,M,EVENT,NO,NO,0:03:07,0:03:07,5:03:07,5:03:07,18187,18187
3,1.5,M,EVENT,NO,NO,0:03:10,0:03:12,5:03:10,5:03:12,18190,18192
3,1.5,V,EVENT,NO,NO,0:03:21,0:03:22,5:03:21,5:03:22,18201,18202
3,1.5,V,EVENT,NO,NO,0:03:32,0:03:32,5:03:32,5:03:32,18212,18212
3,1.5,V,EVENT,NO,NO,0:03:53,0:03:52,5:03:53,5:03:52,18233,18232
3,1.5,S,BEHAVIOR,NO,NO,0:03:56,0:04:03,5:03:56,5:04:03,18236,18243
3,1.5,M,EVENT,NO,NO,0:04:09,0:04:15,5:04:09,5:04:15,18249,18255
3,1.5,V,EVENT,NO,NO,0:04:15,0:04:15,5:04:15,5:04:15,18255,18255
3,1.5,Nb,BEHAVIOR,NO,NO,0:04:23,0:04:25,5:04:23,5:04:25,18263,18265
3,1.5,V,EVENT,NO,NO,0:04:56,0:04:56,5:04:56,5:04:56,18296,18296
3,1.5,Nb,BEHAVIOR,NO,NO,0:05:16,0:05:23,5:05:16,5:05:23,18316,18323
3,1.5,M,EVENT,NO,YES,0:05:47,0:05:47,5:05:47,5:05:47,18347,18347
3,1.5,Nb,BEHAVIOR,NO,YES,0:05:47,0:05:48,5:05:47,5:05:48,18347,18348
3,1.5,M,EVENT,NO,YES,0:05:48,0:05:53,5:05:48,5:05:53,18348,18353
3,1.5,L,BEHAVIOR,NO,NO,0:05:54,0:06:12,5:05:54,5:06:12,18354,18372
3,1.5,V,EVENT,NO,NO,0:06:02,0:06:02,5:06:02,5:06:02,18362,18362
3,1.5,M,EVENT,NO,NO,0:06:11,0:06:11,5:06:11,5:06:11,18371,18371
3,1.5,L,BEHAVIOR,NO,NO,0:06:13,0:06:14,5:06:13,5:06:14,18373,18374
3,1.5,L,BEHAVIOR,NO,NO,0:06:16,0:07:08,5:06:16,5:07:08,18376,18428
3,1.5,L,BEHAVIOR,NO,NO,0:07:10,0:07:18,5:07:10,5:07:18,18430,18438
3,1.6,V,EVENT,NO,NO,0:02:08,0:02:09,6:02:08,6:02:09,21728,21729
3,1.6,V,EVENT,NO,NO,0:02:38,0:02:38,6:02:38,6:02:38,21758,21758
3,1.6,M,EVENT,NO,NO,0:02:47,0:03:31,6:02:47,6:03:31,21767,21811
3,1.6,V,EVENT,NO,NO,0:02:51,0:02:51,6:02:51,6:02:51,21771,21771
3,1.6,L,BEHAVIOR,NO,NO,0:02:52,0:02:59,6:02:52,6:02:59,21772,21779
3,1.6,V,EVENT,NO,NO,0:03:00,0:03:00,6:03:00,6:03:00,21780,21780
3,1.6,L,BEHAVIOR,NO,NO,0:03:18,0:03:27,6:03:18,6:03:27,21798,21807
3,1.6,V,EVENT,NO,NO,0:03:33,0:03:34,6:03:33,6:03:34,21813,21814
3,1.6,L,BEHAVIOR,NO,NO,0:03:39,0:04:32,6:03:39,6:04:32,21819,21872
3,1.6,V,EVENT,NO,NO,0:03:56,0:03:57,6:03:56,6:03:57,21836,21837
3,1.6,V,EVENT,NO,NO,0:04:10,0:04:10,6:04:10,6:04:10,21850,21850
3,1.6,V,EVENT,NO,NO,0:04:32,0:04:32,6:04:32,6:04:32,21872,21872
3,1.6,L,BEHAVIOR,NO,NO,0:04:33,0:04:53,6:04:33,6:04:53,21873,21893
3,1.6,V,EVENT,NO,NO,0:04:40,0:04:41,6:04:40,6:04:41,21880,21881
3,1.6,FP,BEHAVIOR,NO,NO,0:04:53,0:04:56,6:04:53,6:04:56,21893,21896
3,1.6,L,BEHAVIOR,NO,NO,0:04:56,0:08:44,6:04:56,6:08:44,21896,22124
3,1.6,V,EVENT,NO,NO,0:04:59,0:04:59,6:04:59,6:04:59,21899,21899
3,1.6,V,EVENT,NO,NO,0:05:14,0:05:15,6:05:14,6:05:15,21914,21915
3,1.6,V,EVENT,NO,NO,0:07:03,0:07:03,6:07:03,6:07:03,22023,22023
3,1.6,Nb,BEHAVIOR,NO,NO,0:08:09,0:08:11,6:08:09,6:08:11,22089,22091
3,1.6,V,EVENT,NO,NO,0:08:25,0:08:25,6:08:25,6:08:25,22105,22105
3,1.6,L,BEHAVIOR,NO,NO,0:08:48,0:10:45,6:08:48,6:10:45,22128,22245
3,1.6,V,EVENT,NO,NO,0:09:55,0:09:55,6:09:55,6:09:55,22195,22195
3,1.6,V,EVENT,NO,NO,0:10:03,0:10:04,6:10:03,6:10:04,22203,22204
3,1.6,FP,BEHAVIOR,NO,NO,0:10:20,0:10:20,6:10:20,6:10:20,22220,22220
3,1.6,V,EVENT,NO,NO,0:10:20,0:10:21,6:10:20,6:10:21,22220,22221
3,1.6,S,BEHAVIOR,NO,NO,0:10:45,0:10:48,6:10:45,6:10:48,22245,22248
3,1.6,L,BEHAVIOR,NO,NO,0:10:50,0:14:19,6:10:50,6:14:19,22250,22459
3,1.6,FP,BEHAVIOR,NO,NO,0:10:51,0:10:52,6:10:51,6:10:52,22251,22252
3,1.6,V,EVENT,NO,NO,0:10:52,0:10:52,6:10:52,6:10:52,22252,22252
3,1.6,V,EVENT,NO,NO,0:11:34,0:11:34,6:11:34,6:11:34,22294,22294
3,1.7,V,EVENT,NO,NO,0:00:42,0:00:42,7:00:42,7:00:42,25242,25242
3,1.7,N,EVENT,NO,NO,0:03:03,0:03:03,7:03:03,7:03:03,25383,25383
3,1.7,FP,BEHAVIOR,NO,NO,0:03:16,0:03:17,7:03:16,7:03:17,25396,25397
3,1.7,V,EVENT,NO,NO,0:03:17,0:03:17,7:03:17,7:03:17,25397,25397
3,1.7,V,EVENT,NO,NO,0:03:50,0:03:50,7:03:50,7:03:50,25430,25430
3,1.7,P,BEHAVIOR,NO,NO,0:05:19,0:05:20,7:05:19,7:05:20,25519,25520
3,1.7,Nb,BEHAVIOR,NO,NO,0:05:30,0:05:30,7:05:30,7:05:30,25530,25530
3,1.7,V,EVENT,NO,NO,0:05:30,0:05:31,7:05:30,7:05:31,25530,25531
3,1.7,M,EVENT,NO,NO,0:05:32,0:05:36,7:05:32,7:05:36,25532,25536
3,1.7,N,EVENT,NO,NO,0:05:32,0:05:59,7:05:32,7:05:59,25532,25559
3,1.7,L,BEHAVIOR,NO,NO,0:05:36,0:05:46,7:05:36,7:05:46,25536,25546
3,1.7,L,BEHAVIOR,NO,NO,0:05:48,0:08:57,7:05:48,7:08:57,25548,25737
3,1.7,FP,BEHAVIOR,NO,NO,0:06:06,0:06:06,7:06:06,7:06:06,25566,25566
3,1.7,V,EVENT,NO,NO,0:06:06,0:06:06,7:06:06,7:06:06,25566,25566
3,1.7,Nb,BEHAVIOR,NO,NO,0:06:19,0:06:22,7:06:19,7:06:22,25579,25582
3,1.7,FP,BEHAVIOR,NO,NO,0:06:40,0:06:40,7:06:40,7:06:40,25600,25600
