,Day,Session,Date/Time Start,Duration of Video,Activity,Event or behavior?,Visitors?,Music?,Time Start,Time End,Exact Date/Time Start,Exact Date/Time End,Unnamed: 12,Start,End
565,3,2,,,U,MUSIC,YES,YES,0:06:53,0:07:18,,,,00:06:53,00:07:18
566,3,2,,,H,EVENT,YES,YES,0:06:54,0:06:55,,,2 head whips in sync with beat,00:06:54,00:06:55
567,3,2,,,V,EVENT,YES,YES,0:06:58,0:06:58,,,,00:06:58,00:06:58
568,3,2,,,H,EVENT,YES,YES,0:07:03,0:07:04,,,,00:07:03,00:07:04
569,3,2,,,V,EVENT,YES,YES,0:07:05,0:07:06,,,,00:07:05,00:07:06
570,3,2,,,B,EVENT,YES,YES,0:07:05,0:07:06,,,"2 times, music getting more intense",00:07:05,00:07:06
571,3,2,,,L,BEHAVIOR,YES,YES,0:07:10,0:07:23,,,,00:07:10,00:07:23
572,3,2,,,M,EVENT,YES,NO,0:07:26,0:07:28,,,Keeper entered,00:07:26,00:07:28
573,3,2,,,E,BEHAVIOR,YES,NO,0:07:33,0:09:44,,,,00:07:33,00:09:44
574,3,2,,,M,EVENT,YES,NO,0:09:44,0:09:50,,,,00:09:44,00:09:50
575,3,2,,,E,BEHAVIOR,YES,NO,0:09:50,0:11:30,,,,00:09:50,00:11:30
576,3,2,,,L,BEHAVIOR,YES,NO,0:11:30,0:11:37,,,,00:11:30,00:11:37
577,3,2,,,E,BEHAVIOR,YES,NO,0:11:37,0:11:48,,,,00:11:37,00:11:48
578,3,2,,,L,BEHAVIOR,YES,NO,0:11:48,0:12:04,,,,00:11:48,00:12:04
579,3,2,,,B,EVENT,YES,NO,0:11:51,0:11:52,,,2 SMALL ONES,00:11:51,00:11:52
580,3,2,,,B,EVENT,YES,NO,0:11:53,0:11:54,,,,00:11:53,00:11:54
581,3,2,,,U,MUSIC,YES,YES,0:11:54,0:12:07,,,,00:11:54,00:12:07
582,3,2,,,E,BEHAVIOR,YES,YES,0:12:04,0:12:47,,,,00:12:04,00:12:47
583,3,2,,,L,BEHAVIOR,YES,NO,0:12:07,0:12:11,,,,00:12:07,00:12:11
584,3,2,,,L,BEHAVIOR,YES,NO,0:12:17,0:12:27,,,,00:12:17,00:12:27
585,3,2,,,M,EVENT,YES,NO,0:12:47,0:12:53,,,,00:12:47,00:12:53
586,3,2,,,L,BEHAVIOR,YES,NO,0:12:53,0:12:55,,,,00:12:53,00:12:55
587,3,2,,,B,EVENT,YES,NO,0:12:55,0:12:56,,,1 DOWN BOB,00:12:55,00:12:56
588,3,2,,,U,MUSIC,YES,YES,0:12:57,0:13:35,,,,00:12:57,00:13:35
589,3,2,,,L,BEHAVIOR,YES,YES,0:12:59,0:13:01,,,,00:12:59,00:13:01
590,3,2,,,M,EVENT,YES,YES,0:13:01,0:13:03,,,,00:13:01,00:13:03
591,3,2,,,B,EVENT,YES,YES,0:13:09,0:13:11,,,"~4 BOBS STARTING ON UPBEAT, END ON DOWN",00:13:09,00:13:11
592,3,2,,,B,EVENT,YES,YES,0:13:16,0:13:17,,,2 BOBS DOWN BEAT,00:13:16,00:13:17
593,3,2,,,B,EVENT,YES,YES,0:13:17,0:13:18,,,3 BOBS DOWN,00:13:17,00:13:18
594,3,2,,,M,EVENT,YES,YES,0:13:22,0:13:25,,,,00:13:22,00:13:25
595,3,2,,,I,BEHAVIOR,YES,YES,0:13:25,0:13:26,,,,00:13:25,00:13:26
596,3,2,,,M,EVENT,YES,YES,0:13:26,0:13:29,,,,00:13:26,00:13:29
597,3,2,,,I,BEHAVIOR,YES,YES,0:13:28,0:13:32,,,,00:13:28,00:13:32
598,3,2,,,L,BEHAVIOR,YES,YES,0:13:32,0:13:37,,,,00:13:32,00:13:37
599,3,2,,,H,EVENT,YES,NO,0:13:37,0:13:38,,,2 HEAD WHIPS,00:13:37,00:13:38
600,3,2,,,U,MUSIC,YES,YES,0:13:38,0:14:08,,,,00:13:38,00:14:08
601,3,2,,,L,BEHAVIOR,YES,YES,0:13:38,0:13:39,,,,00:13:38,00:13:39
602,3,2,,,L,BEHAVIOR,YES,YES,0:13:40,0:13:42,,,,00:13:40,00:13:42
603,3,2,,,H,EVENT,YES,YES,0:13:42,0:13:44,,,,00:13:42,00:13:44
604,3,2,,,L,BEHAVIOR,YES,YES,0:13:43,0:13:53,,,,00:13:43,00:13:53
605,3,2,,,H,EVENT,YES,YES,0:13:53,0:13:54,,,,00:13:53,00:13:54
606,3,2,,,L,BEHAVIOR,YES,YES,0:13:54,0:14:09,,,,00:13:54,00:14:09
607,3,2,,,I,BEHAVIOR,YES,NO,0:14:10,0:14:15,,,,00:14:10,00:14:15
608,3,2,,,L,BEHAVIOR,YES,NO,0:14:15,0:14:36,,,,00:14:15,00:14:36
609,3,2,,,M,EVENT,YES,NO,0:14:36,0:14:37,,,,00:14:36,00:14:37
610,3,2,,,I,BEHAVIOR,YES,NO,0:14:38,0:14:55,,,,00:14:38,00:14:55
611,3,2,,,M,EVENT,YES,NO,0:14:55,0:14:57,,,,00:14:55,00:14:57
612,3,2,,,L,BEHAVIOR,YES,NO,0:15:05,0:15:30,,,,00:15:05,00:15:30
613,3,2,,,M,EVENT,YES,NO,0:15:30,0:15:35,,,,00:15:30,00:15:35
614,3,2,,,E,BEHAVIOR,YES,NO,0:15:35,0:15:55,,,,00:15:35,00:15:55
615,3,2,,,B,EVENT,YES,NO,0:15:37,0:15:38,,,2 BOBS,00:15:37,00:15:38
616,3,2,,,U,MUSIC,YES,YES,0:15:38,0:15:56,,,,00:15:38,00:15:56
617,3,2,,,M,EVENT,YES,YES,0:15:55,0:15:59,,,,00:15:55,00:15:59
618,3,2,,,B,EVENT,YES,NO,0:16:00,0:16:00,,,,00:16:00,00:16:00
619,3,2,,,B,EVENT,YES,NO,0:16:01,0:16:03,,,5 BOBS,00:16:01,00:16:03
620,3,2,,,U,MUSIC,YES,YES,0:16:02,0:16:53,,,,00:16:02,00:16:53
621,3,2,,,B,EVENT,YES,YES,0:16:04,0:16:06,,,"3 BOBS, FASTER",00:16:04,00:16:06
622,3,2,,,L,BEHAVIOR,YES,YES,0:16:06,0:16:13,,,,00:16:06,00:16:13
623,3,2,,,B,EVENT,YES,YES,0:16:08,0:16:10,,,"~4, LAST IS REALLY SMALL; HE'S TRYING TO BOB  ON ONE LEG",00:16:08,00:16:10
624,3,2,,,B,EVENT,YES,YES,0:16:13,0:16:15,,,4,00:16:13,00:16:15
625,3,2,,,B,EVENT,YES,YES,0:16:16,0:16:19,,,~6 BOBS; GETTING MORE ENTHUSIASTIC,00:16:16,00:16:19
626,3,2,,,B,EVENT,YES,YES,0:16:19,0:16:25,,,,00:16:19,00:16:25
627,3,2,,,B,EVENT,YES,YES,0:16:27,0:16:33,,,experimented with tilting is head to the beat in the middle of this bob sequence. ~12-14,00:16:27,00:16:33
628,3,2,,,L,BEHAVIOR,YES,YES,0:16:38,0:16:40,,,,00:16:38,00:16:40
629,3,2,,,B,EVENT,YES,YES,0:16:40,0:16:41,,,3-4,00:16:40,00:16:41
630,3,2,,,L,BEHAVIOR,YES,YES,0:16:42,0:17:02,,,,00:16:42,00:17:02
631,3,2,,,L,BEHAVIOR,YES,NO,0:17:02,0:17:03,,,,00:17:02,00:17:03
632,3,2,,,L,BEHAVIOR,YES,NO,0:17:04,0:17:05,,,,00:17:04,00:17:05
633,3,2,,,B,EVENT,YES,NO,0:17:05,0:17:05,,,1 bob,00:17:05,00:17:05
634,3,2,,,V,EVENT,YES,NO,0:17:05,0:17:05,,,SMALL,00:17:05,00:17:05
635,3,2,,,L,BEHAVIOR,YES,NO,0:17:06,0:17:10,,,,00:17:06,00:17:10
636,3,2,,,L,BEHAVIOR,YES,NO,0:17:13,0:17:28,,,,00:17:13,00:17:28
637,3,2,,,F,BEHAVIOR,YES,NO,0:17:28,0:17:30,,,,00:17:28,00:17:30
638,3,2,,,L,BEHAVIOR,YES,NO,0:17:30,0:20:12,,,,00:17:30,00:20:12
639,3,2,,,V,EVENT,YES,NO,0:17:49,0:17:50,,,,00:17:49,00:17:50
640,3,2,,,V,EVENT,YES,NO,0:18:20,0:18:20,,,,00:18:20,00:18:20
641,3,2,,,P,BEHAVIOR,YES,NO,0:18:52,0:18:54,,,,00:18:52,00:18:54
642,3,2,,,L,BEHAVIOR,YES,NO,0:20:14,0:20:50,,,,00:20:14,00:20:50
643,3,2,,,V,EVENT,YES,NO,0:20:50,0:20:50,,,,00:20:50,00:20:50
644,3,2,,,P,BEHAVIOR,YES,NO,0:20:50,0:20:52,,,,00:20:50,00:20:52
645,3,2,,,L,BEHAVIOR,YES,NO,0:20:53,0:21:36,,,,00:20:53,00:21:36
646,3,2,,,F,BEHAVIOR,YES,NO,0:21:31,0:21:34,,,,00:21:31,00:21:34
647,3,2,,,B,EVENT,YES,NO,0:21:37,0:21:37,,,2 short and quick,00:21:37,00:21:37
648,3,2,,,U,MUSIC,YES,YES,0:21:39,0:21:58,,,,00:21:39,00:21:58
649,3,2,,,F,BEHAVIOR,YES,YES,0:21:41,0:21:42,,,,00:21:41,00:21:42
650,3,2,,,L,BEHAVIOR,YES,YES,0:21:41,0:22:45,,,,00:21:41,00:22:45
651,3,2,,,P,BEHAVIOR,YES,YES,0:21:53,0:21:57,,,,00:21:53,00:21:57
652,3,2,,,V,EVENT,YES,NO,0:22:04,0:22:04,,,,00:22:04,00:22:04
653,3,2,,,I,BEHAVIOR,YES,NO,0:22:45,0:22:48,,,,00:22:45,00:22:48
654,3,2,,,M,EVENT,YES,NO,0:22:49,0:22:51,,,,00:22:49,00:22:51
655,3,2,,,L,BEHAVIOR,YES,NO,0:22:51,0:22:52,,,,00:22:51,00:22:52
656,3,2,,,L,BEHAVIOR,YES,NO,0:22:53,0:22:53,,,,00:22:53,00:22:53
657,3,2,,,F,BEHAVIOR,YES,NO,0:22:53,0:22:54,,,,00:22:53,00:22:54
658,3,2,,,V,EVENT,YES,NO,0:22:54,0:22:54,,,,00:22:54,00:22:54
659,3,2,,,L,BEHAVIOR,YES,NO,0:22:55,0:23:44,,,,00:22:55,00:23:44
660,3,2,,,L,BEHAVIOR,YES,NO,0:23:46,0:24:24,,,,00:23:46,00:24:24
661,3,2,,,V,EVENT,YES,NO,0:23:46,0:23:46,,,,00:23:46,00:23:46
662,3,2,,,L,BEHAVIOR,YES,NO,0:24:28,0:24:50,,,,00:24:28,00:24:50
663,3,2,,,M,EVENT,YES,NO,0:24:50,0:24:51,,,,00:24:50,00:24:51
664,3,2,,,L,BEHAVIOR,YES,NO,0:24:54,0:26:06,,,,00:24:54,00:26:06
665,3,2,,,V,EVENT,YES,NO,0:25:30,0:25:31,,,small call,00:25:30,00:25:31
666,3,2,,,V,EVENT,YES,NO,0:26:05,0:26:05,,,,00:26:05,00:26:05
667,3,2,,,V,EVENT,YES,NO,0:26:27,0:26:27,,,,00:26:27,00:26:27
668,3,2,,,P,BEHAVIOR,YES,NO,0:26:28,0:26:29,,,,00:26:28,00:26:29
669,3,2,,,B,EVENT,YES,NO,0:26:36,0:26:37,,,2 bobs,00:26:36,00:26:37
670,3,2,,,L,BEHAVIOR,YES,NO,0:26:37,0:26:52,,,,00:26:37,00:26:52
671,3,2,,,U,MUSIC,YES,YES,0:26:38,0:27:01,,,,00:26:38,00:27:01
672,3,2,,,V,EVENT,YES,YES,0:26:40,0:26:41,,,,00:26:40,00:26:41
673,3,2,,,V,EVENT,YES,YES,0:26:52,0:26:52,,,,00:26:52,00:26:52
674,3,2,,,L,BEHAVIOR,YES,YES,0:26:53,0:27:10,,,,00:26:53,00:27:10
675,3,2,,,V,EVENT,YES,NO,0:27:04,0:27:05,,,,00:27:04,00:27:05
676,3,2,,,V,EVENT,YES,NO,0:27:10,0:27:11,,,,00:27:10,00:27:11
677,3,2,,,L,BEHAVIOR,YES,NO,0:27:11,0:27:30,,,,00:27:11,00:27:30
678,3,2,,,V,EVENT,YES,NO,0:27:12,0:27:12,,,,00:27:12,00:27:12
679,3,2,,,V,EVENT,YES,NO,0:27:14,0:27:15,,,,00:27:14,00:27:15
680,3,2,,,V,EVENT,YES,NO,0:27:26,0:27:26,,,higher pitched,00:27:26,00:27:26
681,3,2,,,P,BEHAVIOR,YES,NO,0:27:31,0:27:32,,,,00:27:31,00:27:32
682,3,2,,,V,EVENT,YES,NO,0:27:31,0:27:31,,,soft,00:27:31,00:27:31
683,3,2,,,L,BEHAVIOR,YES,NO,0:27:33,0:28:57,,,,00:27:33,00:28:57
684,3,2,,,P,BEHAVIOR,YES,NO,0:27:34,0:27:35,,,,00:27:34,00:27:35
685,3,2,,,F,BEHAVIOR,YES,NO,0:27:37,0:27:38,,,,00:27:37,00:27:38
686,3,2,,,P,BEHAVIOR,YES,NO,0:27:46,0:27:48,,,,00:27:46,00:27:48
687,3,2,,,V,EVENT,YES,NO,0:27:48,0:27:48,,,,00:27:48,00:27:48
688,3,2,,,V,EVENT,YES,NO,0:28:35,0:28:36,,,,00:28:35,00:28:36
689,3,2,,,M,EVENT,YES,NO,0:28:57,0:29:00,,,,00:28:57,00:29:00
690,3,2,,,E,BEHAVIOR,YES,NO,0:29:05,0:29:54,,,NEXT VIDEO,00:29:05,00:29:54
691,3,2,,,M,EVENT,YES,NO,0:29:55,0:29:57,,,,00:29:55,00:29:57
692,3,2,,,B,EVENT,YES,NO,0:29:58,0:29:58,,,one gentler bob,00:29:58,00:29:58
693,3,2,,,M,EVENT,YES,NO,0:29:59,0:30:07,,,,00:29:59,00:30:07
694,3,2,,,U,MUSIC,YES,YES,0:29:59,0:30:21,,,,00:29:59,00:30:21
695,3,2,,,B,EVENT,YES,YES,0:30:07,0:30:08,,,2 bobs,00:30:07,00:30:08
696,3,2,,,L,BEHAVIOR,YES,YES,0:30:08,0:30:11,,,,00:30:08,00:30:11
697,3,2,,,M,EVENT,YES,YES,0:30:11,0:30:15,,,,00:30:11,00:30:15
698,3,2,,,L,BEHAVIOR,YES,YES,0:30:19,0:30:39,,,,00:30:19,00:30:39
699,3,2,,,B,EVENT,YES,NO,0:30:40,0:30:41,,,2.5 bobs,00:30:40,00:30:41
700,3,2,,,U,MUSIC,YES,YES,0:30:41,0:30:45,,,,00:30:41,00:30:45
701,3,2,,,L,BEHAVIOR,YES,YES,0:30:43,0:30:48,,,,00:30:43,00:30:48
702,3,2,,,I,BEHAVIOR,YES,NO,0:30:49,0:31:00,,,,00:30:49,00:31:00
703,3,2,,,U,MUSIC,YES,YES,0:30:52,0:30:57,,,,00:30:52,00:30:57
704,3,2,,,M,EVENT,YES,YES,0:31:00,0:31:05,,,,00:31:00,00:31:05
705,3,2,,,L,BEHAVIOR,YES,YES,0:31:10,0:31:12,,,,00:31:10,00:31:12
706,3,2,,,I,BEHAVIOR,YES,YES,0:31:14,0:31:17,,,,00:31:14,00:31:17
707,3,2,,,B,EVENT,YES,YES,0:31:20,0:31:21,,,2 bobs,00:31:20,00:31:21
708,3,2,,,U,MUSIC,YES,YES,0:31:23,0:31:38,,,,00:31:23,00:31:38
709,3,2,,,L,BEHAVIOR,YES,YES,0:31:24,0:31:27,,,,00:31:24,00:31:27
710,3,2,,,L,BEHAVIOR,YES,YES,0:31:28,0:31:49,,,,00:31:28,00:31:49
711,3,2,,,I,BEHAVIOR,YES,YES,0:31:49,0:31:53,,,,00:31:49,00:31:53
712,3,2,,,L,BEHAVIOR,YES,YES,0:31:54,0:31:59,,,,00:31:54,00:31:59
713,3,2,,,M,EVENT,YES,NO,0:32:01,0:32:12,,,,00:32:01,00:32:12
714,3,2,,,E,BEHAVIOR,YES,NO,0:32:13,0:32:40,,,"he stops chewing when he starts moving, but he holds food in his mouth until here",00:32:13,00:32:40
715,3,2,,,M,EVENT,YES,NO,0:32:16,0:32:21,,,food in mouth while moving,00:32:16,00:32:21
716,3,2,,,B,EVENT,YES,NO,0:32:21,0:32:21,,,1 bob,00:32:21,00:32:21
717,3,2,,,L,BEHAVIOR,YES,NO,0:32:22,0:32:23,,,,00:32:22,00:32:23
718,3,2,,,U,MUSIC,YES,YES,0:32:23,0:34:20,,,,00:32:23,00:34:20
719,3,2,,,L,BEHAVIOR,YES,YES,0:32:25,0:32:26,,,,00:32:25,00:32:26
720,3,2,,,B,EVENT,YES,YES,0:32:26,0:32:27,,,,00:32:26,00:32:27
721,3,2,,,B,EVENT,YES,YES,0:32:28,0:32:31,,,7 bobs,00:32:28,00:32:31
722,3,2,,,H,EVENT,YES,YES,0:32:32,0:32:33,,,"2 head whips, kid likes it",00:32:32,00:32:33
723,3,2,,,B,EVENT,YES,YES,0:32:33,0:32:39,,,"7 bobs, 2 bigger/slow ones with leg lift, 3-4 quick ones, followed by another long leggy one",00:32:33,00:32:39
724,3,2,,,B,EVENT,YES,YES,0:32:40,0:32:45,,,12 bobs,00:32:40,00:32:45
725,3,2,,,B,EVENT,YES,YES,0:32:47,0:32:49,,,5 BOBS,00:32:47,00:32:49
726,3,2,,,B,EVENT,YES,YES,0:32:53,0:32:57,,,3 slower bobs,00:32:53,00:32:57
727,3,2,,,V,EVENT,YES,YES,0:32:56,0:32:56,,,,00:32:56,00:32:56
728,3,2,,,M,EVENT,YES,YES,0:32:57,0:33:02,,,,00:32:57,00:33:02
729,3,2,,,E,BEHAVIOR,YES,YES,0:32:59,0:33:03,,,,00:32:59,00:33:03
730,3,2,,,B,EVENT,YES,YES,0:33:03,0:33:04,,,~2.5 bobs,00:33:03,00:33:04
731,3,2,,,E,BEHAVIOR,YES,YES,0:33:05,0:33:06,,,,00:33:05,00:33:06
732,3,2,,,M,EVENT,YES,YES,0:33:07,0:33:09,,,,00:33:07,00:33:09
733,3,2,,,B,EVENT,YES,YES,0:33:10,0:33:12,,,2 bobs,00:33:10,00:33:12
734,3,2,,,L,BEHAVIOR,YES,YES,0:33:12,0:33:13,,,,00:33:12,00:33:13
735,3,2,,,B,EVENT,YES,YES,0:33:13,0:33:14,,,1 bob,00:33:13,00:33:14
736,3,2,,,L,BEHAVIOR,YES,YES,0:33:16,0:33:18,,,,00:33:16,00:33:18
737,3,2,,,V,EVENT,YES,YES,0:33:17,0:33:17,,,,00:33:17,00:33:17
738,3,2,,,B,EVENT,YES,YES,0:33:18,0:33:23,,,9 bobs,00:33:18,00:33:23
739,3,2,,,B,EVENT,YES,YES,0:33:24,0:33:26,,,4,00:33:24,00:33:26
740,3,2,,,V,EVENT,YES,YES,0:33:24,0:33:24,,,,00:33:24,00:33:24
741,3,2,,,V,EVENT,YES,YES,0:33:25,0:33:25,,,,00:33:25,00:33:25
742,3,2,,,B,EVENT,YES,YES,0:33:27,0:33:27,,,"1 bob, wing out a bit",00:33:27,00:33:27
743,3,2,,,V,EVENT,YES,YES,0:33:31,0:33:31,,,,00:33:31,00:33:31
744,3,2,,,B,EVENT,YES,YES,0:33:31,0:33:32,,,3 bobs,00:33:31,00:33:32
745,3,2,,,B,EVENT,YES,YES,0:33:33,0:33:34,,,~3.5,00:33:33,00:33:34
746,3,2,,,V,EVENT,YES,YES,0:33:33,0:33:34,,,,00:33:33,00:33:34
747,3,2,,,B,EVENT,YES,YES,0:33:35,0:33:36,,,~2,00:33:35,00:33:36
748,3,2,,,V,EVENT,YES,YES,0:33:35,0:33:35,,,,00:33:35,00:33:35
749,3,2,,,E,BEHAVIOR,YES,YES,0:33:37,0:33:39,,,,00:33:37,00:33:39
750,3,2,,,B,EVENT,YES,YES,0:33:39,0:33:43,,,7,00:33:39,00:33:43
751,3,2,,,V,EVENT,YES,YES,0:33:42,0:33:43,,,,00:33:42,00:33:43
752,3,2,,,E,BEHAVIOR,YES,YES,0:33:44,0:33:46,,,,00:33:44,00:33:46
753,3,2,,,B,EVENT,YES,YES,0:33:46,0:33:49,,,4 bobs,00:33:46,00:33:49
754,3,2,,,V,EVENT,YES,YES,0:33:47,0:33:47,,,,00:33:47,00:33:47
755,3,2,,,L,BEHAVIOR,YES,YES,0:33:51,0:33:54,,,,00:33:51,00:33:54
756,3,2,,,E,BEHAVIOR,YES,YES,0:33:55,0:33:55,,,,00:33:55,00:33:55
757,3,2,,,B,EVENT,YES,YES,0:33:56,0:33:57,,,4,00:33:56,00:33:57
758,3,2,,,E,BEHAVIOR,YES,YES,0:33:58,0:34:00,,,,00:33:58,00:34:00
759,3,2,,,V,EVENT,YES,YES,0:34:01,0:34:01,,,,00:34:01,00:34:01
760,3,2,,,B,EVENT,YES,YES,0:34:01,0:34:01,,,1.5,00:34:01,00:34:01
761,3,2,,,V,EVENT,YES,YES,0:34:04,0:34:05,,,,00:34:04,00:34:05
762,3,2,,,B,EVENT,YES,YES,0:34:04,0:34:05,,,1.5,00:34:04,00:34:05
763,3,2,,,E,BEHAVIOR,YES,YES,0:34:06,0:34:09,,,,00:34:06,00:34:09
764,3,2,,,B,EVENT,YES,YES,0:34:09,0:34:09,,,,00:34:09,00:34:09
765,3,2,,,V,EVENT,YES,YES,0:34:09,0:34:09,,,,00:34:09,00:34:09
766,3,2,,,E,BEHAVIOR,YES,YES,0:34:10,0:34:11,,,,00:34:10,00:34:11
767,3,2,,,E,BEHAVIOR,YES,YES,0:34:16,0:34:26,,,,00:34:16,00:34:26
768,3,2,,,B,EVENT,YES,NO,0:34:26,0:34:26,,,1 bob,00:34:26,00:34:26
769,3,2,,,U,MUSIC,YES,YES,0:34:28,0:34:40,,,,00:34:28,00:34:40
770,3,2,,,E,BEHAVIOR,YES,YES,0:34:30,0:34:39,,,,00:34:30,00:34:39
771,3,2,,,V,EVENT,YES,NO,0:34:41,0:34:41,,,,00:34:41,00:34:41
772,3,2,,,L,BEHAVIOR,YES,NO,0:34:41,0:34:44,,,,00:34:41,00:34:44
773,3,2,,,E,BEHAVIOR,YES,NO,0:34:44,0:35:47,,,chewing while standing,00:34:44,00:35:47
774,3,2,,,I,BEHAVIOR,YES,NO,0:35:47,0:35:49,,,,00:35:47,00:35:49
775,3,2,,,M,EVENT,YES,NO,0:35:49,0:35:50,,,,00:35:49,00:35:50
776,3,2,,,E,BEHAVIOR,YES,NO,0:35:55,0:36:05,,,,00:35:55,00:36:05
777,3,2,,,L,BEHAVIOR,YES,NO,0:36:05,0:36:09,,,,00:36:05,00:36:09
778,3,2,,,M,EVENT,YES,NO,0:36:10,0:36:12,,,,00:36:10,00:36:12
779,3,2,,,L,BEHAVIOR,YES,NO,0:36:13,0:36:23,,,,00:36:13,00:36:23
780,3,2,,,E,BEHAVIOR,YES,NO,0:36:24,0:36:50,,,,00:36:24,00:36:50
781,3,2,,,L,BEHAVIOR,YES,NO,0:36:26,0:36:50,,,,00:36:26,00:36:50
782,3,2,,,M,EVENT,YES,NO,0:36:50,0:36:57,,,,00:36:50,00:36:57
783,3,2,,,I,BEHAVIOR,YES,NO,0:37:01,0:37:04,,,,00:37:01,00:37:04
784,3,2,,,M,EVENT,YES,NO,0:37:04,0:37:06,,,,00:37:04,00:37:06
785,3,2,,,M,EVENT,YES,NO,0:37:11,0:37:17,,,,00:37:11,00:37:17
786,3,2,,,E,BEHAVIOR,YES,NO,0:37:19,0:37:24,,,,00:37:19,00:37:24
787,3,2,,,I,BEHAVIOR,YES,NO,0:37:24,0:37:39,,,,00:37:24,00:37:39
788,3,2,,,M,EVENT,YES,NO,0:37:39,0:37:41,,,,00:37:39,00:37:41
789,3,2,,,I,BEHAVIOR,YES,NO,0:37:41,0:37:42,,,,00:37:41,00:37:42
790,3,2,,,I,BEHAVIOR,YES,NO,0:37:44,0:37:48,,,,00:37:44,00:37:48
791,3,2,,,M,EVENT,YES,NO,0:37:48,0:37:53,,,,00:37:48,00:37:53
792,3,2,,,M,EVENT,YES,NO,0:37:56,0:38:00,,,,00:37:56,00:38:00
793,3,2,,,E,BEHAVIOR,YES,NO,0:38:01,0:38:09,,,,00:38:01,00:38:09
794,3,2,,,L,BEHAVIOR,YES,NO,0:38:05,0:38:41,,,,00:38:05,00:38:41
795,3,2,,,I,BEHAVIOR,YES,NO,0:38:42,0:38:50,,,,00:38:42,00:38:50
796,3,2,,,L,BEHAVIOR,YES,NO,0:38:52,0:39:08,,,,00:38:52,00:39:08
797,3,3,,0:17:06,L,BEHAVIOR,YES,NO,0:00:02,0:00:07,,,,00:00:02,00:00:07
798,3,3,,,L,BEHAVIOR,YES,NO,0:00:08,0:00:10,,,,00:00:08,00:00:10
799,3,3,,,L,BEHAVIOR,YES,NO,0:00:12,0:00:53,,,,00:00:12,00:00:53
800,3,3,,,V,EVENT,YES,NO,0:00:53,0:00:53,,,,00:00:53,00:00:53
801,3,3,,,V,EVENT,YES,NO,0:00:54,0:00:55,,,,00:00:54,00:00:55
802,3,3,,,L,BEHAVIOR,YES,NO,0:00:55,0:01:28,,,,00:00:55,00:01:28
803,3,3,,,L,BEHAVIOR,YES,NO,0:01:29,0:01:50,,,,00:01:29,00:01:50
804,3,3,,,L,BEHAVIOR,YES,NO,0:01:57,0:03:00,,,,00:01:57,00:03:00
805,3,3,,,L,BEHAVIOR,YES,NO,0:03:09,0:03:49,,,,00:03:09,00:03:49
806,3,3,,,M,EVENT,YES,NO,0:03:50,0:03:55,,,,00:03:50,00:03:55
807,3,3,,,S,BEHAVIOR,YES,NO,0:03:54,0:04:13,,,,00:03:54,00:04:13
808,3,3,,,M,EVENT,YES,NO,0:04:13,0:04:17,,,,00:04:13,00:04:17
809,3,3,,,I,BEHAVIOR,YES,NO,0:04:54,0:04:56,,,,00:04:54,00:04:56
810,3,3,,,B,EVENT,YES,NO,0:04:57,0:04:58,,,quick; 3 times,00:04:57,00:04:58
811,3,3,,,U,MUSIC,YES,YES,0:04:59,0:05:14,,,,00:04:59,00:05:14
812,3,3,,,L,BEHAVIOR,YES,YES,0:05:04,0:05:26,,,,00:05:04,00:05:26
813,3,3,,,B,EVENT,YES,NO,0:05:27,0:05:27,,,One bob,00:05:27,00:05:27
814,3,3,,,U,MUSIC,YES,NO,0:05:29,0:05:42,,,,00:05:29,00:05:42
815,3,3,,,L,BEHAVIOR,YES,NO,0:05:30,0:05:44,,,,00:05:30,00:05:44
816,3,3,,,V,EVENT,YES,NO,0:05:45,0:05:45,,,,00:05:45,00:05:45
817,3,3,,,L,BEHAVIOR,YES,NO,0:05:46,0:07:08,,,,00:05:46,00:07:08
818,3,3,,,V,EVENT,YES,NO,0:06:34,0:06:34,,,,00:06:34,00:06:34
819,3,3,,,S,BEHAVIOR,YES,NO,0:07:11,0:07:20,,,,00:07:11,00:07:20
820,3,3,,,L,BEHAVIOR,YES,NO,0:07:23,0:07:23,,,,00:07:23,00:07:23
821,3,3,,,M,EVENT,YES,NO,0:07:28,0:07:33,,,,00:07:28,00:07:33
822,3,3,,,S,BEHAVIOR,YES,NO,0:07:34,0:07:35,,,,00:07:34,00:07:35
823,3,3,,,L,BEHAVIOR,YES,NO,0:07:38,0:07:41,,,,00:07:38,00:07:41
824,3,3,,,M,EVENT,YES,NO,0:07:42,0:07:43,,,,00:07:42,00:07:43
825,3,3,,,I,BEHAVIOR,YES,NO,0:07:43,0:07:46,,,,00:07:43,00:07:46
826,3,3,,,M,EVENT,YES,NO,0:07:44,0:07:48,,,,00:07:44,00:07:48
827,3,3,,,L,BEHAVIOR,YES,NO,0:07:49,0:07:50,,,,00:07:49,00:07:50
828,3,3,,,M,EVENT,YES,NO,0:07:52,0:08:00,,,,00:07:52,00:08:00
829,3,3,,,I,BEHAVIOR,YES,NO,0:07:53,0:07:55,,,,00:07:53,00:07:55
830,3,3,,,L,BEHAVIOR,YES,NO,0:08:03,0:15:54,,,,00:08:03,00:15:54
831,3,3,,,V,EVENT,YES,NO,0:08:13,0:08:14,,,,00:08:13,00:08:14
832,3,3,,,V,EVENT,YES,NO,0:08:15,0:08:16,,,,00:08:15,00:08:16
833,3,3,,,V,EVENT,YES,NO,0:09:38,0:09:38,,,,00:09:38,00:09:38
