,Day,Session,Date/Time Start,Duration of Video,Activity,Event or behavior?,Visitors?,Music?,Time Start,Time End,Exact Date/Time Start,Exact Date/Time End,Unnamed: 12,Start,End
287,2,3,,,U,MUSIC,YES,YES,3:33:00,3:45:00,,,,00:33:00,00:45:00
288,2,3,,,L,BEHAVIOR,YES,YES,3:34:00,3:49:00,,,,00:34:00,00:49:00
289,2,3,,,FP,BEHAVIOR,YES,NO,3:51:00,3:52:00,,,,00:51:00,00:52:00
290,2,3,,,L,BEHAVIOR,YES,NO,3:54:00,4:39:00,,,,00:54:00,00:39:00
291,2,3,,,N,EVENT,YES,NO,4:39:00,4:40:00,,,,00:39:00,00:40:00
292,2,3,,,U,MUSIC,YES,YES,4:40:00,4:58:00,,,,00:40:00,00:58:00
293,2,3,,,L,BEHAVIOR,YES,YES,4:41:00,4:45:00,,,,00:41:00,00:45:00
294,2,3,,,L,BEHAVIOR,YES,NO,5:04:00,6:28:00,,,,00:04:00,00:28:00
295,2,3,,,P,BEHAVIOR,YES,NO,6:28:00,6:36:00,,,,00:28:00,00:36:00
296,2,3,,,V,EVENT,YES,NO,6:36:00,6:37:00,,,,00:36:00,00:37:00
297,2,3,,,U,MUSIC,YES,YES,6:37:00,6:51:00,,,,00:37:00,00:51:00
298,2,3,,,L,BEHAVIOR,YES,YES,6:38:00,8:50:00,,,,00:38:00,00:50:00
299,2,3,,,B,EVENT,YES,NO,9:48:00,9:49:00,,,,00:48:00,00:49:00
300,2,3,,,U,MUSIC,YES,YES,9:50:00,10:03:00,,,,00:50:00,00:10:03
301,2,3,,,N,EVENT,YES,NO,10:52:00,10:53:00,,,,00:10:52,00:10:53
302,2,3,,,U,MUSIC,YES,YES,10:55:00,11:18:00,,,,00:10:55,00:11:18
303,2,3,,,M,EVENT,YES,YES,11:00:00,11:03:00,,,,00:11:00,00:11:03
304,2,3,,,FP,BEHAVIOR,YES,YES,11:06:00,11:08:00,,,,00:11:06,00:11:08
305,2,3,,,L,BEHAVIOR,YES,YES,11:09:00,12:01:00,,,,00:11:09,00:12:01
306,2,3,,,P,BEHAVIOR,YES,NO,12:02:00,12:05:00,,,,00:12:02,00:12:05
307,2,3,,,L,BEHAVIOR,YES,NO,12:06:00,12:43:00,,,,00:12:06,00:12:43
308,2,3,,,L,BEHAVIOR,YES,NO,12:45:00,12:59:00,,,,00:12:45,00:12:59
309,2,3,,,M,EVENT,YES,NO,12:59:00,13:00:00,,,,00:12:59,00:13:00
310,2,3,,,L,BEHAVIOR,YES,NO,13:01:00,13:31:00,,,,00:13:01,00:13:31
311,2,3,,,M,EVENT,YES,NO,13:31:00,13:37:00,,,,00:13:31,00:13:37
312,2,3,,,NB,BEHAVIOR,YES,NO,13:40:00,13:43:00,,,,00:13:40,00:13:43
313,2,3,,,M,EVENT,YES,NO,13:44:00,13:48:00,,,,00:13:44,00:13:48
314,2,3,,,B,EVENT,YES,NO,13:49:00,13:49:00,,,,00:13:49,00:13:49
315,2,3,,,U,MUSIC,YES,YES,13:51:00,14:23:00,,,,00:13:51,00:14:23
316,2,3,,,H,EVENT,YES,YES,13:51:00,13:52:00,,,,00:13:51,00:13:52
317,2,3,,,H,EVENT,YES,YES,13:53:00,13:58:00,,,,00:13:53,00:13:58
318,2,3,,,B,EVENT,YES,YES,14:07:00,14:08:00,,,,00:14:07,00:14:08
319,2,3,,,N,EVENT,YES,YES,14:11:00,14:12:00,,,,00:14:11,00:14:12
320,2,3,,,V,EVENT,YES,NO,15:43:00,15:44:00,,,,00:15:43,00:15:44
321,2,3,,,M,EVENT,YES,NO,16:44:00,16:50:00,,,,00:16:44,00:16:50
322,2,3,,,L,BEHAVIOR,YES,NO,16:52:00,16:54:00,,,,00:16:52,00:16:54
323,2,3,,,L,BEHAVIOR,YES,NO,16:54:00,17:14:00,,,,00:16:54,00:17:14
324,2,3,,,FP,BEHAVIOR,YES,NO,16:55:00,16:57:00,,,,00:16:55,00:16:57
325,2,3,,,V,EVENT,YES,NO,17:15:00,17:16:00,,,,00:17:15,00:17:16
326,2,3,,,L,BEHAVIOR,YES,NO,17:16:00,19:39:00,,,,00:17:16,00:19:39
327,2,3,,,U,MUSIC,YES,YES,19:00:00,19:20:00,,,,00:19:00,00:19:20
328,2,3,,,V,EVENT,YES,YES,19:05:00,19:05:00,,,,00:19:05,00:19:05
329,2,3,,,V,EVENT,YES,YES,19:18:00,19:19:00,,,,00:19:18,00:19:19
330,2,3,,,V,EVENT,YES,NO,19:28:00,19:29:00,,,,00:19:28,00:19:29
331,2,3,,,M,EVENT,YES,NO,19:39:00,19:44:00,,,,00:19:39,00:19:44
332,2,3,,,L,BEHAVIOR,YES,NO,19:46:00,19:57:00,,,,00:19:46,00:19:57
333,2,3,,,V,EVENT,YES,NO,20:03:00,20:04:00,,,,00:20:03,00:20:04
334,2,3,,,V,EVENT,YES,NO,20:20:00,20:20:00,,,,00:20:20,00:20:20
335,2,3,,,V,EVENT,YES,NO,20:38:00,20:38:00,,,,00:20:38,00:20:38
336,2,3,,,V,EVENT,YES,NO,20:50:00,20:51:00,,,,00:20:50,00:20:51
337,2,3,,,M,EVENT,YES,NO,21:06:00,21:11:00,,,,00:21:06,00:21:11
338,2,3,,,M,EVENT,YES,NO,21:12:00,21:15:00,,,,00:21:12,00:21:15
339,2,3,,,L,BEHAVIOR,YES,NO,21:17:00,21:26:00,,,,00:21:17,00:21:26
340,2,3,,,FP,BEHAVIOR,YES,NO,21:27:00,21:28:00,,,,00:21:27,00:21:28
341,2,3,,,P,BEHAVIOR,YES,NO,21:30:00,21:35:00,,,,00:21:30,00:21:35
342,2,3,,,L,BEHAVIOR,YES,NO,21:36:00,21:50:00,,,,00:21:36,00:21:50
343,2,3,,,L,BEHAVIOR,YES,NO,21:52:00,22:50:00,,,,00:21:52,00:22:50
344,2,3,,,L,BEHAVIOR,YES,NO,22:52:00,24:01:00,,,,00:22:52,00:24:01
345,2,3,,,P,BEHAVIOR,YES,NO,24:01:00,24:04:00,,,,00:24:01,00:24:04
346,2,3,,,L,BEHAVIOR,YES,NO,24:05:00,24:07:00,,,,00:24:05,00:24:07
347,2,3,,,P,BEHAVIOR,YES,NO,24:07:00,24:11:00,,,,00:24:07,00:24:11
348,2,3,,,L,BEHAVIOR,YES,NO,24:11:00,24:14:00,,,,00:24:11,00:24:14
349,2,3,,,V,EVENT,YES,NO,24:17:00,24:17:00,,,,00:24:17,00:24:17
350,2,3,,,L,BEHAVIOR,YES,NO,24:17:00,25:01:00,,,,00:24:17,00:25:01
351,2,3,,,L,BEHAVIOR,YES,NO,25:24:00,26:26:00,,,,00:25:24,00:26:26
352,2,3,,,L,BEHAVIOR,YES,NO,26:27:00,26:56:00,,,,00:26:27,00:26:56
353,2,3,,,M,EVENT,YES,NO,26:57:00,27:02:00,,,,00:26:57,00:27:02
354,2,3,,,L,BEHAVIOR,YES,NO,27:04:00,27:10:00,,,,00:27:04,00:27:10
355,2,3,,,M,EVENT,YES,NO,27:10:00,27:14:00,,,,00:27:10,00:27:14
356,2,3,,,L,BEHAVIOR,YES,NO,27:14:00,27:33:00,,,,00:27:14,00:27:33
357,2,3,,,M,EVENT,YES,NO,27:33:00,27:35:00,,,,00:27:33,00:27:35
358,2,3,,,L,BEHAVIOR,YES,NO,27:36:00,27:49:00,,,,00:27:36,00:27:49
359,2,3,,,H,EVENT,YES,NO,27:49:00,27:51:00,,,,00:27:49,00:27:51
360,2,3,,,M,EVENT,YES,NO,27:51:00,27:54:00,,,,00:27:51,00:27:54
361,2,3,,,U,MUSIC,YES,YES,27:52:00,28:08:00,,,,00:27:52,00:28:08
362,2,3,,,H,EVENT,YES,YES,27:55:00,27:59:00,,,,00:27:55,00:27:59
363,2,3,,,M,EVENT,YES,NO,28:10:00,28:21:00,,,,00:28:10,00:28:21
364,2,3,,,M,EVENT,YES,NO,28:32:00,28:35:00,,,,00:28:32,00:28:35
365,2,3,,,L,BEHAVIOR,YES,NO,28:36:00,28:44:00,,,,00:28:36,00:28:44
366,2,3,,,H,EVENT,YES,NO,28:44:00,28:45:00,,,,00:28:44,00:28:45
367,2,3,,,U,MUSIC,YES,YES,28:47:00,29:02:00,,,,00:28:47,00:29:02
368,2,3,,,V,EVENT,YES,YES,28:50:00,28:51:00,,,,00:28:50,00:28:51
369,2,3,,,M,EVENT,YES,NO,29:06:00,29:11:00,,,,00:29:06,00:29:11
370,2,3,,,V,EVENT,YES,NO,29:13:00,29:14:00,,,,00:29:13,00:29:14
371,2,3,,,U,MUSIC,YES,YES,29:15:00,29:28:00,,,,00:29:15,00:29:28
372,2,3,,,H,EVENT,YES,YES,29:16:00,29:17:00,,,,00:29:16,00:29:17
373,2,3,,,L,BEHAVIOR,YES,YES,29:17:00,29:35:00,,,,00:29:17,00:29:35
374,2,3,,,L,BEHAVIOR,YES,NO,29:36:00,29:51:00,,,,00:29:36,00:29:51
375,2,3,,,M,EVENT,YES,NO,29:52:00,29:55:00,,,,00:29:52,00:29:55
376,2,3,,,L,BEHAVIOR,YES,NO,29:55:00,30:53:00,,,,00:29:55,00:30:53
377,2,3,,,V,EVENT,YES,NO,30:04:00,30:04:00,,,,00:30:04,00:30:04
378,2,3,,,V,EVENT,YES,NO,30:19:00,30:20:00,,,,00:30:19,00:30:20
379,2,3,,,V,EVENT,YES,NO,30:35:00,30:36:00,,,,00:30:35,00:30:36
380,2,3,,,V,EVENT,YES,NO,30:53:00,30:54:00,,,,00:30:53,00:30:54
381,2,3,,,U,MUSIC,YES,YES,30:55:00,31:24:00,,,,00:30:55,00:31:24
382,2,3,,,P,BEHAVIOR,YES,YES,30:56:00,31:02:00,,,,00:30:56,00:31:02
383,2,3,,,H,EVENT,YES,YES,31:03:00,31:04:00,,,,00:31:03,00:31:04
384,2,3,,,L,BEHAVIOR,YES,YES,31:09:00,33:03:00,,,,00:31:09,00:33:03
385,2,3,,,V,EVENT,YES,NO,31:42:00,31:43:00,,,,00:31:42,00:31:43
386,2,3,,,V,EVENT,YES,NO,32:43:00,32:43:00,,,,00:32:43,00:32:43
387,2,3,,,V,EVENT,YES,NO,33:04:00,33:04:00,,,,00:33:04,00:33:04
388,2,3,,,U,MUSIC,YES,YES,33:05:00,33:14:00,,,,00:33:05,00:33:14
389,2,3,,,L,BEHAVIOR,YES,NO,33:05:00,34:42:00,,,,00:33:05,00:34:42
390,2,3,,,V,EVENT,YES,NO,33:16:00,33:16:00,,,,00:33:16,00:33:16
391,2,3,,,V,EVENT,YES,NO,33:31:00,33:32:00,,,,00:33:31,00:33:32
392,2,3,,,V,EVENT,YES,NO,33:46:00,33:46:00,,,,00:33:46,00:33:46
393,2,3,,,V,EVENT,YES,NO,33:59:00,34:00:00,,,,00:33:59,00:34:00
394,2,3,,,V,EVENT,YES,NO,34:32:00,34:33:00,,,,00:34:32,00:34:33
395,2,3,,,M,EVENT,YES,NO,34:43:00,34:44:00,,,,00:34:43,00:34:44
396,2,3,,,L,BEHAVIOR,YES,NO,34:44:00,34:56:00,,,,00:34:44,00:34:56
397,2,3,,,V,EVENT,YES,NO,35:05:00,35:06:00,,,,00:35:05,00:35:06
398,2,3,,,L,BEHAVIOR,YES,NO,35:06:00,35:15:00,,,,00:35:06,00:35:15
399,2,3,,,U,MUSIC,YES,YES,35:16:00,35:35:00,,,,00:35:16,00:35:35
400,2,3,,,V,EVENT,YES,NO,35:16:00,35:16:00,,,,00:35:16,00:35:16
401,2,3,,,L,BEHAVIOR,YES,YES,35:18:00,36:15:00,,,,00:35:18,00:36:15
402,2,3,,,V,EVENT,YES,NO,36:13:00,36:13:00,,,,00:36:13,00:36:13
403,2,3,,,L,BEHAVIOR,YES,NO,36:16:00,36:35:00,,,,00:36:16,00:36:35
404,2,3,,,M,EVENT,YES,NO,36:35:00,36:37:00,,,,00:36:35,00:36:37
405,2,3,,,B,EVENT,YES,NO,36:38:00,36:38:00,,,,00:36:38,00:36:38
406,2,3,,,U,MUSIC,YES,YES,36:39:00,37:24:00,,,,00:36:39,00:37:24
407,2,3,,,V,EVENT,YES,YES,36:43:00,36:43:00,,,,00:36:43,00:36:43
408,2,3,,,L,BEHAVIOR,YES,YES,36:46:00,36:48:00,,,,00:36:46,00:36:48
409,2,3,,,B,EVENT,YES,YES,36:48:00,36:49:00,,,,00:36:48,00:36:49
410,2,3,,,B,EVENT,YES,YES,36:54:00,37:03:00,,,,00:36:54,00:37:03
411,2,3,,,B,EVENT,YES,YES,37:06:00,37:09:00,,,,00:37:06,00:37:09
412,2,3,,,V,EVENT,YES,YES,37:15:00,37:15:00,,,,00:37:15,00:37:15
413,2,3,,,M,EVENT,YES,YES,37:17:00,37:18:00,,,,00:37:17,00:37:18
414,2,3,,,L,BEHAVIOR,YES,YES,37:18:00,37:46:00,,,,00:37:18,00:37:46
415,2,3,,,V,EVENT,YES,NO,37:35:00,37:36:00,,,,00:37:35,00:37:36
416,2,3,,,M,EVENT,YES,NO,37:46:00,37:53:00,,,,00:37:46,00:37:53
417,2,3,,,L,BEHAVIOR,YES,NO,37:53:00,40:08:00,,,,00:37:53,00:40:08
418,2,3,,,V,EVENT,YES,NO,38:03:00,38:04:00,,,,00:38:03,00:38:04
419,2,3,,,V,EVENT,YES,NO,38:26:00,38:27:00,,,,00:38:26,00:38:27
420,2,3,,,V,EVENT,YES,NO,39:25:00,39:26:00,,,,00:39:25,00:39:26
421,2,3,,,P,BEHAVIOR,YES,NO,40:08:00,40:16:00,,,,00:40:08,00:40:16
422,2,3,,,L,BEHAVIOR,YES,NO,40:19:00,40:27:00,,,,00:40:19,00:40:27
423,2,3,,,U,MUSIC,YES,YES,40:23:00,40:43:00,,,,00:40:23,00:40:43
424,2,3,,,M,EVENT,YES,YES,40:27:00,40:29:00,,,,00:40:27,00:40:29
425,2,3,,,V,EVENT,YES,YES,40:30:00,40:31:00,,,,00:40:30,00:40:31
426,2,3,,,L,BEHAVIOR,YES,YES,40:34:00,40:55:00,,,,00:40:34,00:40:55
427,2,3,,,P,BEHAVIOR,YES,NO,40:53:00,41:01:00,,,,00:40:53,00:41:01
428,2,3,,,M,EVENT,YES,NO,41:04:00,41:06:00,,,,00:41:04,00:41:06
429,2,3,,,L,BEHAVIOR,YES,NO,41:07:00,41:56:00,,,,00:41:07,00:41:56
430,2,3,,,P,BEHAVIOR,YES,NO,41:08:00,41:44:00,,,,00:41:08,00:41:44
431,2,3,,,P,BEHAVIOR,YES,NO,41:45:00,41:56:00,,,,00:41:45,00:41:56
432,2,3,,,M,EVENT,YES,NO,41:56:00,41:58:00,,,,00:41:56,00:41:58
433,2,3,,,P,BEHAVIOR,YES,NO,42:02:00,42:53:00,,,,00:42:02,00:42:53
434,2,3,,,P,BEHAVIOR,YES,NO,43:03:00,43:20:00,,,,00:43:03,00:43:20
435,2,3,,,FP,BEHAVIOR,YES,NO,43:21:00,43:23:00,,,,00:43:21,00:43:23
436,2,3,,,M,EVENT,YES,NO,43:56:00,43:59:00,,,,00:43:56,00:43:59
437,2,3,,,L,BEHAVIOR,YES,NO,44:00:00,44:11:00,,,,00:44:00,00:44:11
438,2,3,,,M,EVENT,YES,NO,44:12:00,44:15:00,,,,00:44:12,00:44:15
439,2,3,,,L,BEHAVIOR,YES,NO,45:04:00,45:14:00,,,,00:45:04,00:45:14
440,2,3,,,L,BEHAVIOR,YES,NO,45:15:00,45:17:00,,,,00:45:15,00:45:17
441,2,3,,,L,BEHAVIOR,YES,NO,45:20:00,45:39:00,,,,00:45:20,00:45:39
442,2,3,,,M,EVENT,YES,NO,45:40:00,45:47:00,,,,00:45:40,00:45:47
443,2,3,,,L,BEHAVIOR,YES,NO,45:49:00,45:58:00,,,,00:45:49,00:45:58
444,2,3,,,M,EVENT,YES,NO,45:59:00,46:03:00,,,,00:45:59,00:46:03
445,2,3,,,L,BEHAVIOR,YES,NO,46:03:00,46:06:00,,,,00:46:03,00:46:06
446,2,3,,,L,BEHAVIOR,YES,NO,49:04:00,49:22:00,,,,00:49:04,00:49:22
447,2,3,,,M,EVENT,YES,NO,49:22:00,49:28:00,,,,00:49:22,00:49:28
448,2,3,,,M,EVENT,YES,NO,49:30:00,49:32:00,,,,00:49:30,00:49:32
449,2,3,,,L,BEHAVIOR,YES,NO,49:32:00,49:41:00,,,,00:49:32,00:49:41
450,2,3,,,M,EVENT,YES,NO,49:41:00,49:46:00,,,,00:49:41,00:49:46
451,2,3,,,L,BEHAVIOR,YES,NO,49:47:00,50:18:00,,,,00:49:47,00:50:18
452,2,3,,,M,EVENT,YES,NO,50:18:00,50:21:00,,,,00:50:18,00:50:21
453,2,3,,,NB,BEHAVIOR,YES,NO,50:22:00,50:26:00,,,,00:50:22,00:50:26
454,2,3,,,B,EVENT,YES,NO,50:26:00,50:27:00,,,,00:50:26,00:50:27
455,2,3,,,U,MUSIC,YES,YES,50:28:00,51:45:00,,,,00:50:28,00:51:45
456,2,3,,,B,EVENT,YES,YES,50:35:00,50:39:00,,,,00:50:35,00:50:39
457,2,3,,,M,EVENT,YES,YES,50:40:00,50:45:00,,,,00:50:40,00:50:45
458,2,3,,,B,EVENT,YES,YES,50:48:00,50:50:00,,,,00:50:48,00:50:50
459,2,3,,,N,EVENT,YES,YES,50:53:00,50:54:00,,,,00:50:53,00:50:54
460,2,3,,,B,EVENT,YES,YES,50:56:00,51:02:00,,,,00:50:56,00:51:02
461,2,3,,,N,EVENT,YES,YES,51:07:00,51:08:00,,,,00:51:07,00:51:08
462,2,3,,,H,EVENT,YES,YES,51:12:00,51:14:00,,,,00:51:12,00:51:14
463,2,3,,,B,EVENT,YES,YES,51:16:00,51:18:00,,,,00:51:16,00:51:18
464,2,3,,,H,EVENT,YES,YES,51:19:00,51:20:00,,,,00:51:19,00:51:20
465,2,3,,,B,EVENT,YES,YES,51:22:00,51:25:00,,,,00:51:22,00:51:25
466,2,3,,,H,EVENT,YES,YES,51:27:00,51:30:00,,,,00:51:27,00:51:30
467,2,3,,,L,BEHAVIOR,YES,YES,51:32:00,51:38:00,,,,00:51:32,00:51:38
468,2,3,,,M,EVENT,YES,NO,51:56:00,51:58:00,,,,00:51:56,00:51:58
469,2,3,,,L,BEHAVIOR,YES,NO,51:58:00,52:05:00,,,,00:51:58,00:52:05
470,2,3,,,V,EVENT,YES,NO,52:00:00,52:01:00,,,,00:52:00,00:52:01
471,2,3,,,M,EVENT,YES,NO,52:06:00,52:09:00,,,,00:52:06,00:52:09
472,2,3,,,B,EVENT,YES,NO,52:10:00,52:11:00,,,,00:52:10,00:52:11
473,2,3,,,V,EVENT,YES,NO,52:11:00,52:11:00,,,,00:52:11,00:52:11
474,2,3,,,U,MUSIC,YES,YES,52:12:00,53:09:00,,,,00:52:12,00:53:09
475,2,3,,,B,EVENT,YES,YES,52:14:00,52:20:00,,,,00:52:14,00:52:20
476,2,3,,,B,EVENT,YES,YES,52:21:00,52:23:00,,,,00:52:21,00:52:23
477,2,3,,,V,EVENT,YES,YES,52:28:00,52:29:00,,,,00:52:28,00:52:29
478,2,3,,,N,EVENT,YES,YES,52:32:00,52:33:00,,,,00:52:32,00:52:33
479,2,3,,,M,EVENT,YES,YES,52:34:00,52:36:00,,,,00:52:34,00:52:36
480,2,3,,,V,EVENT,YES,YES,52:35:00,52:36:00,,,,00:52:35,00:52:36
481,2,3,,,B,EVENT,YES,YES,52:36:00,52:37:00,,,,00:52:36,00:52:37
482,2,3,,,L,BEHAVIOR,YES,YES,52:47:00,52:49:00,,,,00:52:47,00:52:49
483,2,3,,,N,EVENT,YES,YES,52:49:00,52:50:00,,,,00:52:49,00:52:50
484,2,3,,,V,EVENT,YES,YES,52:54:00,52:55:00,,,,00:52:54,00:52:55
485,2,3,,,L,BEHAVIOR,YES,YES,52:55:00,53:12:00,,,,00:52:55,00:53:12
486,2,3,,,V,EVENT,YES,YES,53:00:00,53:01:00,,,,00:53:00,00:53:01
487,2,3,,,V,EVENT,YES,NO,53:11:00,53:11:00,,,,00:53:11,00:53:11
488,2,3,,,M,EVENT,YES,NO,53:13:00,53:19:00,,,,00:53:13,00:53:19
489,2,3,,,L,BEHAVIOR,YES,NO,53:19:00,54:39:00,,,,00:53:19,00:54:39
490,2,3,,,V,EVENT,YES,NO,53:24:00,53:24:00,,,,00:53:24,00:53:24
491,2,3,,,V,EVENT,YES,NO,53:58:00,53:59:00,,,,00:53:58,00:53:59
492,2,3,,,V,EVENT,YES,NO,54:35:00,54:36:00,,,,00:54:35,00:54:36
493,2,3,,,V,EVENT,YES,NO,54:49:00,54:50:00,,,,00:54:49,00:54:50
494,2,3,,,L,BEHAVIOR,YES,NO,54:59:00,57:12:00,,,,00:54:59,00:57:12
495,2,3,,,V,EVENT,YES,NO,55:06:00,55:07:00,,,,00:55:06,00:55:07
496,2,3,,,V,EVENT,YES,NO,55:20:00,55:21:00,,,,00:55:20,00:55:21
497,2,3,,,M,EVENT,YES,NO,57:12:00,57:19:00,,,,00:57:12,00:57:19
498,2,3,,,L,BEHAVIOR,YES,NO,57:20:00,57:52:00,,,,00:57:20,00:57:52
499,2,3,,,L,BEHAVIOR,YES,NO,57:53:00,59:50:00,,,,00:57:53,00:59:50
500,2,3,,,P,BEHAVIOR,YES,NO,61:08:00,61:18:00,,,,00:61:08,00:61:18
501,2,3,,,L,BEHAVIOR,YES,NO,61:29:00,62:27:00,,,,00:61:29,00:62:27
502,2,3,,,V,EVENT,YES,NO,62:43:00,62:44:00,,,,00:62:43,00:62:44
503,2,3,,,V,EVENT,YES,NO,63:14:00,63:15:00,,,,00:63:14,00:63:15
504,2,3,,,M,EVENT,YES,NO,63:18:00,63:20:00,,,,00:63:18,00:63:20
505,2,3,,,P,BEHAVIOR,YES,NO,63:20:00,63:59:00,,,,00:63:20,00:63:59
506,2,3,,,P,BEHAVIOR,YES,NO,64:01:00,64:36:00,,,,00:64:01,00:64:36
507,2,3,,,L,BEHAVIOR,YES,NO,64:36:00,64:43:00,,,,00:64:36,00:64:43
508,2,3,,,V,EVENT,YES,NO,64:43:00,64:44:00,,,,00:64:43,00:64:44
509,2,3,,,U,MUSIC,YES,YES,64:46:00,65:08:00,,,,00:64:46,00:65:08
510,2,3,,,L,BEHAVIOR,YES,YES,64:47:00,65:08:00,,,,00:64:47,00:65:08
511,2,3,,,M,EVENT,YES,YES,65:08:00,65:11:00,,,,00:65:08,00:65:11
512,2,3,,,L,BEHAVIOR,YES,NO,65:15:00,65:40:00,,,,00:65:15,00:65:40
513,2,3,,,L,BEHAVIOR,YES,NO,65:43:00,67:35:00,,,,00:65:43,00:67:35
514,2,3,,,V,EVENT,YES,NO,67:27:00,67:28:00,,,,00:67:27,00:67:28
515,2,3,,,M,EVENT,YES,NO,67:35:00,67:40:00,,,,00:67:35,00:67:40
516,2,3,,,P,BEHAVIOR,YES,NO,67:41:00,68:07:00,,,,00:67:41,00:68:07
517,2,3,,,L,BEHAVIOR,YES,NO,67:43:00,68:20:00,,,,00:67:43,00:68:20
518,2,3,,,P,BEHAVIOR,YES,NO,68:08:00,68:22:00,,,,00:68:08,00:68:22
519,2,3,,,L,BEHAVIOR,YES,NO,68:25:00,68:51:00,,,,00:68:25,00:68:51
520,2,3,,,L,BEHAVIOR,YES,NO,68:52:00,69:11:00,,,,00:68:52,00:69:11
521,2,3,,,V,EVENT,YES,NO,69:03:00,69:04:00,,,,00:69:03,00:69:04
522,2,3,,,L,BEHAVIOR,YES,NO,69:12:00,69:13:00,,,,00:69:12,00:69:13
523,2,3,,,U,MUSIC,YES,YES,69:14:00,69:50:00,,,,00:69:14,00:69:50
524,2,3,,,V,EVENT,YES,YES,69:14:00,69:15:00,,,,00:69:14,00:69:15
525,2,3,,,M,EVENT,YES,YES,69:14:00,69:16:00,,,,00:69:14,00:69:16
526,2,3,,,L,BEHAVIOR,YES,YES,69:23:00,69:30:00,,,,00:69:23,00:69:30
527,2,3,,,V,EVENT,YES,YES,69:32:00,69:32:00,,,,00:69:32,00:69:32
528,2,3,,,V,EVENT,YES,YES,69:37:00,69:37:00,,,,00:69:37,00:69:37
529,2,3,,,V,EVENT,YES,NO,70:00:00,70:01:00,,,,00:70:00,00:70:01
530,2,3,,,V,EVENT,YES,NO,70:20:00,70:21:00,,,,00:70:20,00:70:21
531,2,3,,,M,EVENT,YES,NO,70:24:00,70:30:00,,,,00:70:24,00:70:30
532,2,3,,,M,EVENT,YES,NO,70:37:00,70:39:00,,,,00:70:37,00:70:39
533,3,2,,0:39:08,V,EVENT,YES,NO,0:00:14,0:00:14,,,,00:00:14,00:00:14
534,3,2,,,P,BEHAVIOR,YES,NO,0:00:25,0:00:37,,,,00:00:25,00:00:37
535,3,2,,,L,BEHAVIOR,YES,NO,0:00:38,0:00:56,,,Shifiting feet,00:00:38,00:00:56
536,3,2,,,V,EVENT,YES,NO,0:00:39,0:00:45,,,,00:00:39,00:00:45
537,3,2,,,V,EVENT,YES,NO,0:00:46,0:00:46,,,,00:00:46,00:00:46
538,3,2,,,V,EVENT,YES,NO,0:00:58,0:00:58,,,,00:00:58,00:00:58
539,3,2,,,L,BEHAVIOR,YES,NO,0:01:01,0:02:17,,,,00:01:01,00:02:17
540,3,2,,,U,MUSIC,YES,YES,0:02:03,0:02:18,,,Get Lucky,00:02:03,00:02:18
541,3,2,,,P,BEHAVIOR,YES,YES,0:02:17,0:02:18,,,,00:02:17,00:02:18
542,3,2,,,L,BEHAVIOR,YES,NO,0:02:18,0:02:27,,,,00:02:18,00:02:27
543,3,2,,,P,BEHAVIOR,YES,NO,0:02:28,0:02:31,,,,00:02:28,00:02:31
544,3,2,,,V,EVENT,YES,NO,0:03:11,0:03:11,,,,00:03:11,00:03:11
545,3,2,,,L,BEHAVIOR,YES,NO,0:03:20,0:03:21,,,,00:03:20,00:03:21
546,3,2,,,P,BEHAVIOR,YES,NO,0:03:27,0:05:16,,,,00:03:27,00:05:16
547,3,2,,,U,MUSIC,YES,YES,0:03:40,0:04:02,,,BILLY JEAN,00:03:40,00:04:02
548,3,2,,,V,EVENT,YES,YES,0:03:55,0:03:55,,,,00:03:55,00:03:55
549,3,2,,,L,BEHAVIOR,YES,NO,0:04:32,0:04:38,,,,00:04:32,00:04:38
550,3,2,,,L,BEHAVIOR,YES,NO,0:04:43,0:05:46,,,,00:04:43,00:05:46
551,3,2,,,V,EVENT,YES,NO,0:04:45,0:04:45,,,,00:04:45,00:04:45
552,3,2,,,S,BEHAVIOR,YES,NO,0:05:17,0:05:40,,,,00:05:17,00:05:40
553,3,2,,,B,EVENT,YES,NO,0:05:41,0:05:43,,,"6 bobs, music starts in response",00:05:41,00:05:43
554,3,2,,,U,,YES,YES,0:05:42,0:06:01,,,,00:05:42,00:06:01
555,3,2,,,P,BEHAVIOR,YES,YES,0:05:54,0:06:06,,,,00:05:54,00:06:06
556,3,2,,,L,BEHAVIOR,YES,NO,0:06:06,0:06:07,,,,00:06:06,00:06:07
557,3,2,,,B,EVENT,YES,NO,0:06:06,0:06:08,,,"5--> 2 soft ones, 3 big, seems like he wants music",00:06:06,00:06:08
558,3,2,,,U,MUSIC,YES,YES,0:06:08,0:06:26,,,,00:06:08,00:06:26
559,3,2,,,L,BEHAVIOR,YES,YES,0:06:09,0:06:41,,,,00:06:09,00:06:41
560,3,2,,,P,BEHAVIOR,YES,YES,0:06:18,0:06:39,,,,00:06:18,00:06:39
561,3,2,,,L,BEHAVIOR,YES,NO,0:06:43,0:06:50,,,,00:06:43,00:06:50
562,3,2,,,P,BEHAVIOR,YES,NO,0:06:44,0:06:50,,,,00:06:44,00:06:50
563,3,2,,,B,EVENT,YES,NO,0:06:51,0:06:52,,,,00:06:51,00:06:52
564,3,2,,,V,EVENT,YES,NO,0:06:51,0:06:52,,,,00:06:51,00:06:52
