Day,Session,Date/Time Start,Duration of Video,Activity,Event or behavior?,Visitors?,Music?,Time Start,Time End,Exact Date/Time Start,Exact Date/Time End,Unnamed: 12,Start,End
2,3,,,M,EVENT,YES,NO,13:31,13:37,,,,0:13:31,0:13:37
2,3,,,NB,BEHAVIOR,YES,NO,13:40,13:43,,,,0:13:40,0:13:43
2,3,,,M,EVENT,YES,NO,13:44,13:48,,,,0:13:44,0:13:48
2,3,,,B,EVENT,YES,NO,13:49,13:49,,,,0:13:49,0:13:49
2,3,,,U,MUSIC,YES,YES,13:51,14:23,,,,0:13:51,0:14:23
2,3,,,H,EVENT,YES,YES,13:51,13:52,,,,0:13:51,0:13:52
2,3,,,H,EVENT,YES,YES,13:53,13:58,,,,0:13:53,0:13:58
2,3,,,B,EVENT,YES,YES,14:07,14:08,,,,0:14:07,0:14:08
2,3,,,N,EVENT,YES,YES,14:11,14:12,,,,0:14:11,0:14:12
2,3,,,V,EVENT,YES,NO,15:43,15:44,,,,0:15:43,0:15:44
2,3,,,M,EVENT,YES,NO,16:44,16:50,,,,0:16:44,0:16:50
2,3,,,L,BEHAVIOR,YES,NO,16:52,16:54,,,,0:16:52,0:16:54
2,3,,,L,BEHAVIOR,YES,NO,16:54,17:14,,,,0:16:54,0:17:14
2,3,,,FP,BEHAVIOR,YES,NO,16:55,16:57,,,,0:16:55,0:16:57
2,3,,,V,EVENT,YES,NO,17:15,17:16,,,,0:17:15,0:17:16
2,3,,,L,BEHAVIOR,YES,NO,17:16,19:39,,,,0:17:16,0:19:39
2,3,,,U,MUSIC,YES,YES,19:00,19:20,,,,0:19:00,0:19:20
2,3,,,V,EVENT,YES,YES,19:05,19:05,,,,0:19:05,0:19:05
2,3,,,V,EVENT,YES,YES,19:18,19:19,,,,0:19:18,0:19:19
2,3,,,V,EVENT,YES,NO,19:28,19:29,,,,0:19:28,0:19:29
2,3,,,M,EVENT,YES,NO,19:39,19:44,,,,0:19:39,0:19:44
2,3,,,L,BEHAVIOR,YES,NO,19:46,19:57,,,,0:19:46,0:19:57
2,3,,,V,EVENT,YES,NO,20:03,20:04,,,,0:20:03,0:20:04
2,3,,,V,EVENT,YES,NO,20:20,20:20,,,,0:20:20,0:20:20
2,3,,,V,EVENT,YES,NO,20:38,20:38,,,,0:20:38,0:20:38
2,3,,,V,EVENT,YES,NO,20:50,20:51,,,,0:20:50,0:20:51
2,3,,,M,EVENT,YES,NO,21:06,21:11,,,,0:21:06,0:21:11
2,3,,,M,EVENT,YES,NO,21:12,21:15,,,,0:21:12,0:21:15
2,3,,,L,BEHAVIOR,YES,NO,21:17,21:26,,,,0:21:17,0:21:26
2,3,,,FP,BEHAVIOR,YES,NO,21:27,21:28,,,,0:21:27,0:21:28
2,3,,,P,BEHAVIOR,YES,NO,21:30,21:35,,,,0:21:30,0:21:35
2,3,,,L,BEHAVIOR,YES,NO,21:36,21:50,,,,0:21:36,0:21:50
2,3,,,L,BEHAVIOR,YES,NO,21:52,22:50,,,,0:21:52,0:22:50
2,3,,,L,BEHAVIOR,YES,NO,22:52,24:01:00,,,,0:22:52,0:24:01
2,3,,,P,BEHAVIOR,YES,NO,24:01:00,24:04:00,,,,0:24:01,0:24:04
2,3,,,L,BEHAVIOR,YES,NO,24:05:00,24:07:00,,,,0:24:05,0:24:07
2,3,,,P,BEHAVIOR,YES,NO,24:07:00,24:11:00,,,,0:24:07,0:24:11
2,3,,,L,BEHAVIOR,YES,NO,24:11:00,24:14:00,,,,0:24:11,0:24:14
2,3,,,V,EVENT,YES,NO,24:17:00,24:17:00,,,,0:24:17,0:24:17
2,3,,,L,BEHAVIOR,YES,NO,24:17:00,25:01:00,,,,0:24:17,0:25:01
2,3,,,L,BEHAVIOR,YES,NO,25:24:00,26:26:00,,,,0:25:24,0:26:26
2,3,,,L,BEHAVIOR,YES,NO,26:27:00,26:56:00,,,,0:26:27,0:26:56
2,3,,,M,EVENT,YES,NO,26:57:00,27:02:00,,,,0:26:57,0:27:02
2,3,,,L,BEHAVIOR,YES,NO,27:04:00,27:10:00,,,,0:27:04,0:27:10
2,3,,,M,EVENT,YES,NO,27:10:00,27:14:00,,,,0:27:10,0:27:14
2,3,,,L,BEHAVIOR,YES,NO,27:14:00,27:33:00,,,,0:27:14,0:27:33
2,3,,,M,EVENT,YES,NO,27:33:00,27:35:00,,,,0:27:33,0:27:35
2,3,,,L,BEHAVIOR,YES,NO,27:36:00,27:49:00,,,,0:27:36,0:27:49
2,3,,,H,EVENT,YES,NO,27:49:00,27:51:00,,,,0:27:49,0:27:51
2,3,,,M,EVENT,YES,NO,27:51:00,27:54:00,,,,0:27:51,0:27:54
2,3,,,U,MUSIC,YES,YES,27:52:00,28:08:00,,,,0:27:52,0:28:08
2,3,,,H,EVENT,YES,YES,27:55:00,27:59:00,,,,0:27:55,0:27:59
2,3,,,M,EVENT,YES,NO,28:10:00,28:21:00,,,,0:28:10,0:28:21
2,3,,,M,EVENT,YES,NO,28:32:00,28:35:00,,,,0:28:32,0:28:35
2,3,,,L,BEHAVIOR,YES,NO,28:36:00,28:44:00,,,,0:28:36,0:28:44
2,3,,,H,EVENT,YES,NO,28:44:00,28:45:00,,,,0:28:44,0:28:45
2,3,,,U,MUSIC,YES,YES,28:47:00,29:02:00,,,,0:28:47,0:29:02
2,3,,,V,EVENT,YES,YES,28:50:00,28:51:00,,,,0:28:50,0:28:51
2,3,,,M,EVENT,YES,NO,29:06:00,29:11:00,,,,0:29:06,0:29:11
2,3,,,V,EVENT,YES,NO,29:13:00,29:14:00,,,,0:29:13,0:29:14
2,3,,,U,MUSIC,YES,YES,29:15:00,29:28:00,,,,0:29:15,0:29:28
2,3,,,H,EVENT,YES,YES,29:16:00,29:17:00,,,,0:29:16,0:29:17
2,3,,,L,BEHAVIOR,YES,YES,29:17:00,29:35:00,,,,0:29:17,0:29:35
2,3,,,L,BEHAVIOR,YES,NO,29:36:00,29:51:00,,,,0:29:36,0:29:51
2,3,,,M,EVENT,YES,NO,29:52:00,29:55:00,,,,0:29:52,0:29:55
2,3,,,L,BEHAVIOR,YES,NO,29:55:00,30:53:00,,,,0:29:55,0:30:53
2,3,,,V,EVENT,YES,NO,30:04:00,30:04:00,,,,0:30:04,0:30:04
2,3,,,V,EVENT,YES,NO,30:19:00,30:20:00,,,,0:30:19,0:30:20
2,3,,,V,EVENT,YES,NO,30:35:00,30:36:00,,,,0:30:35,0:30:36
2,3,,,V,EVENT,YES,NO,30:53:00,30:54:00,,,,0:30:53,0:30:54
2,3,,,U,MUSIC,YES,YES,30:55:00,31:24:00,,,,0:30:55,0:31:24
2,3,,,P,BEHAVIOR,YES,YES,30:56:00,31:02:00,,,,0:30:56,0:31:02
2,3,,,H,EVENT,YES,YES,31:03:00,31:04:00,,,,0:31:03,0:31:04
2,3,,,L,BEHAVIOR,YES,YES,31:09:00,33:03:00,,,,0:31:09,0:33:03
2,3,,,V,EVENT,YES,NO,31:42:00,31:43:00,,,,0:31:42,0:31:43
2,3,,,V,EVENT,YES,NO,32:43:00,32:43:00,,,,0:32:43,0:32:43
2,3,,,V,EVENT,YES,NO,33:04:00,33:04:00,,,,0:33:04,0:33:04
2,3,,,U,MUSIC,YES,YES,33:05:00,33:14:00,,,,0:33:05,0:33:14
2,3,,,L,BEHAVIOR,YES,NO,33:05:00,34:42:00,,,,0:33:05,0:34:42
2,3,,,V,EVENT,YES,NO,33:16:00,33:16:00,,,,0:33:16,0:33:16
2,3,,,V,EVENT,YES,NO,33:31:00,33:32:00,,,,0:33:31,0:33:32
2,3,,,V,EVENT,YES,NO,33:46:00,33:46:00,,,,0:33:46,0:33:46
2,3,,,V,EVENT,YES,NO,33:59:00,33:60,,,,0:33:59,0.023611111
2,3,,,V,EVENT,YES,NO,34:32:00,34:33:00,,,,0:34:32,0:34:33
2,3,,,M,EVENT,YES,NO,34:43:00,34:44:00,,,,0:34:43,0:34:44
2,3,,,L,BEHAVIOR,YES,NO,34:44:00,34:56:00,,,,0:34:44,0:34:56
2,3,,,V,EVENT,YES,NO,35:05:00,35:06:00,,,,0:35:05,0:35:06
2,3,,,L,BEHAVIOR,YES,NO,35:06:00,35:15:00,,,,0:35:06,0:35:15
2,3,,,U,MUSIC,YES,YES,35:16:00,35:35:00,,,,0:35:16,0:35:35
2,3,,,V,EVENT,YES,NO,35:16:00,35:16:00,,,,0:35:16,0:35:16
2,3,,,L,BEHAVIOR,YES,YES,35:18:00,36:15:00,,,,0:35:18,0:36:15
2,3,,,V,EVENT,YES,NO,36:13:00,36:13:00,,,,0:36:13,0:36:13
2,3,,,L,BEHAVIOR,YES,NO,36:16:00,36:35:00,,,,0:36:16,0:36:35
2,3,,,M,EVENT,YES,NO,36:35:00,36:37:00,,,,0:36:35,0:36:37
2,3,,,B,EVENT,YES,NO,36:38:00,36:38:00,,,,0:36:38,0:36:38
2,3,,,U,MUSIC,YES,YES,36:39:00,37:24:00,,,,0:36:39,0:37:24
2,3,,,V,EVENT,YES,YES,36:43:00,36:43:00,,,,0:36:43,0:36:43
2,3,,,L,BEHAVIOR,YES,YES,36:46:00,36:48:00,,,,0:36:46,0:36:48
2,3,,,B,EVENT,YES,YES,36:48:00,36:49:00,,,,0:36:48,0:36:49
2,3,,,B,EVENT,YES,YES,36:54:00,37:03:00,,,,0:36:54,0:37:03
2,3,,,B,EVENT,YES,YES,37:06:00,37:09:00,,,,0:37:06,0:37:09
2,3,,,V,EVENT,YES,YES,37:15:00,37:15:00,,,,0:37:15,0:37:15
2,3,,,M,EVENT,YES,YES,37:17:00,37:18:00,,,,0:37:17,0:37:18
2,3,,,L,BEHAVIOR,YES,YES,37:18:00,37:46:00,,,,0:37:18,0:37:46
2,3,,,V,EVENT,YES,NO,37:35:00,37:36:00,,,,0:37:35,0:37:36
2,3,,,M,EVENT,YES,NO,37:46:00,37:53:00,,,,0:37:46,0:37:53
2,3,,,L,BEHAVIOR,YES,NO,37:53:00,40:08:00,,,,0:37:53,0:40:08
2,3,,,V,EVENT,YES,NO,38:03:00,38:04:00,,,,0:38:03,0:38:04
2,3,,,V,EVENT,YES,NO,38:26:00,38:27:00,,,,0:38:26,0:38:27
2,3,,,V,EVENT,YES,NO,39:25:00,39:26:00,,,,0:39:25,0:39:26
2,3,,,P,BEHAVIOR,YES,NO,40:08:00,40:16:00,,,,0:40:08,0:40:16
2,3,,,L,BEHAVIOR,YES,NO,40:19:00,40:27:00,,,,0:40:19,0:40:27
2,3,,,U,MUSIC,YES,YES,40:23:00,40:43:00,,,,0:40:23,0:40:43
2,3,,,M,EVENT,YES,YES,40:27:00,40:29:00,,,,0:40:27,0:40:29
2,3,,,V,EVENT,YES,YES,40:30:00,40:31:00,,,,0:40:30,0:40:31
2,3,,,L,BEHAVIOR,YES,YES,40:34:00,40:55:00,,,,0:40:34,0:40:55
2,3,,,P,BEHAVIOR,YES,NO,40:53:00,41:01:00,,,,0:40:53,0:41:01
2,3,,,M,EVENT,YES,NO,41:04:00,41:06:00,,,,0:41:04,0:41:06
2,3,,,L,BEHAVIOR,YES,NO,41:07:00,41:56:00,,,,0:41:07,0:41:56
2,3,,,P,BEHAVIOR,YES,NO,41:08:00,41:44:00,,,,0:41:08,0:41:44
2,3,,,P,BEHAVIOR,YES,NO,41:45:00,41:56:00,,,,0:41:45,0:41:56
2,3,,,M,EVENT,YES,NO,41:56:00,41:58:00,,,,0:41:56,0:41:58
2,3,,,P,BEHAVIOR,YES,NO,42:02:00,42:53:00,,,,0:42:02,0:42:53
2,3,,,P,BEHAVIOR,YES,NO,43:03:00,43:20:00,,,,0:43:03,0:43:20
2,3,,,FP,BEHAVIOR,YES,NO,43:21:00,43:23:00,,,,0:43:21,0:43:23
2,3,,,M,EVENT,YES,NO,43:56:00,43:59:00,,,,0:43:56,0:43:59
2,3,,,L,BEHAVIOR,YES,NO,44:00:00,44:11:00,,,,0:44:00,0:44:11
2,3,,,M,EVENT,YES,NO,44:12:00,44:15:00,,,,0:44:12,0:44:15
2,3,,,L,BEHAVIOR,YES,NO,45:04:00,45:14:00,,,,0:45:04,0:45:14
2,3,,,L,BEHAVIOR,YES,NO,45:15:00,45:17:00,,,,0:45:15,0:45:17
2,3,,,L,BEHAVIOR,YES,NO,45:20:00,45:39:00,,,,0:45:20,0:45:39
2,3,,,M,EVENT,YES,NO,45:40:00,45:47:00,,,,0:45:40,0:45:47
2,3,,,L,BEHAVIOR,YES,NO,45:49:00,45:58:00,,,,0:45:49,0:45:58
2,3,,,M,EVENT,YES,NO,45:59:00,46:03:00,,,,0:45:59,0:46:03
2,3,,,L,BEHAVIOR,YES,NO,46:03:00,46:06:00,,,,0:46:03,0:46:06
2,3,,,L,BEHAVIOR,YES,NO,49:04:00,49:22:00,,,,0:49:04,0:49:22
2,3,,,M,EVENT,YES,NO,49:22:00,49:28:00,,,,0:49:22,0:49:28
2,3,,,M,EVENT,YES,NO,49:30:00,49:32:00,,,,0:49:30,0:49:32
2,3,,,L,BEHAVIOR,YES,NO,49:32:00,49:41:00,,,,0:49:32,0:49:41
2,3,,,M,EVENT,YES,NO,49:41:00,49:46:00,,,,0:49:41,0:49:46
2,3,,,L,BEHAVIOR,YES,NO,49:47:00,50:18:00,,,,0:49:47,0:50:18
2,3,,,M,EVENT,YES,NO,50:18:00,50:21:00,,,,0:50:18,0:50:21
2,3,,,NB,BEHAVIOR,YES,NO,50:22:00,50:26:00,,,,0:50:22,0:50:26
2,3,,,B,EVENT,YES,NO,50:26:00,50:27:00,,,,0:50:26,0:50:27
2,3,,,U,MUSIC,YES,YES,50:28:00,51:45:00,,,,0:50:28,0:51:45
2,3,,,B,EVENT,YES,YES,50:35:00,50:39:00,,,,0:50:35,0:50:39
2,3,,,M,EVENT,YES,YES,50:40:00,50:45:00,,,,0:50:40,0:50:45
2,3,,,B,EVENT,YES,YES,50:48:00,50:50:00,,,,0:50:48,0:50:50
2,3,,,N,EVENT,YES,YES,50:53:00,50:54:00,,,,0:50:53,0:50:54
2,3,,,B,EVENT,YES,YES,50:56:00,51:02:00,,,,0:50:56,0:51:02
2,3,,,N,EVENT,YES,YES,51:07:00,51:08:00,,,,0:51:07,0:51:08
2,3,,,H,EVENT,YES,YES,51:12:00,51:14:00,,,,0:51:12,0:51:14
2,3,,,B,EVENT,YES,YES,51:16:00,51:18:00,,,,0:51:16,0:51:18
2,3,,,H,EVENT,YES,YES,51:19:00,51:20:00,,,,0:51:19,0:51:20
2,3,,,B,EVENT,YES,YES,51:22:00,51:25:00,,,,0:51:22,0:51:25
2,3,,,H,EVENT,YES,YES,51:27:00,51:30:00,,,,0:51:27,0:51:30
2,3,,,L,BEHAVIOR,YES,YES,51:32:00,51:38:00,,,,0:51:32,0:51:38
2,3,,,M,EVENT,YES,NO,51:56:00,51:58:00,,,,0:51:56,0:51:58
2,3,,,L,BEHAVIOR,YES,NO,51:58:00,52:05:00,,,,0:51:58,0:52:05
2,3,,,V,EVENT,YES,NO,52:00:00,52:01:00,,,,0:52:00,0:52:01
2,3,,,M,EVENT,YES,NO,52:06:00,52:09:00,,,,0:52:06,0:52:09
2,3,,,B,EVENT,YES,NO,52:10:00,52:11:00,,,,0:52:10,0:52:11
2,3,,,V,EVENT,YES,NO,52:11:00,52:11:00,,,,0:52:11,0:52:11
2,3,,,U,MUSIC,YES,YES,52:12:00,53:09:00,,,,0:52:12,0:53:09
2,3,,,B,EVENT,YES,YES,52:14:00,52:20:00,,,,0:52:14,0:52:20
2,3,,,B,EVENT,YES,YES,52:21:00,52:23:00,,,,0:52:21,0:52:23
2,3,,,V,EVENT,YES,YES,52:28:00,52:29:00,,,,0:52:28,0:52:29
2,3,,,N,EVENT,YES,YES,52:32:00,52:33:00,,,,0:52:32,0:52:33
2,3,,,M,EVENT,YES,YES,52:34:00,52:36:00,,,,0:52:34,0:52:36
2,3,,,V,EVENT,YES,YES,52:35:00,52:36:00,,,,0:52:35,0:52:36
2,3,,,B,EVENT,YES,YES,52:36:00,52:37:00,,,,0:52:36,0:52:37
2,3,,,L,BEHAVIOR,YES,YES,52:47:00,52:49:00,,,,0:52:47,0:52:49
2,3,,,N,EVENT,YES,YES,52:49:00,52:50:00,,,,0:52:49,0:52:50
2,3,,,V,EVENT,YES,YES,52:54:00,52:55:00,,,,0:52:54,0:52:55
2,3,,,L,BEHAVIOR,YES,YES,52:55:00,53:12:00,,,,0:52:55,0:53:12
2,3,,,V,EVENT,YES,YES,53:00:00,53:01:00,,,,0:53:00,0:53:01
2,3,,,V,EVENT,YES,NO,53:11:00,53:11:00,,,,0:53:11,0:53:11
2,3,,,M,EVENT,YES,NO,53:13:00,53:19:00,,,,0:53:13,0:53:19
2,3,,,L,BEHAVIOR,YES,NO,53:19:00,54:39:00,,,,0:53:19,0:54:39
2,3,,,V,EVENT,YES,NO,53:24:00,53:24:00,,,,0:53:24,0:53:24
2,3,,,V,EVENT,YES,NO,53:58:00,53:59:00,,,,0:53:58,0:53:59
2,3,,,V,EVENT,YES,NO,54:35:00,54:36:00,,,,0:54:35,0:54:36
2,3,,,V,EVENT,YES,NO,54:49:00,54:50:00,,,,0:54:49,0:54:50
2,3,,,L,BEHAVIOR,YES,NO,54:59:00,57:12:00,,,,0:54:59,0:57:12
2,3,,,V,EVENT,YES,NO,55:06:00,55:07:00,,,,0:55:06,0:55:07
2,3,,,V,EVENT,YES,NO,55:20:00,55:21:00,,,,0:55:20,0:55:21
2,3,,,M,EVENT,YES,NO,57:12:00,57:19:00,,,,0:57:12,0:57:19
2,3,,,L,BEHAVIOR,YES,NO,57:20:00,57:52:00,,,,0:57:20,0:57:52
2,3,,,L,BEHAVIOR,YES,NO,57:53:00,59:50:00,,,,0:57:53,0:59:50
2,3,,,P,BEHAVIOR,YES,NO,61:08:00,61:18:00,,,,1:01:08,1:01:18
2,3,,,L,BEHAVIOR,YES,NO,61:29:00,62:27:00,,,,1:01:29,1:02:27
2,3,,,V,EVENT,YES,NO,62:43:00,62:44:00,,,,1:02:43,1:02:44
2,3,,,V,EVENT,YES,NO,63:14:00,63:15:00,,,,1:03:14,1:03:15
2,3,,,M,EVENT,YES,NO,63:18:00,63:20:00,,,,1:03:18,1:03:20
2,3,,,P,BEHAVIOR,YES,NO,63:20:00,63:59:00,,,,1:03:20,1:03:59
2,3,,,P,BEHAVIOR,YES,NO,64:01:00,64:36:00,,,,1:04:01,1:04:36
2,3,,,L,BEHAVIOR,YES,NO,64:36:00,64:43:00,,,,1:04:36,1:04:43
2,3,,,V,EVENT,YES,NO,64:43:00,64:44:00,,,,1:04:43,1:04:44
2,3,,,U,MUSIC,YES,YES,64:46:00,65:08:00,,,,1:04:46,1:05:08
2,3,,,L,BEHAVIOR,YES,YES,64:47:00,65:08:00,,,,1:04:47,1:05:08
2,3,,,M,EVENT,YES,YES,65:08:00,65:11:00,,,,1:05:08,1:05:11
2,3,,,L,BEHAVIOR,YES,NO,65:15:00,65:40:00,,,,1:05:15,1:05:40
2,3,,,L,BEHAVIOR,YES,NO,65:43:00,67:35:00,,,,1:05:43,1:07:35
2,3,,,V,EVENT,YES,NO,67:27:00,67:28:00,,,,1:07:27,1:07:28
2,3,,,M,EVENT,YES,NO,67:35:00,67:40:00,,,,1:07:35,1:07:40
2,3,,,P,BEHAVIOR,YES,NO,67:41:00,68:07:00,,,,1:07:41,1:08:07
2,3,,,L,BEHAVIOR,YES,NO,67:43:00,68:20:00,,,,1:07:43,1:08:20
2,3,,,P,BEHAVIOR,YES,NO,68:08:00,68:22:00,,,,1:08:08,1:08:22
2,3,,,L,BEHAVIOR,YES,NO,68:25:00,68:51:00,,,,1:08:25,1:08:51
2,3,,,L,BEHAVIOR,YES,NO,68:52:00,69:11:00,,,,1:08:52,1:09:11
2,3,,,V,EVENT,YES,NO,69:03:00,69:04:00,,,,1:09:03,1:09:04
2,3,,,L,BEHAVIOR,YES,NO,69:12:00,69:13:00,,,,1:09:12,1:09:13
2,3,,,U,MUSIC,YES,YES,69:14:00,69:50:00,,,,1:09:14,1:09:50
2,3,,,V,EVENT,YES,YES,69:14:00,69:15:00,,,,1:09:14,1:09:15
2,3,,,M,EVENT,YES,YES,69:14:00,69:16:00,,,,1:09:14,1:09:16
2,3,,,L,BEHAVIOR,YES,YES,69:23:00,69:30:00,,,,1:09:23,1:09:30
2,3,,,V,EVENT,YES,YES,69:32:00,69:32:00,,,,1:09:32,1:09:32
2,3,,,V,EVENT,YES,YES,69:37:00,69:37:00,,,,1:09:37,1:09:37
2,3,,,V,EVENT,YES,NO,70:00:00,70:01:00,,,,1:10:00,1:10:01
2,3,,,V,EVENT,YES,NO,70:20:00,70:21:00,,,,1:10:20,1:10:21
2,3,,,M,EVENT,YES,NO,70:24:00,70:30:00,,,,1:10:24,1:10:30
2,3,,,M,EVENT,YES,NO,70:37:00,70:39:00,,,,1:10:37,1:10:39
3,2,,0:39:08,V,EVENT,YES,NO,0:00:14,0:00:14,,,,0:00:14,0:00:14
3,2,,,P,BEHAVIOR,YES,NO,0:00:25,0:00:37,,,,0:00:25,0:00:37
3,2,,,L,BEHAVIOR,YES,NO,0:00:38,0:00:56,,,Shifiting feet,0:00:38,0:00:56
3,2,,,V,EVENT,YES,NO,0:00:39,0:00:45,,,,0:00:39,0:00:45
3,2,,,V,EVENT,YES,NO,0:00:46,0:00:46,,,,0:00:46,0:00:46
3,2,,,V,EVENT,YES,NO,0:00:58,0:00:58,,,,0:00:58,0:00:58
3,2,,,L,BEHAVIOR,YES,NO,0:01:01,0:02:17,,,,0:01:01,0:02:17
3,2,,,U,MUSIC,YES,YES,0:02:03,0:02:18,,,Get Lucky,0:02:03,0:02:18
3,2,,,P,BEHAVIOR,YES,YES,0:02:17,0:02:18,,,,0:02:17,0:02:18
3,2,,,L,BEHAVIOR,YES,NO,0:02:18,0:02:27,,,,0:02:18,0:02:27
3,2,,,P,BEHAVIOR,YES,NO,0:02:28,0:02:31,,,,0:02:28,0:02:31
3,2,,,V,EVENT,YES,NO,0:03:11,0:03:11,,,,0:03:11,0:03:11
3,2,,,L,BEHAVIOR,YES,NO,0:03:20,0:03:21,,,,0:03:20,0:03:21
3,2,,,P,BEHAVIOR,YES,NO,0:03:27,0:05:16,,,,0:03:27,0:05:16
3,2,,,U,MUSIC,YES,YES,0:03:40,0:04:02,,,BILLY JEAN,0:03:40,0:04:02
3,2,,,V,EVENT,YES,YES,0:03:55,0:03:55,,,,0:03:55,0:03:55
3,2,,,L,BEHAVIOR,YES,NO,0:04:32,0:04:38,,,,0:04:32,0:04:38
3,2,,,L,BEHAVIOR,YES,NO,0:04:43,0:05:46,,,,0:04:43,0:05:46
3,2,,,V,EVENT,YES,NO,0:04:45,0:04:45,,,,0:04:45,0:04:45
3,2,,,S,BEHAVIOR,YES,NO,0:05:17,0:05:40,,,,0:05:17,0:05:40
3,2,,,B,EVENT,YES,NO,0:05:41,0:05:43,,,"6 bobs, music starts in response",0:05:41,0:05:43
3,2,,,U,,YES,YES,0:05:42,0:06:01,,,,0:05:42,0:06:01
3,2,,,P,BEHAVIOR,YES,YES,0:05:54,0:06:06,,,,0:05:54,0:06:06
3,2,,,L,BEHAVIOR,YES,NO,0:06:06,0:06:07,,,,0:06:06,0:06:07
3,2,,,B,EVENT,YES,NO,0:06:06,0:06:08,,,"5--> 2 soft ones, 3 big, seems like he wants music",0:06:06,0:06:08
3,2,,,U,MUSIC,YES,YES,0:06:08,0:06:26,,,,0:06:08,0:06:26
3,2,,,L,BEHAVIOR,YES,YES,0:06:09,0:06:41,,,,0:06:09,0:06:41
3,2,,,P,BEHAVIOR,YES,YES,0:06:18,0:06:39,,,,0:06:18,0:06:39
3,2,,,L,BEHAVIOR,YES,NO,0:06:43,0:06:50,,,,0:06:43,0:06:50
3,2,,,P,BEHAVIOR,YES,NO,0:06:44,0:06:50,,,,0:06:44,0:06:50
3,2,,,B,EVENT,YES,NO,0:06:51,0:06:52,,,,0:06:51,0:06:52
3,2,,,V,EVENT,YES,NO,0:06:51,0:06:52,,,,0:06:51,0:06:52
3,2,,,U,MUSIC,YES,YES,0:06:53,0:07:18,,,,0:06:53,0:07:18
3,2,,,H,EVENT,YES,YES,0:06:54,0:06:55,,,2 head whips in sync with beat,0:06:54,0:06:55
3,2,,,V,EVENT,YES,YES,0:06:58,0:06:58,,,,0:06:58,0:06:58
3,2,,,H,EVENT,YES,YES,0:07:03,0:07:04,,,,0:07:03,0:07:04
3,2,,,V,EVENT,YES,YES,0:07:05,0:07:06,,,,0:07:05,0:07:06
3,2,,,B,EVENT,YES,YES,0:07:05,0:07:06,,,"2 times, music getting more intense",0:07:05,0:07:06
3,2,,,L,BEHAVIOR,YES,YES,0:07:10,0:07:23,,,,0:07:10,0:07:23
3,2,,,M,EVENT,YES,NO,0:07:26,0:07:28,,,Keeper entered,0:07:26,0:07:28
3,2,,,E,BEHAVIOR,YES,NO,0:07:33,0:09:44,,,,0:07:33,0:09:44
3,2,,,M,EVENT,YES,NO,0:09:44,0:09:50,,,,0:09:44,0:09:50
3,2,,,E,BEHAVIOR,YES,NO,0:09:50,0:11:30,,,,0:09:50,0:11:30
3,2,,,L,BEHAVIOR,YES,NO,0:11:30,0:11:37,,,,0:11:30,0:11:37
3,2,,,E,BEHAVIOR,YES,NO,0:11:37,0:11:48,,,,0:11:37,0:11:48
3,2,,,L,BEHAVIOR,YES,NO,0:11:48,0:12:04,,,,0:11:48,0:12:04
3,2,,,B,EVENT,YES,NO,0:11:51,0:11:52,,,2 SMALL ONES,0:11:51,0:11:52
3,2,,,B,EVENT,YES,NO,0:11:53,0:11:54,,,,0:11:53,0:11:54
3,2,,,U,MUSIC,YES,YES,0:11:54,0:12:07,,,,0:11:54,0:12:07
3,2,,,E,BEHAVIOR,YES,YES,0:12:04,0:12:47,,,,0:12:04,0:12:47
3,2,,,L,BEHAVIOR,YES,NO,0:12:07,0:12:11,,,,0:12:07,0:12:11
3,2,,,L,BEHAVIOR,YES,NO,0:12:17,0:12:27,,,,0:12:17,0:12:27
3,2,,,M,EVENT,YES,NO,0:12:47,0:12:53,,,,0:12:47,0:12:53
3,2,,,L,BEHAVIOR,YES,NO,0:12:53,0:12:55,,,,0:12:53,0:12:55
3,2,,,B,EVENT,YES,NO,0:12:55,0:12:56,,,1 DOWN BOB,0:12:55,0:12:56
3,2,,,U,MUSIC,YES,YES,0:12:57,0:13:35,,,,0:12:57,0:13:35
3,2,,,L,BEHAVIOR,YES,YES,0:12:59,0:13:01,,,,0:12:59,0:13:01
3,2,,,M,EVENT,YES,YES,0:13:01,0:13:03,,,,0:13:01,0:13:03
3,2,,,B,EVENT,YES,YES,0:13:09,0:13:11,,,"~4 BOBS STARTING ON UPBEAT, END ON DOWN",0:13:09,0:13:11
3,2,,,B,EVENT,YES,YES,0:13:16,0:13:17,,,2 BOBS DOWN BEAT,0:13:16,0:13:17
3,2,,,B,EVENT,YES,YES,0:13:17,0:13:18,,,3 BOBS DOWN,0:13:17,0:13:18
3,2,,,M,EVENT,YES,YES,0:13:22,0:13:25,,,,0:13:22,0:13:25
3,2,,,I,BEHAVIOR,YES,YES,0:13:25,0:13:26,,,,0:13:25,0:13:26
3,2,,,M,EVENT,YES,YES,0:13:26,0:13:29,,,,0:13:26,0:13:29
3,2,,,I,BEHAVIOR,YES,YES,0:13:28,0:13:32,,,,0:13:28,0:13:32
3,2,,,L,BEHAVIOR,YES,YES,0:13:32,0:13:37,,,,0:13:32,0:13:37
3,2,,,H,EVENT,YES,NO,0:13:37,0:13:38,,,2 HEAD WHIPS,0:13:37,0:13:38
3,2,,,U,MUSIC,YES,YES,0:13:38,0:14:08,,,,0:13:38,0:14:08
3,2,,,L,BEHAVIOR,YES,YES,0:13:38,0:13:39,,,,0:13:38,0:13:39
