Observation id,D1_S2,,,,,,,,
,,,,,,,,,
Media file(s),,,,,,,,,
,,,,,,,,,
Player #1,/Users/anushkaray/Desktop/D1_S2_output.mp4,,,,,,,,
,,,,,,,,,
Observation date,7/25/19 13:40,,,,,,,,
,,,,,,,,,
Description,,,,,,,,,
,,,,,,,,,
Time offset (s),0,,,,,,,,
,,,,,,,,,
independent variables,,,,,,,,,
variable,value,,,,,,,,
Visitors,YES,,,,,,,,
,,,,,,,,,
Time,Media file path,Total length,FPS,Subject,Behavior,Behavioral category,Comment,Status,Music
36.405,/Users/anushkaray/Desktop/D1_S2_output.mp4,1246.75,29.97,,Bobbing,Event,,START,NO
36.903,/Users/anushkaray/Desktop/D1_S2_output.mp4,1246.75,29.97,,Bobbing,Event,,STOP,NO
38.152,/Users/anushkaray/Desktop/D1_S2_output.mp4,1246.75,29.97,,Bobbing,Event,,START,NO
39.904,/Users/anushkaray/Desktop/D1_S2_output.mp4,1246.75,29.97,,Bobbing,Event,,STOP,NO
40.661,/Users/anushkaray/Desktop/D1_S2_output.mp4,1246.75,29.97,,Moving,Event,,START,NO
42.932,/Users/anushkaray/Desktop/D1_S2_output.mp4,1246.75,29.97,,Moving,Event,,STOP,NO
44.428,/Users/anushkaray/Desktop/D1_S2_output.mp4,1246.75,29.97,,Moving,Event,,START,NO
47.168,/Users/anushkaray/Desktop/D1_S2_output.mp4,1246.75,29.97,,Moving,Event,,STOP,NO
47.427,/Users/anushkaray/Desktop/D1_S2_output.mp4,1246.75,29.97,,Bobbing,Event,,START,NO
49.435,/Users/anushkaray/Desktop/D1_S2_output.mp4,1246.75,29.97,,Bobbing,Event,,STOP,NO
53.922,/Users/anushkaray/Desktop/D1_S2_output.mp4,1246.75,29.97,,Moving,Event,,START,NO
59.921,/Users/anushkaray/Desktop/D1_S2_output.mp4,1246.75,29.97,,Moving,Event,,STOP,NO
60.43,/Users/anushkaray/Desktop/D1_S2_output.mp4,1246.75,29.97,,Bobbing,Event,,START,NO
60.93,/Users/anushkaray/Desktop/D1_S2_output.mp4,1246.75,29.97,,Bobbing,Event,,STOP,NO
69.441,/Users/anushkaray/Desktop/D1_S2_output.mp4,1246.75,29.97,,Standing on one leg,Behavior,,START,NO
92.443,/Users/anushkaray/Desktop/D1_S2_output.mp4,1246.75,29.97,,Standing on one leg,Behavior,New video starts after this,STOP,NO
667.533,/Users/anushkaray/Desktop/D1_S2_output.mp4,1246.75,29.97,,Music,Music,,START,YES
696.551,/Users/anushkaray/Desktop/D1_S2_output.mp4,1246.75,29.97,,Moving,Event,,START,YES
699.557,/Users/anushkaray/Desktop/D1_S2_output.mp4,1246.75,29.97,,Moving,Event,,STOP,YES
719.547,/Users/anushkaray/Desktop/D1_S2_output.mp4,1246.75,29.97,,Music,Music,,STOP,YES
722.088,/Users/anushkaray/Desktop/D1_S2_output.mp4,1246.75,29.97,,Bobbing,Event,,START,YES
722.59,/Users/anushkaray/Desktop/D1_S2_output.mp4,1246.75,29.97,,Music,Music,,START,YES
723.081,/Users/anushkaray/Desktop/D1_S2_output.mp4,1246.75,29.97,,Bobbing,Event,,STOP,YES
732.116,/Users/anushkaray/Desktop/D1_S2_output.mp4,1246.75,29.97,,Bobbing,Event,,START,YES
735.613,/Users/anushkaray/Desktop/D1_S2_output.mp4,1246.75,29.97,,Bobbing,Event,,STOP,YES
737.612,/Users/anushkaray/Desktop/D1_S2_output.mp4,1246.75,29.97,,Bobbing,Event,,START,YES
741.611,/Users/anushkaray/Desktop/D1_S2_output.mp4,1246.75,29.97,,Bobbing,Event,,STOP,YES
749.611,/Users/anushkaray/Desktop/D1_S2_output.mp4,1246.75,29.97,,Bobbing,Event,,START,YES
750.61,/Users/anushkaray/Desktop/D1_S2_output.mp4,1246.75,29.97,,Head Whips,Event,,START,YES
752.113,/Users/anushkaray/Desktop/D1_S2_output.mp4,1246.75,29.97,,Bobbing,Event,,STOP,YES
752.611,/Users/anushkaray/Desktop/D1_S2_output.mp4,1246.75,29.97,,Head Whips,Event,,STOP,YES
764.625,/Users/anushkaray/Desktop/D1_S2_output.mp4,1246.75,29.97,,Music,Music,,STOP,YES
765.115,/Users/anushkaray/Desktop/D1_S2_output.mp4,1246.75,29.97,,Bobbing,Event,,START,NO
766.134,/Users/anushkaray/Desktop/D1_S2_output.mp4,1246.75,29.97,,Bobbing,Event,,STOP,NO
767.625,/Users/anushkaray/Desktop/D1_S2_output.mp4,1246.75,29.97,,Music,Music,,START,YES
770.112,/Users/anushkaray/Desktop/D1_S2_output.mp4,1246.75,29.97,,Vocalization,Event,,START,YES
770.594,/Users/anushkaray/Desktop/D1_S2_output.mp4,1246.75,29.97,,Vocalization,Event,,STOP,YES
777.137,/Users/anushkaray/Desktop/D1_S2_output.mp4,1246.75,29.97,,Head Whips,Event,,START,YES
778.14,/Users/anushkaray/Desktop/D1_S2_output.mp4,1246.75,29.97,,Head Whips,Event,,STOP,YES
779.142,/Users/anushkaray/Desktop/D1_S2_output.mp4,1246.75,29.97,,Head Whips,Event,,START,YES
779.144,/Users/anushkaray/Desktop/D1_S2_output.mp4,1246.75,29.97,,Music,Music,,STOP,YES
