Observation id,D2_S2,,,,,,,,
,,,,,,,,,
Media file(s),,,,,,,,,
,,,,,,,,,
Player #1,/Volumes/ZOO_MM_DATA/ZOO/JoyBranchData/mergedSessions/D2_S2_output_F.mov,,,,,,,,
,,,,,,,,,
Observation date,7/29/19 12:13,,,,,,,,
,,,,,,,,,
Description,,,,,,,,,
,,,,,,,,,
Time offset (s),0,,,,,,,,
,,,,,,,,,
independent variables,,,,,,,,,
variable,value,,,,,,,,
visitors,YES,,,,,,,,
,,,,,,,,,
Time,Media file path,Total length,FPS,Subject,Behavior,Behavioral category,Comment,Status,Music
5.872,/Volumes/ZOO_MM_DATA/ZOO/JoyBranchData/mergedSessions/D2_S2_output_F.mov,2925,29.97,,standing on one leg,BEHAVIOR,,START,NO
23.875,/Volumes/ZOO_MM_DATA/ZOO/JoyBranchData/mergedSessions/D2_S2_output_F.mov,2925,29.97,,standing on one leg,BEHAVIOR,,STOP,NO
25.875,/Volumes/ZOO_MM_DATA/ZOO/JoyBranchData/mergedSessions/D2_S2_output_F.mov,2925,29.97,,pruning,BEHAVIOR,,START,NO
27.377,/Volumes/ZOO_MM_DATA/ZOO/JoyBranchData/mergedSessions/D2_S2_output_F.mov,2925,29.97,,pruning,BEHAVIOR,,STOP,NO
30.895,/Volumes/ZOO_MM_DATA/ZOO/JoyBranchData/mergedSessions/D2_S2_output_F.mov,2925,29.97,,standing on one leg,BEHAVIOR,,START,NO
33.894,/Volumes/ZOO_MM_DATA/ZOO/JoyBranchData/mergedSessions/D2_S2_output_F.mov,2925,29.97,,standing on one leg,BEHAVIOR,,STOP,NO
47.904,/Volumes/ZOO_MM_DATA/ZOO/JoyBranchData/mergedSessions/D2_S2_output_F.mov,2925,29.97,,vocalization,EVENT,,START,NO
48.655,/Volumes/ZOO_MM_DATA/ZOO/JoyBranchData/mergedSessions/D2_S2_output_F.mov,2925,29.97,,vocalization,EVENT,,STOP,NO
65.17,/Volumes/ZOO_MM_DATA/ZOO/JoyBranchData/mergedSessions/D2_S2_output_F.mov,2925,29.97,,pruning,BEHAVIOR,,START,NO
66.919,/Volumes/ZOO_MM_DATA/ZOO/JoyBranchData/mergedSessions/D2_S2_output_F.mov,2925,29.97,,pruning,BEHAVIOR,,STOP,NO
129.243,/Volumes/ZOO_MM_DATA/ZOO/JoyBranchData/mergedSessions/D2_S2_output_F.mov,2925,29.97,,vocalization,EVENT,,START,NO
129.741,/Volumes/ZOO_MM_DATA/ZOO/JoyBranchData/mergedSessions/D2_S2_output_F.mov,2925,29.97,,vocalization,EVENT,,STOP,NO
188.047,/Volumes/ZOO_MM_DATA/ZOO/JoyBranchData/mergedSessions/D2_S2_output_F.mov,2925,29.97,,vocalization,EVENT,,START,NO
188.797,/Volumes/ZOO_MM_DATA/ZOO/JoyBranchData/mergedSessions/D2_S2_output_F.mov,2925,29.97,,vocalization,EVENT,,STOP,NO
316.425,/Volumes/ZOO_MM_DATA/ZOO/JoyBranchData/mergedSessions/D2_S2_output_F.mov,2925,29.97,,pruning,BEHAVIOR,,START,NO
329.675,/Volumes/ZOO_MM_DATA/ZOO/JoyBranchData/mergedSessions/D2_S2_output_F.mov,2925,29.97,,pruning,BEHAVIOR,,STOP,NO
331.174,/Volumes/ZOO_MM_DATA/ZOO/JoyBranchData/mergedSessions/D2_S2_output_F.mov,2925,29.97,,pruning,BEHAVIOR,,START,NO
342.175,/Volumes/ZOO_MM_DATA/ZOO/JoyBranchData/mergedSessions/D2_S2_output_F.mov,2925,29.97,,pruning,BEHAVIOR,,STOP,NO
343.675,/Volumes/ZOO_MM_DATA/ZOO/JoyBranchData/mergedSessions/D2_S2_output_F.mov,2925,29.97,,moving,EVENT,,START,NO
353.924,/Volumes/ZOO_MM_DATA/ZOO/JoyBranchData/mergedSessions/D2_S2_output_F.mov,2925,29.97,,moving,EVENT,,STOP,NO
354.175,/Volumes/ZOO_MM_DATA/ZOO/JoyBranchData/mergedSessions/D2_S2_output_F.mov,2925,29.97,,nibbling,BEHAVIOR,,START,NO
357.674,/Volumes/ZOO_MM_DATA/ZOO/JoyBranchData/mergedSessions/D2_S2_output_F.mov,2925,29.97,,nibbling,BEHAVIOR,,STOP,NO
361.087,/Volumes/ZOO_MM_DATA/ZOO/JoyBranchData/mergedSessions/D2_S2_output_F.mov,2925,29.97,,nibbling,BEHAVIOR,,START,NO
366.588,/Volumes/ZOO_MM_DATA/ZOO/JoyBranchData/mergedSessions/D2_S2_output_F.mov,2925,29.97,,nibbling,BEHAVIOR,,STOP,NO
367.836,/Volumes/ZOO_MM_DATA/ZOO/JoyBranchData/mergedSessions/D2_S2_output_F.mov,2925,29.97,,standing on one leg,BEHAVIOR,,START,NO
369.609,/Volumes/ZOO_MM_DATA/ZOO/JoyBranchData/mergedSessions/D2_S2_output_F.mov,2925,29.97,,standing on one leg,BEHAVIOR,,STOP,NO
370.585,/Volumes/ZOO_MM_DATA/ZOO/JoyBranchData/mergedSessions/D2_S2_output_F.mov,2925,29.97,,nibbling,BEHAVIOR,,START,NO
