Observation id,D4S3,,,,,,,,
,,,,,,,,,
Media file(s),,,,,,,,,
,,,,,,,,,
Player #1,/Users/lydiayu/Downloads/D4_S3_output.mp4,,,,,,,,
,,,,,,,,,
Observation date,9/13/19 0:45,,,,,,,,
,,,,,,,,,
Description,,,,,,,,,
,,,,,,,,,
Time offset (s),0,,,,,,,,
,,,,,,,,,
independent variables,,,,,,,,,
variable,value,,,,,,,,
visitors,YES,,,,,,,,
,,,,,,,,,
Time,Media file path,Total length,FPS,Subject,Behavior,Behavioral category,Comment,Status,Music
1190.558,/Users/lydiayu/Downloads/D4_S3_output.mp4,1834.83,29.97,,vocalization,EVENT,,STOP,NO
1192.059,/Users/lydiayu/Downloads/D4_S3_output.mp4,1834.83,29.97,,feathers puffing,BEHAVIOR,,START,NO
1194.563,/Users/lydiayu/Downloads/D4_S3_output.mp4,1834.83,29.97,,feathers puffing,BEHAVIOR,,STOP,NO
1210.067,/Users/lydiayu/Downloads/D4_S3_output.mp4,1834.83,29.97,,moving,EVENT,,START,NO
1220.066,/Users/lydiayu/Downloads/D4_S3_output.mp4,1834.83,29.97,,moving,EVENT,,STOP,NO
1222.569,/Users/lydiayu/Downloads/D4_S3_output.mp4,1834.83,29.97,,moving,EVENT,,START,NO
1226.569,/Users/lydiayu/Downloads/D4_S3_output.mp4,1834.83,29.97,,moving,EVENT,,STOP,NO
1227.094,/Users/lydiayu/Downloads/D4_S3_output.mp4,1834.83,29.97,,vocalization,EVENT,,START,NO
1227.595,/Users/lydiayu/Downloads/D4_S3_output.mp4,1834.83,29.97,,vocalization,EVENT,,STOP,NO
1271.61,/Users/lydiayu/Downloads/D4_S3_output.mp4,1834.83,29.97,,moving,EVENT,,START,NO
1275.109,/Users/lydiayu/Downloads/D4_S3_output.mp4,1834.83,29.97,,moving,EVENT,,STOP,NO
1293.097,/Users/lydiayu/Downloads/D4_S3_output.mp4,1834.83,29.97,,moving,EVENT,,START,NO
1295.605,/Users/lydiayu/Downloads/D4_S3_output.mp4,1834.83,29.97,,moving,EVENT,,STOP,NO
1305.108,/Users/lydiayu/Downloads/D4_S3_output.mp4,1834.83,29.97,,nodding,EVENT,,START,NO
1305.607,/Users/lydiayu/Downloads/D4_S3_output.mp4,1834.83,29.97,,nodding,EVENT,,STOP,NO
1306.607,/Users/lydiayu/Downloads/D4_S3_output.mp4,1834.83,29.97,,music,MUSIC,,START,YES
1309.605,/Users/lydiayu/Downloads/D4_S3_output.mp4,1834.83,29.97,,music,MUSIC,,STOP,YES
1310.928,/Users/lydiayu/Downloads/D4_S3_output.mp4,1834.83,29.97,,nodding,EVENT,,START,NO
1311.609,/Users/lydiayu/Downloads/D4_S3_output.mp4,1834.83,29.97,,nodding,EVENT,,STOP,NO
1314.928,/Users/lydiayu/Downloads/D4_S3_output.mp4,1834.83,29.97,,music,MUSIC,,START,YES
1316.435,/Users/lydiayu/Downloads/D4_S3_output.mp4,1834.83,29.97,,nodding,EVENT,,START,YES
1317.93,/Users/lydiayu/Downloads/D4_S3_output.mp4,1834.83,29.97,,nodding,EVENT,,STOP,YES
1331.199,/Users/lydiayu/Downloads/D4_S3_output.mp4,1834.83,29.97,,nodding,EVENT,,START,YES
1331.698,/Users/lydiayu/Downloads/D4_S3_output.mp4,1834.83,29.97,,nodding,EVENT,,STOP,YES
1334.201,/Users/lydiayu/Downloads/D4_S3_output.mp4,1834.83,29.97,,bobbing,EVENT,,START,YES
1334.7,/Users/lydiayu/Downloads/D4_S3_output.mp4,1834.83,29.97,,nodding,EVENT,,START,YES
1334.703,/Users/lydiayu/Downloads/D4_S3_output.mp4,1834.83,29.97,,bobbing,EVENT,,STOP,YES
1337.204,/Users/lydiayu/Downloads/D4_S3_output.mp4,1834.83,29.97,,nodding,EVENT,,STOP,YES
1339.706,/Users/lydiayu/Downloads/D4_S3_output.mp4,1834.83,29.97,,nodding,EVENT,,START,YES
1340.705,/Users/lydiayu/Downloads/D4_S3_output.mp4,1834.83,29.97,,nodding,EVENT,,STOP,YES
1357.204,/Users/lydiayu/Downloads/D4_S3_output.mp4,1834.83,29.97,,stretching,BEHAVIOR,,START,YES
1359.708,/Users/lydiayu/Downloads/D4_S3_output.mp4,1834.83,29.97,,stretching,BEHAVIOR,,STOP,YES
1365.708,/Users/lydiayu/Downloads/D4_S3_output.mp4,1834.83,29.97,,stretching,BEHAVIOR,,START,YES
1384.206,/Users/lydiayu/Downloads/D4_S3_output.mp4,1834.83,29.97,,stretching,BEHAVIOR,,STOP,YES
1386.705,/Users/lydiayu/Downloads/D4_S3_output.mp4,1834.83,29.97,,music,MUSIC,,STOP,YES
