,N_Day,Day,Session,File name,Date/Time Start,Duration of Video,Activity,Event/behavior,Focus,Visitors?,Music?,Time Start,Time End,Exact Date/Time Start,Exact Date/Time End,Start,End
180,2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,B,EVENT,,YES,YES,51:16:00,51:18:00,,,00:51:16,00:51:18
181,2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,H,EVENT,,YES,YES,51:19:00,51:20:00,,,00:51:19,00:51:20
182,2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,B,EVENT,,YES,YES,51:22:00,51:25:00,,,00:51:22,00:51:25
183,2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,H,EVENT,,YES,YES,51:27:00,51:30:00,,,00:51:27,00:51:30
184,2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,L,BEHAVIOR,,YES,YES,51:32:00,51:38:00,,,00:51:32,00:51:38
185,2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,M,EVENT,,YES,NO,51:56:00,51:58:00,,,00:51:56,00:51:58
186,2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,L,BEHAVIOR,,YES,NO,51:58:00,52:05:00,,,00:51:58,00:52:05
187,2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,V,EVENT,,YES,NO,52:00:00,52:01:00,,,00:52:00,00:52:01
188,2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,M,EVENT,,YES,NO,52:06:00,52:09:00,,,00:52:06,00:52:09
189,2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,B,EVENT,,YES,NO,52:10:00,52:11:00,,,00:52:10,00:52:11
190,2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,V,EVENT,,YES,NO,52:11:00,52:11:00,,,00:52:11,00:52:11
191,2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,U,MUSIC,,YES,YES,52:12:00,53:09:00,,,00:52:12,00:53:09
192,2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,B,EVENT,,YES,YES,52:14:00,52:20:00,,,00:52:14,00:52:20
193,2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,B,EVENT,,YES,YES,52:21:00,52:23:00,,,00:52:21,00:52:23
194,2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,V,EVENT,,YES,YES,52:28:00,52:29:00,,,00:52:28,00:52:29
195,2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,N,EVENT,,YES,YES,52:32:00,52:33:00,,,00:52:32,00:52:33
196,2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,M,EVENT,,YES,YES,52:34:00,52:36:00,,,00:52:34,00:52:36
197,2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,V,EVENT,,YES,YES,52:35:00,52:36:00,,,00:52:35,00:52:36
198,2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,B,EVENT,,YES,YES,52:36:00,52:37:00,,,00:52:36,00:52:37
199,2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,L,BEHAVIOR,,YES,YES,52:47:00,52:49:00,,,00:52:47,00:52:49
200,2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,N,EVENT,,YES,YES,52:49:00,52:50:00,,,00:52:49,00:52:50
201,2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,V,EVENT,,YES,YES,52:54:00,52:55:00,,,00:52:54,00:52:55
202,2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,L,BEHAVIOR,,YES,YES,52:55:00,53:12:00,,,00:52:55,00:53:12
203,2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,V,EVENT,,YES,YES,53:00:00,53:01:00,,,00:53:00,00:53:01
204,2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,V,EVENT,,YES,NO,53:11:00,53:11:00,,,00:53:11,00:53:11
205,2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,M,EVENT,,YES,NO,53:13:00,53:19:00,,,00:53:13,00:53:19
206,2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,L,BEHAVIOR,,YES,NO,53:19:00,54:39:00,,,00:53:19,00:54:39
207,2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,V,EVENT,,YES,NO,53:24:00,53:24:00,,,00:53:24,00:53:24
208,2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,V,EVENT,,YES,NO,53:58:00,53:59:00,,,00:53:58,00:53:59
209,2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,V,EVENT,,YES,NO,54:35:00,54:36:00,,,00:54:35,00:54:36
210,2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,V,EVENT,,YES,NO,54:49:00,54:50:00,,,00:54:49,00:54:50
211,2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,L,BEHAVIOR,,YES,NO,54:59:00,57:12:00,,,00:54:59,00:57:12
212,2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,V,EVENT,,YES,NO,55:06:00,55:07:00,,,00:55:06,00:55:07
213,2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,V,EVENT,,YES,NO,55:20:00,55:21:00,,,00:55:20,00:55:21
214,2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,M,EVENT,,YES,NO,57:12:00,57:19:00,,,00:57:12,00:57:19
215,2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,L,BEHAVIOR,,YES,NO,57:20:00,57:52:00,,,00:57:20,00:57:52
216,2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,L,BEHAVIOR,,YES,NO,57:53:00,59:50:00,,,00:57:53,00:59:50
217,2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,P,BEHAVIOR,,YES,NO,61:08:00,61:18:00,,,00:61:08,00:61:18
218,2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,L,BEHAVIOR,,YES,NO,61:29:00,62:27:00,,,00:61:29,00:62:27
219,2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,V,EVENT,,YES,NO,62:43:00,62:44:00,,,00:62:43,00:62:44
220,2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,V,EVENT,,YES,NO,63:14:00,63:15:00,,,00:63:14,00:63:15
221,2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,M,EVENT,,YES,NO,63:18:00,63:20:00,,,00:63:18,00:63:20
222,2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,P,BEHAVIOR,,YES,NO,63:20:00,63:59:00,,,00:63:20,00:63:59
223,2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,P,BEHAVIOR,,YES,NO,64:01:00,64:36:00,,,00:64:01,00:64:36
224,2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,L,BEHAVIOR,,YES,NO,64:36:00,64:43:00,,,00:64:36,00:64:43
225,2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,V,EVENT,,YES,NO,64:43:00,64:44:00,,,00:64:43,00:64:44
226,2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,U,MUSIC,,YES,YES,64:46:00,65:08:00,,,00:64:46,00:65:08
227,2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,L,BEHAVIOR,,YES,YES,64:47:00,65:08:00,,,00:64:47,00:65:08
228,2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,M,EVENT,,YES,YES,65:08:00,65:11:00,,,00:65:08,00:65:11
229,2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,L,BEHAVIOR,,YES,NO,65:15:00,65:40:00,,,00:65:15,00:65:40
230,2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,L,BEHAVIOR,,YES,NO,65:43:00,67:35:00,,,00:65:43,00:67:35
231,2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,V,EVENT,,YES,NO,67:27:00,67:28:00,,,00:67:27,00:67:28
232,2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,M,EVENT,,YES,NO,67:35:00,67:40:00,,,00:67:35,00:67:40
233,2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,P,BEHAVIOR,,YES,NO,67:41:00,68:07:00,,,00:67:41,00:68:07
234,2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,L,BEHAVIOR,,YES,NO,67:43:00,68:20:00,,,00:67:43,00:68:20
235,2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,P,BEHAVIOR,,YES,NO,68:08:00,68:22:00,,,00:68:08,00:68:22
236,2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,L,BEHAVIOR,,YES,NO,68:25:00,68:51:00,,,00:68:25,00:68:51
237,2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,L,BEHAVIOR,,YES,NO,68:52:00,69:11:00,,,00:68:52,00:69:11
238,2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,V,EVENT,,YES,NO,69:03:00,69:04:00,,,00:69:03,00:69:04
239,2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,L,BEHAVIOR,,YES,NO,69:12:00,69:13:00,,,00:69:12,00:69:13
240,2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,U,MUSIC,,YES,YES,69:14:00,69:50:00,,,00:69:14,00:69:50
241,2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,V,EVENT,,YES,YES,69:14:00,69:15:00,,,00:69:14,00:69:15
242,2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,M,EVENT,,YES,YES,69:14:00,69:16:00,,,00:69:14,00:69:16
243,2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,L,BEHAVIOR,,YES,YES,69:23:00,69:30:00,,,00:69:23,00:69:30
244,2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,V,EVENT,,YES,YES,69:32:00,69:32:00,,,00:69:32,00:69:32
245,2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,V,EVENT,,YES,YES,69:37:00,69:37:00,,,00:69:37,00:69:37
246,2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,V,EVENT,,YES,NO,70:00:00,70:01:00,,,00:70:00,00:70:01
247,2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,V,EVENT,,YES,NO,70:20:00,70:21:00,,,00:70:20,00:70:21
248,2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,M,EVENT,,YES,NO,70:24:00,70:30:00,,,00:70:24,00:70:30
249,2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,M,EVENT,,YES,NO,70:37:00,70:39:00,,,00:70:37,00:70:39
