,N_Day,Day,Session,File name,Date/Time Start,Duration of Video,Activity,Event/behavior,Focus,Visitors?,Music?,Time Start,Time End,Exact Date/Time Start,Exact Date/Time End,Start,End
105,2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,U,MUSIC,,YES,YES,33:05:00,33:14:00,,,00:33:05,00:33:14
106,2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,L,BEHAVIOR,,YES,NO,33:05:00,34:42:00,,,00:33:05,00:34:42
107,2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,V,EVENT,,YES,NO,33:16:00,33:16:00,,,00:33:16,00:33:16
108,2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,V,EVENT,,YES,NO,33:31:00,33:32:00,,,00:33:31,00:33:32
109,2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,V,EVENT,,YES,NO,33:46:00,33:46:00,,,00:33:46,00:33:46
110,2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,V,EVENT,,YES,NO,33:59:00,34:00:00,,,00:33:59,00:34:00
111,2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,V,EVENT,,YES,NO,34:32:00,34:33:00,,,00:34:32,00:34:33
112,2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,M,EVENT,,YES,NO,34:43:00,34:44:00,,,00:34:43,00:34:44
113,2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,L,BEHAVIOR,,YES,NO,34:44:00,34:56:00,,,00:34:44,00:34:56
114,2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,V,EVENT,,YES,NO,35:05:00,35:06:00,,,00:35:05,00:35:06
115,2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,L,BEHAVIOR,,YES,NO,35:06:00,35:15:00,,,00:35:06,00:35:15
116,2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,U,MUSIC,,YES,YES,35:16:00,35:35:00,,,00:35:16,00:35:35
117,2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,V,EVENT,,YES,NO,35:16:00,35:16:00,,,00:35:16,00:35:16
118,2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,L,BEHAVIOR,,YES,YES,35:18:00,36:15:00,,,00:35:18,00:36:15
119,2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,V,EVENT,,YES,NO,36:13:00,36:13:00,,,00:36:13,00:36:13
120,2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,L,BEHAVIOR,,YES,NO,36:16:00,36:35:00,,,00:36:16,00:36:35
121,2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,M,EVENT,,YES,NO,36:35:00,36:37:00,,,00:36:35,00:36:37
122,2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,B,EVENT,,YES,NO,36:38:00,36:38:00,,,00:36:38,00:36:38
123,2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,U,MUSIC,,YES,YES,36:39:00,37:24:00,,,00:36:39,00:37:24
124,2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,V,EVENT,,YES,YES,36:43:00,36:43:00,,,00:36:43,00:36:43
125,2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,L,BEHAVIOR,,YES,YES,36:46:00,36:48:00,,,00:36:46,00:36:48
126,2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,B,EVENT,,YES,YES,36:48:00,36:49:00,,,00:36:48,00:36:49
127,2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,B,EVENT,,YES,YES,36:54:00,37:03:00,,,00:36:54,00:37:03
128,2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,B,EVENT,,YES,YES,37:06:00,37:09:00,,,00:37:06,00:37:09
129,2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,V,EVENT,,YES,YES,37:15:00,37:15:00,,,00:37:15,00:37:15
130,2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,M,EVENT,,YES,YES,37:17:00,37:18:00,,,00:37:17,00:37:18
131,2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,L,BEHAVIOR,,YES,YES,37:18:00,37:46:00,,,00:37:18,00:37:46
132,2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,V,EVENT,,YES,NO,37:35:00,37:36:00,,,00:37:35,00:37:36
133,2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,M,EVENT,,YES,NO,37:46:00,37:53:00,,,00:37:46,00:37:53
134,2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,L,BEHAVIOR,,YES,NO,37:53:00,40:08:00,,,00:37:53,00:40:08
135,2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,V,EVENT,,YES,NO,38:03:00,38:04:00,,,00:38:03,00:38:04
136,2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,V,EVENT,,YES,NO,38:26:00,38:27:00,,,00:38:26,00:38:27
137,2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,V,EVENT,,YES,NO,39:25:00,39:26:00,,,00:39:25,00:39:26
138,2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,P,BEHAVIOR,,YES,NO,40:08:00,40:16:00,,,00:40:08,00:40:16
139,2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,L,BEHAVIOR,,YES,NO,40:19:00,40:27:00,,,00:40:19,00:40:27
140,2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,U,MUSIC,,YES,YES,40:23:00,40:43:00,,,00:40:23,00:40:43
141,2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,M,EVENT,,YES,YES,40:27:00,40:29:00,,,00:40:27,00:40:29
142,2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,V,EVENT,,YES,YES,40:30:00,40:31:00,,,00:40:30,00:40:31
143,2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,L,BEHAVIOR,,YES,YES,40:34:00,40:55:00,,,00:40:34,00:40:55
144,2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,P,BEHAVIOR,,YES,NO,40:53:00,41:01:00,,,00:40:53,00:41:01
145,2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,M,EVENT,,YES,NO,41:04:00,41:06:00,,,00:41:04,00:41:06
146,2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,L,BEHAVIOR,,YES,NO,41:07:00,41:56:00,,,00:41:07,00:41:56
147,2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,P,BEHAVIOR,,YES,NO,41:08:00,41:44:00,,,00:41:08,00:41:44
148,2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,P,BEHAVIOR,,YES,NO,41:45:00,41:56:00,,,00:41:45,00:41:56
149,2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,M,EVENT,,YES,NO,41:56:00,41:58:00,,,00:41:56,00:41:58
150,2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,P,BEHAVIOR,,YES,NO,42:02:00,42:53:00,,,00:42:02,00:42:53
151,2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,P,BEHAVIOR,,YES,NO,43:03:00,43:20:00,,,00:43:03,00:43:20
152,2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,FP,BEHAVIOR,,YES,NO,43:21:00,43:23:00,,,00:43:21,00:43:23
153,2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,M,EVENT,,YES,NO,43:56:00,43:59:00,,,00:43:56,00:43:59
154,2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,L,BEHAVIOR,,YES,NO,44:00:00,44:11:00,,,00:44:00,00:44:11
155,2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,M,EVENT,,YES,NO,44:12:00,44:15:00,,,00:44:12,00:44:15
156,2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,L,BEHAVIOR,,YES,NO,45:04:00,45:14:00,,,00:45:04,00:45:14
157,2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,L,BEHAVIOR,,YES,NO,45:15:00,45:17:00,,,00:45:15,00:45:17
158,2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,L,BEHAVIOR,,YES,NO,45:20:00,45:39:00,,,00:45:20,00:45:39
159,2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,M,EVENT,,YES,NO,45:40:00,45:47:00,,,00:45:40,00:45:47
160,2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,L,BEHAVIOR,,YES,NO,45:49:00,45:58:00,,,00:45:49,00:45:58
161,2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,M,EVENT,,YES,NO,45:59:00,46:03:00,,,00:45:59,00:46:03
162,2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,L,BEHAVIOR,,YES,NO,46:03:00,46:06:00,,,00:46:03,00:46:06
163,2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,L,BEHAVIOR,,YES,NO,49:04:00,49:22:00,,,00:49:04,00:49:22
164,2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,M,EVENT,,YES,NO,49:22:00,49:28:00,,,00:49:22,00:49:28
165,2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,M,EVENT,,YES,NO,49:30:00,49:32:00,,,00:49:30,00:49:32
166,2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,L,BEHAVIOR,,YES,NO,49:32:00,49:41:00,,,00:49:32,00:49:41
167,2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,M,EVENT,,YES,NO,49:41:00,49:46:00,,,00:49:41,00:49:46
168,2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,L,BEHAVIOR,,YES,NO,49:47:00,50:18:00,,,00:49:47,00:50:18
169,2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,M,EVENT,,YES,NO,50:18:00,50:21:00,,,00:50:18,00:50:21
170,2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,NB,BEHAVIOR,,YES,NO,50:22:00,50:26:00,,,00:50:22,00:50:26
171,2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,B,EVENT,,YES,NO,50:26:00,50:27:00,,,00:50:26,00:50:27
172,2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,U,MUSIC,,YES,YES,50:28:00,51:45:00,,,00:50:28,00:51:45
173,2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,B,EVENT,,YES,YES,50:35:00,50:39:00,,,00:50:35,00:50:39
174,2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,M,EVENT,,YES,YES,50:40:00,50:45:00,,,00:50:40,00:50:45
175,2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,B,EVENT,,YES,YES,50:48:00,50:50:00,,,00:50:48,00:50:50
176,2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,N,EVENT,,YES,YES,50:53:00,50:54:00,,,00:50:53,00:50:54
177,2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,B,EVENT,,YES,YES,50:56:00,51:02:00,,,00:50:56,00:51:02
178,2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,N,EVENT,,YES,YES,51:07:00,51:08:00,,,00:51:07,00:51:08
179,2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,H,EVENT,,YES,YES,51:12:00,51:14:00,,,00:51:12,00:51:14
