N_Day,Day,Session,File name,Date/Time Start,Duration of Video,Activity,Event/behavior,Focus,Visitors?,Music?,Time Start Corr,Time End Corr,Exact Date/Time Start,Exact Date/Time End
2,4/10/19,2,D2_S2_output_F.mov,,3:48:45,BA_E,,,,,0:10:07,0:10:08,,
2,4/10/19,2,D2_S2_output_F.mov,,4:48:45,BA_V,,,,,0:10:08,0:10:10,,
2,4/10/19,2,D2_S2_output_F.mov,,5:48:45,BA_E,,,,,0:10:10,0:10:15,,
2,4/10/19,2,D2_S2_output_F.mov,,6:48:45,BA_V,,,,,0:10:15,0:10:17,,
2,4/10/19,2,D2_S2_output_F.mov,,7:48:45,BA_E,,,,,0:10:17,0:10:32,,
2,4/10/19,2,D2_S2_output_F.mov,,8:48:45,VA_B,,,,,0:10:31,0:11:25,do you see the parrot,
2,4/10/19,2,D2_S2_output_F.mov,,9:48:45,BA_V,,,,,0:10:33,0:11:05,,
2,4/10/19,2,D2_S2_output_F.mov,,10:48:45,BA_E,,,,,0:11:05,0:11:06,,
2,4/10/19,2,D2_S2_output_F.mov,,11:48:45,BA_E,,,,,0:11:11,0:11:25,,
2,4/10/19,2,D2_S2_output_F.mov,,12:48:45,BA_E,,,,,0:12:03,0:12:04,,
2,4/10/19,2,D2_S2_output_F.mov,,13:48:45,VA_B,,,,,0:12:00,0:12:39,macaw,
2,4/10/19,2,D2_S2_output_F.mov,,14:48:45,BA_E,,,,,0:12:08,0:12:20,,
2,4/10/19,2,D2_S2_output_F.mov,,15:48:45,BA_V,,,,,0:12:20,0:12:23,,
2,4/10/19,2,D2_S2_output_F.mov,,16:48:45,BA_V,,,,,0:12:43,0:12:46,,
2,4/10/19,2,D2_S2_output_F.mov,,17:48:45,BA_V,,,,,0:12:49,0:12:56,,
2,4/10/19,2,D2_S2_output_F.mov,,18:48:45,BA_E,,,,,0:13:13,0:13:22,,
2,4/10/19,2,D2_S2_output_F.mov,,19:48:45,VA_B,,,,,0:13:16,0:13:50,oh waw!,
2,4/10/19,2,D2_S2_output_F.mov,,20:48:45,BA_V,,,,,0:13:22,0:13:53,,
2,4/10/19,2,D2_S2_output_F.mov,,21:48:45,VA_B,,,,,0:14:10,0:14:25,hey a bird,
2,4/10/19,2,D2_S2_output_F.mov,,22:48:45,BA_E,,,,,0:14:15,0:14:28,,
2,4/10/19,2,D2_S2_output_F.mov,,23:48:45,BA_V,,,,,0:14:34,0:14:52,,
2,4/10/19,2,D2_S2_output_F.mov,,0:48:45,VA_B,,,,,0:14:33,0:15:07,you see the blue,
2,4/10/19,2,D2_S2_output_F.mov,,1:48:45,BA_E,,,,,0:14:55,0:15:12,,
2,4/10/19,2,D2_S2_output_F.mov,,2:48:45,VA_B,,,,,0:15:27,0:15:52,a hyacinth,
2,4/10/19,2,D2_S2_output_F.mov,,3:48:45,BA_E,,,,,0:16:10,0:16:16,,
2,4/10/19,2,D2_S2_output_F.mov,,4:48:45,VA_B,,,,,0:16:16,0:21:53,YOU SEE THE BIG BIRD,
2,4/10/19,2,D2_S2_output_F.mov,,5:48:45,BA_V,,,,,0:16:17,0:16:47,,
2,4/10/19,2,D2_S2_output_F.mov,,6:48:45,BA_E,,,,,0:16:47,0:17:15,,
2,4/10/19,2,D2_S2_output_F.mov,,7:48:45,BA_V,,,,,0:17:15,0:17:24,,
2,4/10/19,2,D2_S2_output_F.mov,,8:48:45,BA_E,,,,,0:17:24,0:17:25,,
2,4/10/19,2,D2_S2_output_F.mov,,9:48:45,BA_V,,,,,0:17:25,0:17:28,,
2,4/10/19,2,D2_S2_output_F.mov,,10:48:45,BA_E,,,,,0:17:28,0:17:30,,
2,4/10/19,2,D2_S2_output_F.mov,,11:48:45,BA_V,,,,,0:17:30,0:17:58,,
2,4/10/19,2,D2_S2_output_F.mov,,12:48:45,BA_E,,,,,0:18:10,0:18:13,,
2,4/10/19,2,D2_S2_output_F.mov,,13:48:45,BA_V,,,,,0:18:13,0:18:25,,
2,4/10/19,2,D2_S2_output_F.mov,,14:48:45,BA_E,,,,,0:18:25,0:18:26,,
2,4/10/19,2,D2_S2_output_F.mov,,15:48:45,BA_V,,,,,0:18:26,0:19:23,,
2,4/10/19,2,D2_S2_output_F.mov,,16:48:45,BA_E,,,,,0:19:23,0:19:26,,
2,4/10/19,2,D2_S2_output_F.mov,,17:48:45,BA_V,,,,,0:19:26,0:19:29,,
2,4/10/19,2,D2_S2_output_F.mov,,18:48:45,BA_E,,,,,0:19:39,0:19:40,,
2,4/10/19,2,D2_S2_output_F.mov,,19:48:45,BA_V,,,,,0:19:40,0:20:01,,
2,4/10/19,2,D2_S2_output_F.mov,,20:48:45,BA_E,,,,,0:20:01,0:20:25,,
2,4/10/19,2,D2_S2_output_F.mov,,21:48:45,BA_V,,,,,0:20:25,0:20:52,,
2,4/10/19,2,D2_S2_output_F.mov,,22:48:45,BA_E,,,,,0:20:52,0:21:13,,
2,4/10/19,2,D2_S2_output_F.mov,,23:48:45,BA_V,,,,,0:21:13,0:21:30,,
2,4/10/19,2,D2_S2_output_F.mov,,0:48:45,BA_E,,,,,0:21:32,0:21:37,,
2,4/10/19,2,D2_S2_output_F.mov,,1:48:45,BA_V,,,,,0:21:37,0:21:53,,
2,4/10/19,2,D2_S2_output_F.mov,,2:48:45,BA_V,,,,,0:21:56,0:21:57,,
2,4/10/19,2,D2_S2_output_F.mov,,3:48:45,VA_B,,,,,0:21:53,0:22:34,,
2,4/10/19,2,D2_S2_output_F.mov,,4:48:45,BA_E,,,,,0:21:57,0:22:06,,
2,4/10/19,2,D2_S2_output_F.mov,,5:48:45,BA_V,,,,,0:22:10,0:22:15,,
2,4/10/19,2,D2_S2_output_F.mov,,6:48:45,BA_E,,,,,0:22:15,0:22:16,,
2,4/10/19,2,D2_S2_output_F.mov,,7:48:45,BA_V,,,,,0:22:16,0:22:30,,
2,4/10/19,2,D2_S2_output_F.mov,,8:48:45,BA_V,,,,,0:22:41,0:22:52,,
2,4/10/19,2,D2_S2_output_F.mov,,9:48:45,VA_B,,,,,0:22:50,0:23:05,look a parrot!,
2,4/10/19,2,D2_S2_output_F.mov,,10:48:45,BA_E,,,,,0:22:58,0:23:01,,
2,4/10/19,2,D2_S2_output_F.mov,,11:48:45,BA_E,,,,,0:23:12,0:23:40,,
2,4/10/19,2,D2_S2_output_F.mov,,12:48:45,BA_V,,,,,0:23:40,0:23:41,,
2,4/10/19,2,D2_S2_output_F.mov,,13:48:45,BA_E,,,,,0:23:41,0:23:45,,
2,4/10/19,2,D2_S2_output_F.mov,,14:48:45,BA_V,,,,,0:23:53,0:23:55,,
2,4/10/19,2,D2_S2_output_F.mov,,15:48:45,VA_B,,,,,0:24:09,0:24:14,Bird!,
2,4/10/19,2,D2_S2_output_F.mov,,16:48:45,BA_V,,,,,0:24:09,0:24:17,,
2,4/10/19,2,D2_S2_output_F.mov,,17:48:45,BA_E,,,,,0:24:17,0:24:25,,
2,4/10/19,2,D2_S2_output_F.mov,,18:48:45,BA_V,,,,,0:24:32,0:24:25,,
2,4/10/19,2,D2_S2_output_F.mov,,19:48:45,VA_B,,,,,0:24:26,0:24:40,,
2,4/10/19,2,D2_S2_output_F.mov,,20:48:45,BA_V,,,,,0:24:30,0:24:36,,
2,4/10/19,2,D2_S2_output_F.mov,,21:48:45,BA_E,,,,,0:24:51,0:25:04,,
2,4/10/19,2,D2_S2_output_F.mov,,22:48:45,BA_V,,,,,0:25:04,0:25:26,,
2,4/10/19,2,D2_S2_output_F.mov,,23:48:45,VA_B,,,,,0:24:10,0:25:36,bird,
2,4/10/19,2,D2_S2_output_F.mov,,0:48:45,VA_B,,,,,0:25:50,0:26:49,birdy!,
2,4/10/19,2,D2_S2_output_F.mov,,1:48:45,BA_V,,,,,0:25:58,0:26:31,,
2,4/10/19,2,D2_S2_output_F.mov,,2:48:45,BA_E,,,,,0:26:31,0:26:50,,
2,4/10/19,2,D2_S2_output_F.mov,,3:48:45,BA_V,,,,,0:26:53,0:27:05,,
2,4/10/19,2,D2_S2_output_F.mov,,4:48:45,BA_E,,,,,0:27:13,0:27:16,,
2,4/10/19,2,D2_S2_output_F.mov,,5:48:45,BA_V,,,,,0:27:23,0:27:27,,
2,4/10/19,2,D2_S2_output_F.mov,,6:48:45,BA_E,,,,,0:27:27,0:27:42,,
2,4/10/19,2,D2_S2_output_F.mov,,7:48:45,VA_B,,,,,0:27:39,0:27:50,,
2,4/10/19,2,D2_S2_output_F.mov,,8:48:45,BA_V,,,,,0:27:54,0:28:20,,
2,4/10/19,2,D2_S2_output_F.mov,,9:48:45,VA_B,,,,,0:27:53,0:28:10,,
2,4/10/19,2,D2_S2_output_F.mov,,10:48:45,VA_B,,,,,0:28:29,0:28:59,it's a bnird!,
2,4/10/19,2,D2_S2_output_F.mov,,11:48:45,BA_E,,,,,0:28:38,0:28:44,,
2,4/10/19,2,D2_S2_output_F.mov,,12:48:45,BA_V,,,,,0:28:44,0:28:56,,
2,4/10/19,2,D2_S2_output_F.mov,,13:48:45,BA_V,,,,,0:29:02,0:29:04,,
2,4/10/19,2,D2_S2_output_F.mov,,14:48:45,VA_B,,,,,0:29:04,0:29:23,i want to take a picture with the bird,
2,4/10/19,2,D2_S2_output_F.mov,,15:48:45,VA_B,,,,,0:29:44,0:29:58,,
2,4/10/19,2,D2_S2_output_F.mov,,16:48:45,VA_B,,,,,0:30:29,0:30:35,look at that bird,
2,4/10/19,2,D2_S2_output_F.mov,,17:48:45,BA_V,,,,,0:30:42,0:30:43,,
2,4/10/19,2,D2_S2_output_F.mov,,18:48:45,VA_B,,,,,0:30:50,0:31:11,,
2,4/10/19,2,D2_S2_output_F.mov,,19:48:45,BA_V,,,,,0:31:25,0:31:28,,
2,4/10/19,2,D2_S2_output_F.mov,,20:48:45,BA_E,,,,,0:32:16,0:32:18,,
2,4/10/19,2,D2_S2_output_F.mov,,21:48:45,BA_V,,,,,0:32:28,0:32:43,,
2,4/10/19,2,D2_S2_output_F.mov,,22:48:45,BA_E,,,,,0:32:50,0:32:52,,
2,4/10/19,2,D2_S2_output_F.mov,,23:48:45,BA_V,,,,,0:32:53,0:33:04,,
2,4/10/19,2,D2_S2_output_F.mov,,0:48:45,BA_E,,,,,0:33:22,0:33:44,,
2,4/10/19,2,D2_S2_output_F.mov,,1:48:45,VA_B,,,,,0:33:40,0:34:40,,
2,4/10/19,2,D2_S2_output_F.mov,,2:48:45,BA_V,,,,,0:33:50,0:34:25,,
2,4/10/19,2,D2_S2_output_F.mov,,3:48:45,BA_E,,,,,0:34:25,0:34:26,,
2,4/10/19,2,D2_S2_output_F.mov,,4:48:45,BA_V,,,,,0:34:26,0:34:30,,
2,4/10/19,2,D2_S2_output_F.mov,,5:48:45,BA_V,,,,,0:34:55,0:35:53,,
2,4/10/19,2,D2_S2_output_F.mov,,6:48:45,VA_B,,,,,0:34:56,0:35:38,,
2,4/10/19,2,D2_S2_output_F.mov,,7:48:45,VA_B,,,,,0:36:00,0:36:40,it's a macaw!,
2,4/10/19,2,D2_S2_output_F.mov,,8:48:45,VA_B,,,,,0:36:48,0:37:19,,
2,4/10/19,2,D2_S2_output_F.mov,,9:48:45,BA_V,,,,,0:36:50,0:37:32,,
2,4/10/19,2,D2_S2_output_F.mov,,10:48:45,BA_V,,,,,0:38:10,0:38:56,,
2,4/10/19,2,D2_S2_output_F.mov,,11:48:45,VA_B,,,,,0:38:35,0:39:45,oh a parrot,
2,4/10/19,2,D2_S2_output_F.mov,,12:48:45,BA_V,,,,,0:39:25,0:39:28,,
2,4/10/19,2,D2_S2_output_F.mov,,13:48:45,BA_V,,,,,0:39:39,0:39:50,,
2,4/10/19,2,D2_S2_output_F.mov,,14:48:45,BA_E,,,,,0:40:10,0:40:43,,
2,4/10/19,2,D2_S2_output_F.mov,,15:48:45,VA_B,,,,,0:40:35,0:41:54,,
2,4/10/19,2,D2_S2_output_F.mov,,16:48:45,BA_V,,,,,0:42:06,0:42:20,,
2,4/10/19,2,D2_S2_output_F.mov,,17:48:45,BA_V,,,,,0:42:50,0:43:14,,
2,4/10/19,2,D2_S2_output_F.mov,,18:48:45,VA_B,,,,,0:43:01,0:44:12,,
2,4/10/19,2,D2_S2_output_F.mov,,19:48:45,BA_E,,,,,0:43:14,0:43:24,,
2,4/10/19,2,D2_S2_output_F.mov,,20:48:45,BA_E,,,,,0:43:29,0:43:35,,
2,4/10/19,2,D2_S2_output_F.mov,,21:48:45,VA_B,,,,,0:44:40,0:45:25,parrots are my favourite,
2,4/10/19,2,D2_S2_output_F.mov,,22:48:45,BA_V,,,,,0:44:44,0:45:30,,
2,4/10/19,2,D2_S2_output_F.mov,,23:48:45,BA_E,,,,,0:45:50,0:46:10,,
