N_Day,Day,Session,File name,Date/Time Start,Duration of Video,Activity,Event/behavior,Focus,Visitors?,Music?,Start,End,,,,,,,,,,,,,,,,
2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,BA_V,,,,,0:03:35,0:03:52,,,,,,,,,,,,,,,,
2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,VA_B,,,,,0:03:54,0:04:24,,,,,,,,,,,,,,,,
2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,BA_E,,,,,0:03:52,0:03:53,,,,,,,,,,,,,,,,
2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,BA_V,,,,,0:03:56,0:04:20,,,,,,,,,,,,,,,,
2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,BA_E,,,,,0:04:20,0:04:31,,,,,,,,,,,,,,,,
2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,BA_V,,,,,0:04:31,0:04:34,,,,,,,,,,,,,,,,
2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,BA_E,,,,,0:04:34,0:04:45,,,,,,,,,,,,,,,,
2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,BA_V,,,,,0:04:45,0:04:50,,,,,,,,,,,,,,,,
2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,VA_B,,,,,0:05:00,0:05:28,,,,,,,,,,,,,,,,
2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,BA_V,,,,,0:05:05,0:05:55,,,,,,,,,,,,,,,,
2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,VA_B,,,,,0:05:29,0:05:53,,,,,,,,,,,,,,,,
2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,BA_E,,,,,0:05:55,0:05:59,,,,,,,,,,,,,,,,
2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,BA_V,,,,,0:05:59,0:06:03,,,,,,,,,,,,,,,,
2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,VA_B,,,,,0:05:57,0:06:13,,,,,,,,,,,,,,,,
2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,BA_E,,,,,0:06:03,0:06:20,,,,,,,,,,,,,,,,
2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,BA_E,,,,,0:06:36,0:06:45,,,,,,,,,,,,,,,,
2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,VA_B,,,,,0:06:37,0:07:14,,,,,,,,,,,,,,,,
2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,BA_E,,,,,0:06:41,0:07:03,,,,,,,,,,,,,,,,
2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,BA_V,,,,,0:07:03,0:07:30,,,,,,,,,,,,,,,,
2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,BA_E,,,,,0:07:30,0:08:03,,,,,,,,,,,,,,,,
2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,BA_V,,,,,0:08:07,0:08:13,,,,,,,,,,,,,,,,
2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,BA_E,,,,,0:08:13,0:08:20,,,,,,,,,,,,,,,,
2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,BA_V,,,,,0:08:20,0:08:39,,,,,,,,,,,,,,,,
2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,VA_B,,,,,0:08:17,0:08:26,,,,,,,,,,,,,,,,
2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,BA_E,,,,,0:08:39,0:08:44,,,,,,,,,,,,,,,,
2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,BA_V,,,,,0:08:44,0:08:50,,,,,,,,,,,,,,,,
2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,BA_E,,,,,0:09:17,0:09:40,,,,,,,,,,,,,,,,
2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,BA_V,,,,,0:09:40,0:09:47,,,,,,,,,,,,,,,,
2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,BA_E,,,,YES,0:09:47,0:10:04,,,,,,,,,,,,,,,,
2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,VA_B,,,,,0:10:04,0:10:30,,,,,,,,,,,,,,,,
2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,BA_V,,,,,0:10:04,0:10:49,,,,,,,,,,,,,,,,
2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,VA_B,,,,,0:10:42,0:10:47,,,,,,,,,,,,,,,,
2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,BA_E,,,,,0:10:49,0:10:54,,,,,,,,,,,,,,,,
2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,BA_V,,,,YES,0:10:54,0:11:00,,,,,,,,,,,,,,,,
2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,VA_B,,,,YES,0:10:50,0:12:15,,,,,,,,,,,,,,,,
2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,BA_E,,,,YES,0:11:11,0:11:15,,,,,,,,,,,,,,,,
2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,BA_V,,,,YES,0:11:15,0:12:03,,,,,,,,,,,,,,,,
2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,BA_E,,,,,0:12:03,0:12:24,,,,,,,,,,,,,,,,
2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,BA_V,,,,,0:12:24,0:12:35,,,,,,,,,,,,,,,,
2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,BA_E,,,,,0:12:35,0:12:50,,,,,,,,,,,,,,,,
2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,VA_B,,,,,0:12:45,0:12:59,,,,,,,,,,,,,,,,
2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,BA_V,,,,,0:12:50,0:13:16,,,,,,,,,,,,,,,,
2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,VA_B,,,,YES,0:13:36,0:14:53,,,,,,,,,,,,,,,,
2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,BA_V,,,,YES,0:13:47,0:13:50,,,,,,,,,,,,,,,,
2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,BA_E,,,,YES,0:13:50,0:13:52,,,,,,,,,,,,,,,,
2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,BA_V,,,,YES,0:13:52,0:14:07,,,,,,,,,,,,,,,,
2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,BA_E,,,,YES,0:14:07,0:14:08,,,,,,,,,,,,,,,,
2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,BA_V,,,,YES,0:14:08,0:14:27,,,,,,,,,,,,,,,,
2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,BA_E,,,,,0:14:27,0:14:28,,,,,,,,,,,,,,,,
2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,VA_B,,,,,0:15:10,0:15:55,,,,,,,,,,,,,,,,
2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,BA_V,,,,,0:15:10,0:15:14,,,,,,,,,,,,,,,,
2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,BA_E,,,,,0:15:14,0:15:23,,,,,,,,,,,,,,,,
2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,BA_V,,,,,0:15:23,0:15:42,,,,,,,,,,,,,,,,
2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,BA_E,,,,,0:15:42,0:15:43,,,,,,,,,,,,,,,,
2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,BA_V,,,,,0:15:43,0:16:23,,,,,,,,,,,,,,,,
2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,VA_B,,,,,0:15:58,0:16:50,,,,,,,,,,,,,,,,
2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,BA_E,,,,,0:16:23,0:16:31,,,,,,,,,,,,,,,,
2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,BA_V,,,,,0:16:31,0:16:43,,,,,,,,,,,,,,,,
2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,BA_E,,,,,0:16:50,0:16:58,,,,,,,,,,,,,,,,
2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,BA_E,,,,,0:17:12,0:17:27,,,,,,,,,,,,,,,,
2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,VA_B,,,,,0:17:19,0:19:32,,,,,,,,,,,,,,,,
2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,BA_V,,,,,0:17:27,0:18:41,,,,,,,,,,,,,,,,
2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,VA_B,,,,,0:17:46,0:17:54,,,,,,,,,,,,,,,,
2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,VA_B,,,,YES,0:18:00,0:19:26,,,,,,,,,,,,,,,,
2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,BA_V,,,,,0:18:41,0:19:01,,,,,,,,,,,,,,,,
2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,BA_E,,,,YES,0:19:01,0:19:09,,,,,,,,,,,,,,,,
2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,BA_V,,,,YES,0:19:09,0:19:40,,,,,,,,,,,,,,,,
2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,BA_E,,,,,0:19:56,0:19:57,,,,,,,,,,,,,,,,
2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,BA_V,,,,,0:19:57,0:20:31,,,,,,,,,,,,,,,,
2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,VA_B,,,,,0:19:55,0:20:21,,,,,,,,,,,,,,,,
2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,BA_E,,,,,0:20:31,0:20:36,,,,,,,,,,,,,,,,
2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,BA_V,,,,,0:20:36,0:21:25,,,,,,,,,,,,,,,,
2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,VA_B,,,,,0:21:21,0:21:41,,,,,,,,,,,,,,,,
2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,BA_E,,,,,0:21:25,0:21:28,,,,,,,,,,,,,,,,
2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,BA_E,,,,,0:21:35,0:21:47,,,,,,,,,,,,,,,,
2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,BA_V,,,,,0:21:47,0:21:53,,,,,,,,,,,,,,,,
2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,BA_E,,,,,0:21:53,0:22:19,,,,,,,,,,,,,,,,
2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,BA_V,,,,,0:22:19,0:23:17,,,,,,,,,,,,,,,,
2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,VA_B,,,,,0:22:24,0:22:34,,,,,,,,,,,,,,,,
2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,VA_B,,,,,0:23:05,0:23:58,,,,,,,,,,,,,,,,
2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,BA_E,,,,,0:23:17,0:23:28,,,,,,,,,,,,,,,,
2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,BA_V,,,,,0:23:28,0:24:02,,,,,,,,,,,,,,,,
2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,BA_E,,,,,0:24:12,0:24:30,,,,,,,,,,,,,,,,
2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,BA_V,,,,,0:24:30,0:25:20,,,,,,,,,,,,,,,,
2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,VA_B,,,,,0:24:40,0:25:45,,,,,,,,,,,,,,,,
2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,BA_E,,,,,0:25:20,0:25:22,,,,,,,,,,,,,,,,
2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,BA_V,,,,,0:25:22,0:25:56,,,,,,,,,,,,,,,,
2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,BA_E,,,,,0:25:56,0:26:09,,,,,,,,,,,,,,,,
2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,BA_V,,,,,0:26:09,0:26:27,,,,,,,,,,,,,,,,
2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,BA_E,,,,,0:26:27,0:26:37,,,,,,,,,,,,,,,,
2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,BA_V,,,,,0:26:37,0:26:56,,,,,,,,,,,,,,,,
2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,VA_B,,,,,0:26:49,0:26:54,,,,,,,,,,,,,,,,
2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,BA_V,,,,,0:27:03,0:27:49,,,,,,,,,,,,,,,,
2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,VA_B,,,,,0:27:00,0:28:10,,,,,,,,,,,,,,,,
2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,BA_E,,,,YES,0:27:49,0:27:55,,,,,,,,,,,,,,,,
2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,BA_V,,,,YES,0:27:55,0:28:12,,,,,,,,,,,,,,,,
2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,VA_B,,,,YES,0:28:14,0:30:01,,,,,,,,,,,,,,,,
2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,BA_V,,,,,0:28:16,0:28:45,,,,,,,,,,,,,,,,
2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,BA_E,,,,,0:28:45,0:28:48,,,,,,,,,,,,,,,,
2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,BA_V,,,,YES,0:28:48,0:29:12,,,,,,,,,,,,,,,,
2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,BA_E,,,,YES,0:29:12,0:29:18,,,,,,,,,,,,,,,,
2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,BA_V,,,,YES,0:29:18,0:29:48,,,,,,,,,,,,,,,,
2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,BA_E,,,,,0:29:48,0:29:51,,,,,,,,,,,,,,,,
2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,BA_V,,,,,0:29:51,0:30:50,,,,,,,,,,,,,,,,
2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,VA_B,,,,YES,0:30:30,0:31:35,,,,,,,,,,,,,,,,
2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,BA_E,,,,YES,0:30:50,0:30:55,,,,,,,,,,,,,,,,
2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,BA_V,,,,YES,0:30:55,0:31:24,,,,,,,,,,,,,,,,
2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,BA_E,,,,,0:31:24,0:31:29,,,,,,,,,,,,,,,,
2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,BA_V,,,,,0:31:29,0:32:08,,,,,,,,,,,,,,,,
2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,BA_V,,,,,0:32:38,0:32:46,,,,,,,,,,,,,,,,
2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,BA_E,,,,,0:32:46,0:32:48,,,,,,,,,,,,,,,,
2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,VA_B,,,,YES,0:32:50,0:33:40,,,,,,,,,,,,,,,,
2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,BA_V,,,,YES,0:32:52,0:34:42,,,,,,,,,,,,,,,,
2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,VA_B,,,,YES,0:34:50,0:35:30,,,,,,,,,,,,,,,,
2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,BA_V,,,,,0:34:59,0:35:02,,,,,,,,,,,,,,,,
2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,BA_E,,,,,0:35:02,0:35:03,,,,,,,,,,,,,,,,
2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,BA_V,,,,YES,0:35:03,0:36:04,,,,,,,,,,,,,,,,
2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,BA_E,,,,,0:36:04,0:36:05,,,,,,,,,,,,,,,,
2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,BA_V,,,,,0:36:05,0:36:14,,,,,,,,,,,,,,,,
2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,BA_E,,,,,0:36:14,0:36:19,,,,,,,,,,,,,,,,
2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,BA_V,,,,,0:36:19,0:36:26,,,,,,,,,,,,,,,,
2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,BA_E,,,,,0:36:26,0:36:38,,,,,,,,,,,,,,,,
2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,BA_V,,,,YES,0:36:38,0:37:12,,,,,,,,,,,,,,,,
2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,VA_B,,,,YES,0:36:42,0:39:16,,,,,,,,,,,,,,,,
2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,BA_E,,,,YES,0:37:12,0:37:16,,,,,,,,,,,,,,,,
2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,BA_V,,,,YES,0:37:16,0:37:19,,,,,,,,,,,,,,,,
2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,BA_E,,,,YES,0:37:19,0:37:26,,,,,,,,,,,,,,,,
2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,BA_V,,,,,0:37:26,0:38:26,,,,,,,,,,,,,,,,
2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,BA_E,,,,,0:38:26,0:38:50,,,,,,,,,,,,,,,,
2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,BA_V,,,,,0:38:50,0:39:55,,,,,,,,,,,,,,,,
2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,BA_E,,,,,0:40:13,0:40:15,,,,,,,,,,,,,,,,
2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,BA_V,,,,YES,0:40:15,0:40:54,,,,,,,,,,,,,,,,
2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,VA_B,,,,,0:41:31,0:42:10,,,,,,,,,,,,,,,,
2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,VA_B,,,,,0:43:10,0:43:13,,,,,,,,,,,,,,,,
2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,VA_B,,,,,0:43:57,0:45:12,,,,,,,,,,,,,,,,
2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,BA_V,,,,,0:44:02,0:45:38,,,,,,,,,,,,,,,,
2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,VA_B,,,,,0:45:58,0:47:01,,,,,,,,,,,,,,,,
2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,BA_V,,,,,0:45:59,0:46:12,,,,,,,,,,,,,,,,
2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,BA_E,,,,,0:46:12,0:46:13,,,,,,,,,,,,,,,,
2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,BA_V,,,,,0:46:13,0:49:50,,,,,,,,,,,,,,,,
2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,VA_B,,,,,0:47:48,0:48:42,,,,,,,,,,,,,,,,
2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,VA_B,,,,,0:49:05,0:50:20,,,,,,,,,,,,,,,,
2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,BA_V,,,,YES,0:49:55,0:53:20,,,,,,,,,,,,,,,,
2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,VA_B,,,,YES,0:50:10,0:54:40,,,,,,,,,,,,,,,,
2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,BA_E,,,,YES,0:50:28,0:50:30,,,,,,,,,,,,,,,,
2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,BA_V,,,,YES,0:50:30,0:53:20,,,,,,,,,,,,,,,,
2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,BA_E,,,,,0:53:20,0:53:32,,,,,,,,,,,,,,,,
2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,BA_V,,,,,0:53:32,0:53:44,,,,,,,,,,,,,,,,
2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,BA_E,,,,,0:53:44,0:53:50,,,,,,,,,,,,,,,,
2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,BA_V,,,,,0:53:50,0:54:30,,,,,,,,,,,,,,,,
2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,BA_E,,,,,0:54:30,0:54:43,,,,,,,,,,,,,,,,
2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,BA_V,,,,,0:54:43,0:56:37,,,,,,,,,,,,,,,,
2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,BA_E,,,,,0:56:37,0:56:45,,,,,,,,,,,,,,,,
2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,BA_V,,,,,0:56:45,0:56:58,,,,,,,,,,,,,,,,
2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,BA_E,,,,,0:57:37,0:57:58,,,,,,,,,,,,,,,,
2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,VA_B,,,,,0:58:16,0:58:52,,,,,,,,,,,,,,,,
2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,BA_E,,,,,0:58:15,0:58:25,,,,,,,,,,,,,,,,
2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,BA_V,,,,,0:59:02,1:00:29,,,,,,,,,,,,,,,,
2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,VA_B,,,,,0:59:30,1:00:10,,,,,,,,,,,,,,,,
2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,BA_V,,,,,1:00:43,1:01:08,,,,,,,,,,,,,,,,
2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,VA_B,,,,,1:00:58,1:02:12,,,,,,,,,,,,,,,,
2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,BA_E,,,,,1:01:39,1:01:45,,,,,,,,,,,,,,,,
2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,BA_V,,,,,1:01:45,1:02:20,,,,,,,,,,,,,,,,
2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,VA_B,,,,YES,1:02:02,1:06:51,,,,,,,,,,,,,,,,
2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,BA_V,,,,,1:02:29,1:02:33,,,,,,,,,,,,,,,,
2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,BA_E,,,,,1:02:42,1:02:46,,,,,,,,,,,,,,,,
2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,BA_V,,,,,1:02:46,1:03:22,,,,,,,,,,,,,,,,
2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,BA_E,,,,,1:03:57,1:03:59,,,,,,,,,,,,,,,,
2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,BA_E,,,,YES,1:04:35,1:05:02,,,,,,,,,,,,,,,,
2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,BA_V,,,,,1:05:16,1:05:23,,,,,,,,,,,,,,,,
2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,BA_E,,,,,1:05:23,1:05:31,,,,,,,,,,,,,,,,
2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,BA_V,,,,,1:05:31,1:05:52,,,,,,,,,,,,,,,,
2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,BA_E,,,,,1:05:52,1:06:20,,,,,,,,,,,,,,,,
2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,BA_V,,,,,1:06:20,1:06:39,,,,,,,,,,,,,,,,
2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,BA_E,,,,,1:06:50,1:06:55,,,,,,,,,,,,,,,,
2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,VA_B,,,,,1:07:27,1:08:10,,,,,,,,,,,,,,,,
2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,BA_E,,,,,1:07:28,1:07:35,,,,,,,,,,,,,,,,
2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,BA_E,,,,,1:08:22,1:08:23,,,,,,,,,,,,,,,,
2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,VA_B,,,,YES,1:08:45,1:10:40,,,,,,,,,,,,,,,,
2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,BA_E,,,,YES,1:08:48,1:10:20,,,,,,,,,,,,,,,,
2,4/10/19,3,D2_S3_output.mov,11:53:00,1:10:40,BA_V,,,,,1:10:20,1:10:40,,,,,,,,,,,,,,,,
3,4/11/19,1,D3_SJB_output_good.mov,7:30:00 AM,0:35:45,M,EVENT,,NO,NO,0:01:04,0:01:05,,,,,,,,,,,,,,,,
3,4/11/19,1,D3_SJB_output_good.mov,7:30:00 AM,0:35:45,FP,BEHAVIOR,,NO,NO,0:01:06,0:01:06,,,,,,,,,,,,,,,,
3,4/11/19,1,D3_SJB_output_good.mov,7:30:00 AM,0:35:45,M,EVENT,,NO,YES,0:01:44,0:01:45,,,,,,,,,,,,,,,,
3,4/11/19,1,D3_SJB_output_good.mov,7:30:00 AM,0:35:45,M,EVENT,,NO,NO,0:02:09,0:02:12,,,,,,,,,,,,,,,,
3,4/11/19,1,D3_SJB_output_good.mov,7:30:00 AM,0:35:45,L,BEHAVIOR,,NO,NO/Yes (starts while standing),0:02:12,0:03:14,,,,,,,,,,,,,,,,
3,4/11/19,1,D3_SJB_output_good.mov,7:30:00 AM,0:35:45,M,EVENT,,NO,NO,0:03:14,0:03:16,,,,,,,,,,,,,,,,
3,4/11/19,1,D3_SJB_output_good.mov,7:30:00 AM,0:35:45,M,EVENT,,NO,NO,0:03:51,0:03:53,,,,,,,,,,,,,,,,
3,4/11/19,1,D3_SJB_output_good.mov,7:30:00 AM,0:35:45,V,EVENT,,NO,YES,0:03:55,0:03:56,,,,,,,,,,,,,,,,
3,4/11/19,1,D3_SJB_output_good.mov,7:30:00 AM,0:35:45,M,EVENT,,NO,YES,0:04:01,0:04:03,,,,,,,,,,,,,,,,
3,4/11/19,1,D3_SJB_output_good.mov,7:30:00 AM,0:35:45,M,EVENT,,NO,NO,0:04:05,0:04:05,,,,,,,,,,,,,,,,
3,4/11/19,1,D3_SJB_output_good.mov,7:30:00 AM,0:35:45,M,EVENT,,NO,NO,0:04:05,0:04:06,,,,,,,,,,,,,,,,
3,4/11/19,1,D3_SJB_output_good.mov,7:30:00 AM,0:35:45,M,EVENT,,NO,NO,0:04:06,0:04:08,,,,,,,,,,,,,,,,
3,4/11/19,1,D3_SJB_output_good.mov,7:30:00 AM,0:35:45,M,EVENT,,NO,NO,0:04:11,0:04:12,,,,,,,,,,,,,,,,
3,4/11/19,1,D3_SJB_output_good.mov,7:30:00 AM,0:35:45,M,EVENT,,NO,NO,0:04:14,0:04:14,,,,,,,,,,,,,,,,
