N_Day,Day,Session,File name,Date/Time Start,Duration of Video,Activity,Event/behavior,Focus,Visitors?,Music?,Start,End,,,,,,,,,,,,,,,,
2,4/10/19,2,D2_S2_output_F.mov,,0:48:45,NB,BEHAVIOR,,YES,NO,0:05:54,0:05:58,,,,,,,,,,,,,,,,
2,4/10/19,2,D2_S2_output_F.mov,,0:48:45,NB,BEHAVIOR,,YES,NO,0:06:01,0:06:07,,,,,,,,,,,,,,,,
2,4/10/19,2,D2_S2_output_F.mov,,0:48:45,L,BEHAVIOR,,YES,NO,0:06:08,0:06:10,,,,,,,,,,,,,,,,
2,4/10/19,2,D2_S2_output_F.mov,,0:48:45,NB,BEHAVIOR,,YES,NO,0:06:11,0:06:12,,,,,,,,,,,,,,,,
2,4/10/19,2,D2_S2_output_F.mov,,0:48:45,NB,BEHAVIOR,,YES,NO,0:06:13,0:06:16,,,,,,,,,,,,,,,,
2,4/10/19,2,D2_S2_output_F.mov,,0:48:45,NB,BEHAVIOR,,YES,NO,0:06:18,0:06:23,,,,,,,,,,,,,,,,
2,4/10/19,2,D2_S2_output_F.mov,,0:48:45,L,BEHAVIOR,,YES,NO,0:06:25,0:06:28,,,,,,,,,,,,,,,,
2,4/10/19,2,D2_S2_output_F.mov,,0:48:45,NB,BEHAVIOR,,YES,NO,0:06:28,0:06:34,,,,,,,,,,,,,,,,
2,4/10/19,2,D2_S2_output_F.mov,,0:48:45,NB,BEHAVIOR,,YES,NO,0:06:36,0:06:45,,,,,,,,,,,,,,,,
2,4/10/19,2,D2_S2_output_F.mov,,0:48:45,NB,BEHAVIOR,,YES,NO,0:06:47,0:06:55,,,,,,,,,,,,,,,,
2,4/10/19,2,D2_S2_output_F.mov,,0:48:45,P,BEHAVIOR,,YES,NO,0:06:58,0:07:13,,,,,,,,,,,,,,,,
2,4/10/19,2,D2_S2_output_F.mov,,0:48:45,P,BEHAVIOR,,YES,NO,0:07:13,0:07:21,,,,,,,,,,,,,,,,
2,4/10/19,2,D2_S2_output_F.mov,,0:48:45,NB,BEHAVIOR,,YES,NO,0:07:24,0:07:27,,,,,,,,,,,,,,,,
2,4/10/19,2,D2_S2_output_F.mov,,0:48:45,P,BEHAVIOR,,YES,NO,0:07:28,0:07:41,,,,,,,,,,,,,,,,
2,4/10/19,2,D2_S2_output_F.mov,,0:48:45,NB,BEHAVIOR,,YES,NO,0:07:42,0:07:46,,,,,,,,,,,,,,,,
2,4/10/19,2,D2_S2_output_F.mov,,0:48:45,P,BEHAVIOR,,YES,NO,0:07:47,0:07:55,,,,,,,,,,,,,,,,
2,4/10/19,2,D2_S2_output_F.mov,,0:48:45,NB,BEHAVIOR,,YES,NO,0:07:55,0:08:01,,,,,,,,,,,,,,,,
2,4/10/19,2,D2_S2_output_F.mov,,0:48:45,E,BEHAVIOR,,YES,NO,0:08:02,0:08:22,,,,,,,,,,,,,,,,
2,4/10/19,2,D2_S2_output_F.mov,,0:48:45,NB,BEHAVIOR,,YES,NO,0:08:29,0:08:52,,,,,,,,,,,,,,,,
2,4/10/19,2,D2_S2_output_F.mov,,0:48:45,NB,BEHAVIOR,,YES,NO,0:08:52,0:09:10,,,,,,,,,,,,,,,,
2,4/10/19,2,D2_S2_output_F.mov,,0:48:45,M,EVENT,,YES,NO,0:09:12,0:09:21,,,,,,,,,,,,,,,,
2,4/10/19,2,D2_S2_output_F.mov,,0:48:45,NB,BEHAVIOR,,YES,NO,0:09:24,0:09:25,,,,,,,,,,,,,,,,
2,4/10/19,2,D2_S2_output_F.mov,,0:48:45,L,BEHAVIOR,,YES,NO,0:09:27,0:09:35,,,,,,,,,,,,,,,,
2,4/10/19,2,D2_S2_output_F.mov,,0:48:45,L,BEHAVIOR,,YES,NO,0:09:40,0:09:43,,,,,,,,,,,,,,,,
2,4/10/19,2,D2_S2_output_F.mov,,0:48:45,B,EVENT,,YES,YES,0:09:44,0:09:45,,,,,,,,,,,,,,,,
2,4/10/19,2,D2_S2_output_F.mov,,0:48:45,B,EVENT,,YES,YES,0:09:46,0:09:49,,,,,,,,,,,,,,,,
2,4/10/19,2,D2_S2_output_F.mov,,0:48:45,U,MUSIC,,YES,YES,0:09:46,0:10:31,,,,,,,,,,,,,,,,
2,4/10/19,2,D2_S2_output_F.mov,,0:48:45,B,EVENT,,YES,YES,0:09:57,0:10:00,,,,,,,,,,,,,,,,
2,4/10/19,2,D2_S2_output_F.mov,,0:48:45,H,EVENT,,YES,YES,0:10:01,0:10:03,,,,,,,,,,,,,,,,
2,4/10/19,2,D2_S2_output_F.mov,,0:48:45,H,EVENT,,YES,YES,0:10:06,0:10:07,,,,,,,,,,,,,,,,
2,4/10/19,2,D2_S2_output_F.mov,,0:48:45,H,EVENT,,YES,YES,0:10:08,0:10:10,,,,,,,,,,,,,,,,
2,4/10/19,2,D2_S2_output_F.mov,,0:48:45,H,EVENT,,YES,YES,0:10:12,0:10:13,,,,,,,,,,,,,,,,
2,4/10/19,2,D2_S2_output_F.mov,,0:48:45,M,EVENT,,YES,YES,0:10:19,0:10:20,,,,,,,,,,,,,,,,
2,4/10/19,2,D2_S2_output_F.mov,,0:48:45,L,BEHAVIOR,,YES,YES,0:10:21,0:10:34,,,,,,,,,,,,,,,,
2,4/10/19,2,D2_S2_output_F.mov,,0:48:45,L,BEHAVIOR,,YES,NO,0:10:35,0:11:03,,,,,,,,,,,,,,,,
2,4/10/19,2,D2_S2_output_F.mov,,0:48:45,V,EVENT,,YES,NO,0:11:02,0:11:03,,,,,,,,,,,,,,,,
2,4/10/19,2,D2_S2_output_F.mov,,0:48:45,L,BEHAVIOR,,YES,NO,0:11:05,0:11:06,,,,,,,,,,,,,,,,
2,4/10/19,2,D2_S2_output_F.mov,,0:48:45,M,EVENT,,YES,NO,0:11:07,0:11:11,,,,,,,,,,,,,,,,
2,4/10/19,2,D2_S2_output_F.mov,,0:48:45,L,BEHAVIOR,,YES,NO,0:11:12,0:12:31,,,,,,,,,,,,,,,,
2,4/10/19,2,D2_S2_output_F.mov,,0:48:45,V,EVENT,,YES,NO,0:12:31,0:12:32,,,,,,,,,,,,,,,,
2,4/10/19,2,D2_S2_output_F.mov,,0:48:45,FP,BEHAVIOR,,YES,NO,0:12:36,0:12:37,,,,,,,,,,,,,,,,
2,4/10/19,2,D2_S2_output_F.mov,,0:48:45,M,EVENT,,YES,NO,0:13:55,0:14:10,,,,,,,,,,,,,,,,
2,4/10/19,2,D2_S2_output_F.mov,,0:48:45,M,EVENT,,YES,NO,0:14:12,0:14:16,,,,,,,,,,,,,,,,
2,4/10/19,2,D2_S2_output_F.mov,,0:48:45,L,BEHAVIOR,,YES,NO,0:14:16,0:14:27,,,,,,,,,,,,,,,,
2,4/10/19,2,D2_S2_output_F.mov,,0:48:45,M,EVENT,,YES,NO,0:14:28,0:14:32,,,,,,,,,,,,,,,,
2,4/10/19,2,D2_S2_output_F.mov,,0:48:45,E,BEHAVIOR,,YES,NO,0:14:32,0:14:52,,,,,,,,,,,,,,,,
2,4/10/19,2,D2_S2_output_F.mov,,0:48:45,M,EVENT,,YES,NO,0:14:52,0:14:54,,,,,,,,,,,,,,,,
2,4/10/19,2,D2_S2_output_F.mov,,0:48:45,L,BEHAVIOR,,YES,NO,0:14:54,0:15:53,,,,,,,,,,,,,,,,
2,4/10/19,2,D2_S2_output_F.mov,,0:48:45,E,BEHAVIOR,,YES,NO,0:15:54,0:16:22,,,,,,,,,,,,,,,,
2,4/10/19,2,D2_S2_output_F.mov,,0:48:45,M,EVENT,,YES,NO,0:16:26,0:16:30,,,,,,,,,,,,,,,,
2,4/10/19,2,D2_S2_output_F.mov,,0:48:45,L,BEHAVIOR,,YES,NO,0:16:30,0:16:31,,,,,,,,,,,,,,,,
2,4/10/19,2,D2_S2_output_F.mov,,0:48:45,L,BEHAVIOR,,YES,NO,0:16:49,0:17:15,,,,,,,,,,,,,,,,
2,4/10/19,2,D2_S2_output_F.mov,,0:48:45,H,EVENT,,YES,NO,0:17:15,0:17:16,,,,,,,,,,,,,,,,
2,4/10/19,2,D2_S2_output_F.mov,,0:48:45,U,MUSIC,,YES,YES,0:17:17,0:19:52,,,,,,,,,,,,,,,,
2,4/10/19,2,D2_S2_output_F.mov,,0:48:45,L,BEHAVIOR,,YES,YES,0:17:18,0:17:25,,,,,,,,,,,,,,,,
2,4/10/19,2,D2_S2_output_F.mov,,0:48:45,B,EVENT,,YES,YES,0:17:25,0:17:27,,,,,,,,,,,,,,,,
2,4/10/19,2,D2_S2_output_F.mov,,0:48:45,L,BEHAVIOR,,YES,YES,0:17:28,0:17:45,,,,,,,,,,,,,,,,
2,4/10/19,2,D2_S2_output_F.mov,,0:48:45,B,EVENT,,YES,YES,0:17:45,0:17:48,,,,,,,,,,,,,,,,
2,4/10/19,2,D2_S2_output_F.mov,,0:48:45,B,EVENT,,YES,YES,0:17:50,0:17:51,,,,,,,,,,,,,,,,
2,4/10/19,2,D2_S2_output_F.mov,,0:48:45,V,EVENT,,YES,YES,0:17:54,0:17:55,,,,,,,,,,,,,,,,
2,4/10/19,2,D2_S2_output_F.mov,,0:48:45,B,EVENT,,YES,YES,0:17:56,0:17:58,,,,,,,,,,,,,,,,
2,4/10/19,2,D2_S2_output_F.mov,,0:48:45,H,EVENT,,YES,YES,0:18:01,0:18:02,,,,,,,,,,,,,,,,
2,4/10/19,2,D2_S2_output_F.mov,,0:48:45,L,BEHAVIOR,,YES,YES,0:18:07,0:18:10,,,,,,,,,,,,,,,,
2,4/10/19,2,D2_S2_output_F.mov,,0:48:45,B,EVENT,,YES,YES,0:18:10,0:18:13,,,,,,,,,,,,,,,,
2,4/10/19,2,D2_S2_output_F.mov,,0:48:45,H,EVENT,,YES,YES,0:18:14,0:18:18,,,,,,,,,,,,,,,,
2,4/10/19,2,D2_S2_output_F.mov,,0:48:45,L,BEHAVIOR,,YES,YES,0:18:18,0:18:20,,,,,,,,,,,,,,,,
2,4/10/19,2,D2_S2_output_F.mov,,0:48:45,H,EVENT,,YES,YES,0:18:21,0:18:24,,,,,,,,,,,,,,,,
2,4/10/19,2,D2_S2_output_F.mov,,0:48:45,B,EVENT,,YES,YES,0:18:28,0:18:30,,,,,,,,,,,,,,,,
2,4/10/19,2,D2_S2_output_F.mov,,0:48:45,B,EVENT,,YES,YES,0:18:34,0:18:36,,,,,,,,,,,,,,,,
2,4/10/19,2,D2_S2_output_F.mov,,0:48:45,H,EVENT,,YES,YES,0:18:39,0:18:40,,,,,,,,,,,,,,,,
2,4/10/19,2,D2_S2_output_F.mov,,0:48:45,H,EVENT,,YES,YES,0:18:44,0:18:48,,,,,,,,,,,,,,,,
2,4/10/19,2,D2_S2_output_F.mov,,0:48:45,B,EVENT,,YES,YES,0:18:49,0:18:51,,,,,,,,,,,,,,,,
2,4/10/19,2,D2_S2_output_F.mov,,0:48:45,H,EVENT,,YES,YES,0:18:53,0:18:53,,,,,,,,,,,,,,,,
2,4/10/19,2,D2_S2_output_F.mov,,0:48:45,B,EVENT,,YES,YES,0:18:56,0:18:58,,,,,,,,,,,,,,,,
2,4/10/19,2,D2_S2_output_F.mov,,0:48:45,H,EVENT,,YES,YES,0:19:00,0:19:01,,,,,,,,,,,,,,,,
2,4/10/19,2,D2_S2_output_F.mov,,0:48:45,B,EVENT,,YES,YES,0:19:05,0:19:11,,,,,,,,,,,,,,,,
2,4/10/19,2,D2_S2_output_F.mov,,0:48:45,M,EVENT,,YES,YES,0:19:13,0:19:17,,,,,,,,,,,,,,,,
2,4/10/19,2,D2_S2_output_F.mov,,0:48:45,B,EVENT,,YES,YES,0:19:18,0:19:22,,,,,,,,,,,,,,,,
2,4/10/19,2,D2_S2_output_F.mov,,0:48:45,M,EVENT,,YES,YES,0:19:22,0:19:26,,,,,,,,,,,,,,,,
2,4/10/19,2,D2_S2_output_F.mov,,0:48:45,B,EVENT,,YES,YES,0:19:27,0:19:30,,,,,,,,,,,,,,,,
2,4/10/19,2,D2_S2_output_F.mov,,0:48:45,M,EVENT,,YES,YES,0:19:33,0:19:38,,,,,,,,,,,,,,,,
2,4/10/19,2,D2_S2_output_F.mov,,0:48:45,B,EVENT,,YES,YES,0:19:39,0:19:41,,,,,,,,,,,,,,,,
2,4/10/19,2,D2_S2_output_F.mov,,0:48:45,B,EVENT,,YES,YES,0:19:44,0:19:45,,,,,,,,,,,,,,,,
2,4/10/19,2,D2_S2_output_F.mov,,0:48:45,E,BEHAVIOR,,YES,YES,0:19:50,0:20:03,,,,,,,,,,,,,,,,
2,4/10/19,2,D2_S2_output_F.mov,,0:48:45,B,EVENT,,YES,NO,0:20:23,0:20:25,,,,,,,,,,,,,,,,
2,4/10/19,2,D2_S2_output_F.mov,,0:48:45,E,BEHAVIOR,,YES,YES,0:20:06,0:20:36,,,,,,,,,,,,,,,,
2,4/10/19,2,D2_S2_output_F.mov,,0:48:45,U,MUSIC,,YES,YES,0:20:24,0:20:41,,,,,,,,,,,,,,,,
2,4/10/19,2,D2_S2_output_F.mov,,0:48:45,E,BEHAVIOR,,YES,NO,0:20:41,0:21:08,,,,,,,,,,,,,,,,
2,4/10/19,2,D2_S2_output_F.mov,,0:48:45,B,EVENT,,YES,YES,0:21:10,0:21:18,,,,,,,,,,,,,,,,
2,4/10/19,2,D2_S2_output_F.mov,,0:48:45,U,MUSIC,,YES,YES,0:21:10,0:21:52,,,,,,,,,,,,,,,,
2,4/10/19,2,D2_S2_output_F.mov,,0:48:45,B,EVENT,,YES,YES,0:21:22,0:21:25,,,,,,,,,,,,,,,,
2,4/10/19,2,D2_S2_output_F.mov,,0:48:45,NB,BEHAVIOR,,YES,YES,0:21:26,0:21:34,,,,,,,,,,,,,,,,
2,4/10/19,2,D2_S2_output_F.mov,,0:48:45,B,EVENT,,YES,YES,0:21:34,0:21:37,,,,,,,,,,,,,,,,
2,4/10/19,2,D2_S2_output_F.mov,,0:48:45,B,EVENT,,YES,YES,0:21:38,0:21:40,,,,,,,,,,,,,,,,
2,4/10/19,2,D2_S2_output_F.mov,,0:48:45,L,BEHAVIOR,,YES,YES,0:21:41,0:21:52,,,,,,,,,,,,,,,,
2,4/10/19,2,D2_S2_output_F.mov,,0:48:45,NB,BEHAVIOR,,YES,NO,0:21:53,0:21:57,,,,,,,,,,,,,,,,
2,4/10/19,2,D2_S2_output_F.mov,,0:48:45,M,EVENT,,YES,NO,0:21:58,0:22:01,,,,,,,,,,,,,,,,
2,4/10/19,2,D2_S2_output_F.mov,,0:48:45,B,EVENT,,YES,NO,0:22:02,0:22:03,,,,,,,,,,,,,,,,
2,4/10/19,2,D2_S2_output_F.mov,,0:48:45,U,MUSIC,,YES,YES,0:22:04,0:22:30,,,,,,,,,,,,,,,,
2,4/10/19,2,D2_S2_output_F.mov,,0:48:45,NB,BEHAVIOR,,YES,YES,0:22:05,0:22:10,,,,,,,,,,,,,,,,
2,4/10/19,2,D2_S2_output_F.mov,,0:48:45,H,EVENT,,YES,YES,0:22:14,0:22:14,,,,,,,,,,,,,,,,
2,4/10/19,2,D2_S2_output_F.mov,,0:48:45,H,EVENT,,YES,YES,0:22:17,0:22:18,,,,,,,,,,,,,,,,
2,4/10/19,2,D2_S2_output_F.mov,,0:48:45,H,EVENT,,YES,YES,0:22:21,0:22:22,,,,,,,,,,,,,,,,
2,4/10/19,2,D2_S2_output_F.mov,,0:48:45,H,EVENT,,YES,YES,0:22:22,0:22:25,,,,,,,,,,,,,,,,
2,4/10/19,2,D2_S2_output_F.mov,,0:48:45,NB,BEHAVIOR,,YES,NO,0:22:55,0:22:58,,,,,,,,,,,,,,,,
2,4/10/19,2,D2_S2_output_F.mov,,0:48:45,L,BEHAVIOR,,YES,NO,0:23:00,0:23:45,,,,,,,,,,,,,,,,
2,4/10/19,2,D2_S2_output_F.mov,,0:48:45,L,BEHAVIOR,,YES,NO,0:23:52,0:23:58,,,,,,,,,,,,,,,,
2,4/10/19,2,D2_S2_output_F.mov,,0:48:45,M,EVENT,,YES,NO,0:23:59,0:00:04,,,,,,,,,,,,,,,,
2,4/10/19,2,D2_S2_output_F.mov,,0:48:45,FP,BEHAVIOR,,YES,NO,0:24:06,0:24:07,,,,,,,,,,,,,,,,
2,4/10/19,2,D2_S2_output_F.mov,,0:48:45,L,BEHAVIOR,,YES,NO,0:24:08,0:24:39,,,,,,,,,,,,,,,,
2,4/10/19,2,D2_S2_output_F.mov,,0:48:45,P,BEHAVIOR,,YES,NO,0:24:40,0:24:49,,,,,,,,,,,,,,,,
2,4/10/19,2,D2_S2_output_F.mov,,0:48:45,V,EVENT,,YES,NO,0:24:52,0:24:54,,,,,,,,,,,,,,,,
2,4/10/19,2,D2_S2_output_F.mov,,0:48:45,L,BEHAVIOR,,YES,NO,0:24:55,0:25:41,,,,,,,,,,,,,,,,
2,4/10/19,2,D2_S2_output_F.mov,,0:48:45,M,EVENT,,YES,NO,0:25:46,0:25:53,,,,,,,,,,,,,,,,
2,4/10/19,2,D2_S2_output_F.mov,,0:48:45,L,BEHAVIOR,,YES,NO,0:25:54,0:27:30,,,,,,,,,,,,,,,,
2,4/10/19,2,D2_S2_output_F.mov,,0:48:45,H,EVENT,,YES,NO,0:27:31,0:27:32,,,,,,,,,,,,,,,,
2,4/10/19,2,D2_S2_output_F.mov,,0:48:45,P,BEHAVIOR,,YES,NO,0:27:34,0:27:35,,,,,,,,,,,,,,,,
2,4/10/19,2,D2_S2_output_F.mov,,0:48:45,L,BEHAVIOR,,YES,NO,0:27:37,0:28:15,,,,,,,,,,,,,,,,
2,4/10/19,2,D2_S2_output_F.mov,,0:48:45,M,EVENT,,YES,NO,0:28:16,0:28:29,,,,,,,,,,,,,,,,
2,4/10/19,2,D2_S2_output_F.mov,,0:48:45,NB,BEHAVIOR,,YES,NO,0:28:30,0:28:32,,,,,,,,,,,,,,,,
2,4/10/19,2,D2_S2_output_F.mov,,0:48:45,M,EVENT,,YES,NO,0:28:33,0:28:38,,,,,,,,,,,,,,,,
2,4/10/19,2,D2_S2_output_F.mov,,0:48:45,E,BEHAVIOR,,YES,NO,0:28:39,0:29:56,,,,,,,,,,,,,,,,
2,4/10/19,2,D2_S2_output_F.mov,,0:48:45,M,EVENT,,YES,NO,0:30:00,0:30:03,,,,,,,,,,,,,,,,
2,4/10/19,2,D2_S2_output_F.mov,,0:48:45,M,EVENT,,YES,NO,0:30:06,0:30:21,,,,,,,,,,,,,,,,
2,4/10/19,2,D2_S2_output_F.mov,,0:48:45,E,BEHAVIOR,,YES,NO,0:30:21,0:31:29,,,,,,,,,,,,,,,,
2,4/10/19,2,D2_S2_output_F.mov,,0:48:45,NB,BEHAVIOR,,YES,NO,0:31:36,0:31:38,,,,,,,,,,,,,,,,
2,4/10/19,2,D2_S2_output_F.mov,,0:48:45,NB,BEHAVIOR,,YES,NO,0:31:46,0:31:59,,,,,,,,,,,,,,,,
2,4/10/19,2,D2_S2_output_F.mov,,0:48:45,M,EVENT,,YES,NO,0:32:07,0:32:08,,,,,,,,,,,,,,,,
2,4/10/19,2,D2_S2_output_F.mov,,0:48:45,NB,BEHAVIOR,,YES,NO,0:32:09,0:32:14,,,,,,,,,,,,,,,,
2,4/10/19,2,D2_S2_output_F.mov,,0:48:45,M,EVENT,,YES,NO,0:32:14,0:32:20,,,,,,,,,,,,,,,,
2,4/10/19,2,D2_S2_output_F.mov,,0:48:45,L,BEHAVIOR,,YES,NO,0:32:20,0:32:48,,,,,,,,,,,,,,,,
2,4/10/19,2,D2_S2_output_F.mov,,0:48:45,L,BEHAVIOR,,YES,NO,0:32:52,0:33:01,,,,,,,,,,,,,,,,
2,4/10/19,2,D2_S2_output_F.mov,,0:48:45,B,EVENT,,YES,YES,0:32:50,0:32:52,,,,,,,,,,,,,,,,
2,4/10/19,2,D2_S2_output_F.mov,,0:48:45,U,MUSIC,,YES,YES,0:32:52,0:33:13,,,,,,,,,,,,,,,,
2,4/10/19,2,D2_S2_output_F.mov,,0:48:45,L,BEHAVIOR,,YES,YES,0:33:09,0:33:12,,,,,,,,,,,,,,,,
2,4/10/19,2,D2_S2_output_F.mov,,0:48:45,L,BEHAVIOR,,YES,NO,0:33:20,0:33:28,,,,,,,,,,,,,,,,
2,4/10/19,2,D2_S2_output_F.mov,,0:48:45,L,BEHAVIOR,,YES,NO,0:33:31,0:33:37,,,,,,,,,,,,,,,,
2,4/10/19,2,D2_S2_output_F.mov,,0:48:45,B,EVENT,,YES,NO,0:33:38,0:33:40,,,,,,,,,,,,,,,,
2,4/10/19,2,D2_S2_output_F.mov,,0:48:45,U,MUSIC,,YES,YES,0:33:41,0:34:33,,,,,,,,,,,,,,,,
2,4/10/19,2,D2_S2_output_F.mov,,0:48:45,L,BEHAVIOR,,YES,YES,0:33:43,0:33:50,,,,,,,,,,,,,,,,
2,4/10/19,2,D2_S2_output_F.mov,,0:48:45,B,EVENT,,YES,YES,0:33:53,0:33:57,,,,,,,,,,,,,,,,
2,4/10/19,2,D2_S2_output_F.mov,,0:48:45,B,EVENT,,YES,YES,0:33:57,0:33:59,,,,,,,,,,,,,,,,
2,4/10/19,2,D2_S2_output_F.mov,,0:48:45,L,BEHAVIOR,,YES,YES,0:34:01,0:34:03,,,,,,,,,,,,,,,,
2,4/10/19,2,D2_S2_output_F.mov,,0:48:45,H,EVENT,,YES,YES,0:34:03,0:34:04,,,,,,,,,,,,,,,,
2,4/10/19,2,D2_S2_output_F.mov,,0:48:45,H,EVENT,,YES,YES,0:34:13,0:34:14,,,,,,,,,,,,,,,,
2,4/10/19,2,D2_S2_output_F.mov,,0:48:45,L,BEHAVIOR,,YES,YES,0:34:15,0:34:18,,,,,,,,,,,,,,,,
2,4/10/19,2,D2_S2_output_F.mov,,0:48:45,H,EVENT,,YES,YES,0:34:18,0:34:20,,,,,,,,,,,,,,,,
2,4/10/19,2,D2_S2_output_F.mov,,0:48:45,V,EVENT,,YES,YES,0:34:23,0:34:24,,,,,,,,,,,,,,,,
2,4/10/19,2,D2_S2_output_F.mov,,0:48:45,L,BEHAVIOR,,YES,YES,0:34:25,0:34:32,,,,,,,,,,,,,,,,
2,4/10/19,2,D2_S2_output_F.mov,,0:48:45,M,EVENT,,YES,YES,0:34:48,0:34:54,,,,,,,,,,,,,,,,
2,4/10/19,2,D2_S2_output_F.mov,,0:48:45,V,EVENT,,YES,NO,0:34:55,0:34:56,,,,,,,,,,,,,,,,
2,4/10/19,2,D2_S2_output_F.mov,,0:48:45,FP,BEHAVIOR,,YES,NO,0:35:09,0:35:10,,,,,,,,,,,,,,,,
2,4/10/19,2,D2_S2_output_F.mov,,0:48:45,P,BEHAVIOR,,YES,NO,0:37:59,0:38:08,,,,,,,,,,,,,,,,
2,4/10/19,2,D2_S2_output_F.mov,,0:48:45,M,EVENT,,YES,NO,0:38:09,0:38:15,,,,,,,,,,,,,,,,
2,4/10/19,2,D2_S2_output_F.mov,,0:48:45,L,BEHAVIOR,,YES,NO,0:38:16,0:38:17,,,,,,,,,,,,,,,,
2,4/10/19,2,D2_S2_output_F.mov,,0:48:45,M,EVENT,,YES,NO,0:38:22,0:38:26,,,,,,,,,,,,,,,,
2,4/10/19,2,D2_S2_output_F.mov,,0:48:45,B,EVENT,,YES,NO,0:38:24,0:38:25,,,,,,,,,,,,,,,,
2,4/10/19,2,D2_S2_output_F.mov,,0:48:45,U,MUSIC,,YES,YES,0:38:25,0:38:37,,,,,,,,,,,,,,,,
2,4/10/19,2,D2_S2_output_F.mov,,0:48:45,V,EVENT,,YES,YES,0:38:33,0:38:34,,,,,,,,,,,,,,,,
2,4/10/19,2,D2_S2_output_F.mov,,0:48:45,L,BEHAVIOR,,YES,YES,0:38:35,0:39:19,,,,,,,,,,,,,,,,
2,4/10/19,2,D2_S2_output_F.mov,,0:48:45,FP,BEHAVIOR,,YES,NO,0:39:22,0:39:23,,,,,,,,,,,,,,,,
2,4/10/19,2,D2_S2_output_F.mov,,0:48:45,M,EVENT,,YES,NO,0:39:34,0:39:40,,,,,,,,,,,,,,,,
2,4/10/19,2,D2_S2_output_F.mov,,0:48:45,L,BEHAVIOR,,YES,YES,0:39:41,0:39:59,,,,,,,,,,,,,,,,
2,4/10/19,2,D2_S2_output_F.mov,,0:48:45,B,EVENT,,YES,NO,0:39:39,0:29:40,,,,,,,,,,,,,,,,
2,4/10/19,2,D2_S2_output_F.mov,,0:48:45,U,MUSIC,,YES,YES,0:39:40,0:40:01,,,,,,,,,,,,,,,,
2,4/10/19,2,D2_S2_output_F.mov,,0:48:45,B,EVENT,,YES,NO,0:41:06,0:41:07,,,,,,,,,,,,,,,,
2,4/10/19,2,D2_S2_output_F.mov,,0:48:45,U,MUSIC,,YES,YES,0:41:06,0:41:19,,,,,,,,,,,,,,,,
2,4/10/19,2,D2_S2_output_F.mov,,0:48:45,B,EVENT,,YES,NO,0:42:57,0:43:01,,,,,,,,,,,,,,,,
2,4/10/19,2,D2_S2_output_F.mov,,0:48:45,U,MUSIC,,YES,YES,0:42:57,0:43:48,,,,,,,,,,,,,,,,
2,4/10/19,2,D2_S2_output_F.mov,,0:48:45,B,EVENT,,YES,NO,0:43:05,0:43:08,,,,,,,,,,,,,,,,
2,4/10/19,2,D2_S2_output_F.mov,,0:48:45,B,EVENT,,YES,YES,0:43:11,0:43:17,,,,,,,,,,,,,,,,
2,4/10/19,2,D2_S2_output_F.mov,,0:48:45,B,EVENT,,YES,YES,0:43:29,0:43:31,,,,,,,,,,,,,,,,
2,4/10/19,2,D2_S2_output_F.mov,,0:48:45,M,EVENT,,YES,NO,0:44:28,0:44:41,,,,,,,,,,,,,,,,
2,4/10/19,2,D2_S2_output_F.mov,,0:48:45,L,BEHAVIOR,,YES,NO,0:44:47,0:45:55,,,,,,,,,,,,,,,,
2,4/10/19,2,D2_S2_output_F.mov,,0:48:45,L,BEHAVIOR,,YES,NO,0:46:01,0:47:20,,,,,,,,,,,,,,,,
2,4/10/19,2,D2_S2_output_F.mov,,0:48:45,L,BEHAVIOR,,YES,NO,0:47:22,0:48:45,,,,,,,,,,,,,,,,
2,4/10/19,2,D2_S2_output_F.mov,,0:48:45,BA_E,,,,,0:00:00,0:00:19,,,,,,,,,,,,,,,,
2,4/10/19,2,D2_S2_output_F.mov,,0:48:45,BA_V,,,,,0:00:19,0:00:21,,,,,,,,,,,,,,,,
2,4/10/19,2,D2_S2_output_F.mov,,0:48:45,BA_E,,,,,0:00:21,0:01:06,,,,,,,,,,,,,,,,
2,4/10/19,2,D2_S2_output_F.mov,,0:48:45,BA_E,,,,,0:01:10,0:02:20,,,,,,,,,,,,,,,,
2,4/10/19,2,D2_S2_output_F.mov,,0:48:45,BA_V,,,,,0:01:41,0:01:56,,,,,,,,,,,,,,,,
2,4/10/19,2,D2_S2_output_F.mov,,0:48:45,BA_E,,,,,0:02:24,0:02:46,,,,,,,,,,,,,,,,
2,4/10/19,2,D2_S2_output_F.mov,,0:48:45,BA_E,,,,,0:02:52,0:03:15,,,,,,,,,,,,,,,,
2,4/10/19,2,D2_S2_output_F.mov,,0:48:45,BA_E,,,,,0:03:25,0:03:54,,,,,,,,,,,,,,,,
2,4/10/19,2,D2_S2_output_F.mov,,0:48:45,VA_B,,,,,0:03:52,0:04:01,,,,,,,,,,,,,,,,
2,4/10/19,2,D2_S2_output_F.mov,,0:48:45,BA_V,,,,,0:03:54,0:04:11,,,,,,,,,,,,,,,,
2,4/10/19,2,D2_S2_output_F.mov,,0:48:45,BA_E,,,,,0:04:25,0:04:36,,,,,,,,,,,,,,,,
2,4/10/19,2,D2_S2_output_F.mov,,0:48:45,VA_B,,,,,0:04:13,0:04:28,,,,,,,,,,,,,,,,
2,4/10/19,2,D2_S2_output_F.mov,,0:48:45,BA_E,,,,,0:04:45,0:05:00,,,,,,,,,,,,,,,,
